Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
Q5VUA4	147868.6563	187263.9688	195059.6875	131994.5938	128741.875	132032.8438	124014.8984	123237.5938	367933.4375	722955.75	705956.25	445879.4375
Q5VUB5	38726.02344	45494.74219	36908.85938	23634.8457	60972.85547	82030.29688	77880.54688	61271.57031	72528.46094	46097.98828	43959.32813	59839.33203
Q5VUJ6	109748.6328	81555.9375	74320.39063	115380.5469	119641.625	131469.3281	136387.8906	120915.0781	160986.7188	88675.77344	92719.75	142474.6875
Q5VV41	16566.16211	18676.48047	25969.53711	15295.99512	50070.61328	50332.05078	52943.58594	32248.4043	18833.86328	37628.18359	35281.79297	25067.47656
Q5VV42	54550.64844	158335.1094	176311.5313	148952.7031	180660.875	141848.0156	189846.1719	228004.8281	74501.74219	109566.7656	81189.70313	57039.93359
Q5VVJ2	115754.5625	160910.375	163718.5625	130791.5313	60653.54688	136543.8281	71459.72656	38206.96875	147526.875	208014.75	203867.2031	135230.0469
Q5VW36	120882.1016	139021.6563	124617.0469	93320.09375	125606.9375	102479.375	109044.1719	138500.0625	37547.47656	84880.21875	70930.21875	148189.3594
Q5VW38	32828.82031	59438.58594	40829.41797	30426.30664	33117.51953	39213.53906	33339.76563	27122.98828	71615.80469	11275.6123	22301.66797	70122.15625
Q5VWG9	43777.35156	53533.10547	45333.78906	43730.77344	16675.48047	29614.11328	25692.77344	25302.47656	26612.07617	33357.05859	27477.92969	15724.88672
Q5VWN6	88984.24219	85676.74219	110991.4219	98574.92969	87680.3125	100083.0391	97494.01563	69295.41406	122090.6172	235322.5469	232524.0156	158383.5781
Q5VWQ0	48185.52734	50001.625	56319.74219	56871.69922	35061.32031	42174.67969	55364.92578	55746.60547	27439.74219	103625.7734	99494.85938	151540.1094
Q5VWQ8	16141.29883	12461.09375	9486.064453	11571.30957	38920.60938	40358.87109	39643.75781	28898.06641	10304.71191	31582.20703	33020.45703	26656.18945
Q5VWZ2	51241.93359	81250.82813	62534.69141	54014.30078	56984.54688	62830.16406	62009	76432.14063	60070.28906	66037.23438	75086.53125	84739.3125
Q5VYK3	63703.96094	59607.40234	56392.22656	41173.89844	198895.3125	198053.7813	186516.8125	214422.75	59788.65625	52363.16406	62942.10156	70412.41406
Q5VYS8	63796.74219	74877.80469	78232.70313	66580.42188	85288.125	108386.125	100704.1719	102649.375	110871.7031	84140.27344	75481.34375	91317.01563
Q5VYV7	39050.71094	44679.44141	13284.27734	50913.16797	27046.17578	26893.08594	18744.14648	23893.61914	1968289.75	51047.60547	85342.86719	60164.61328
Q5VZ89	55634.07031	91929.01563	61132.45313	83654.46875	134077.4375	173428.2188	187509.4688	134274.3438	94195.90625	161967.2188	149828.25	95894.55469
Q5VZE5	72086.375	90881.52344	98335.78125	95768.3125	166792.9219	131944.5781	174387.5781	146034.3125	79628.83594	131278.1406	114527.7734	96811.47656
Q5VZK9	92836.09375	87832.29688	79307.57031	95222.6875	104869.8047	132745.2813	126173.0313	89668.90625	97564.875	137058.6719	126870.75	110833.0781
Q5VZL5	149996.875	254823.7031	177687.0625	166391.5625	119470.0625	110147.8594	99931.10938	125274.3125	98221.46875	231648.9063	232294.3125	175496.6875
Q5W0B1	23966.90625	34340.84766	44723.3125	45799.36719	50619.64844	89713.75	61330.60156	62327.40625	43904.17578	71575.96875	65051.51563	53780.22266
Q5XG87	55797.78906	68776.3125	26659.3418	81743.98438	51111.69531	39441.54688	32171.13281	67433.78906	23120.74805	20527.9082	19171.9668	49261.85547
Q63HK3	272.9683838	2026.06958	1	1	1	32.54044342	1	196.995575	2921.862549	1.425682545	245.7644196	621.4351807
Q63HK5	24793.86719	79831.09375	34996.55469	30567.75977	42612.33203	35697.33594	21575.61328	27175	61728.08594	76648.42188	75223.33594	66549.09375
Q63HN8	46274.82422	59963.1875	36452.375	25785.69141	74410.39063	82865.82813	99503.65625	92681.66406	45771.60156	50590.75781	52704.59766	46850.80078
Q63ZY3	22051.66992	40179.21484	29535.57227	35606.8125	199265.2813	179392.3594	243961.2813	208880.8594	32160.52148	93676.21094	92733.71094	44549.8125
Q641Q2	53775.75	73667.11719	67045.75781	66027.44531	85179.42969	134274.375	106280.1875	139896.5469	67142.92188	125473.2344	145720.3594	85296.57031
Q643R3	85393.21094	421444.9688	391525.625	230119.7188	144026.5781	33359.34766	222017.8906	206024.1094	565700.5	490841.125	500423.7188	560708.3125
Q658Y4	46300.52344	51922.57031	47183.33203	44647.05469	89895.45313	115361.4766	134747.2969	113205.7969	76348.91406	80717.60938	94396.15625	52120.55078
Q659A1	61047.81641	78442.0625	77786.90625	65187.78516	99578.54688	94607.98438	95338.42188	99846.64844	84977.02344	193836.5156	194608.625	74020.67188
Q659C4	67620.72656	86238.10156	67529	63141.42188	122616.5234	127040.6328	119923.3984	105476.0156	33261.41406	131617.125	123333.6328	60588.5625
Q66GS9	118436.9844	51028.66406	47165.89063	103960.0938	69890.72656	67146.40625	76764.09375	51234.10938	253694.625	53185.45313	59341.11719	203198.8594
Q66K14	12433.60156	15212.28125	15757.18066	12903.43066	20330.58203	46338.48047	18703.94531	24892.36328	31394.28125	56476.83203	79611.40625	35860.52344
Q66K74	111623.3281	83767.03125	104574.75	81189.84375	142679.7656	126278.7969	153197.6563	131947.0469	213931.0625	93643.96875	83159.86719	130315.9688
Q66PJ3	132678.5313	144875.5625	145700.8594	148695.1406	83559.375	92860.14844	60757.91016	101817.4453	229802.8438	265139.375	185891.2656	225494.2656
Q676U5	33168.64844	42154.32422	43510.95313	28166.00781	69900.08594	77214	117580.5313	66602.00781	37137.60156	95607.75781	86418.08594	56143.50781
Q68CP9	95096.98438	129145.6563	101466.4219	102342	47843.625	63862.73828	50268.45313	59277.29688	166991.9688	131006.8438	147928.9063	158017.0938
Q68CQ4	32079.62695	37828.16797	38041.71094	49456.23438	23087.19141	39901.36719	36047.32422	8071.567383	42020.91016	25103.41211	8872.147461	362309.3438
Q68CQ7	121419.2109	135565.5313	125034.0313	114541.625	129936.6719	134194.6875	146895.7813	140852.1094	74085.61719	99877.42188	82451.48438	71713.625
Q68CZ1	25256.37305	28966.2168	12785.49219	33829.13281	56415.68359	71514.89844	63062.19141	50785.85938	39877.91406	28991.38867	49903.23438	42672.32031
Q68CZ6	92017.64063	81594.52344	97133.14063	89823.25	333482.75	395471.0313	421311.125	308114.75	146094.6406	227047.9375	185291	169802.5625
Q68DH5	58320.85938	59424.80859	71046.90625	56222.00781	97842.73438	95257.1875	86977.42188	71930.46875	108514.3594	42219.14063	30799.23828	34311.27734
Q68DI1	28989.51172	48763.49609	38268.78906	47107.86719	47353.91016	32244.46094	36139.37109	53759.67188	19293.45898	23167.38281	24303.9375	33164.60547
Q68DK7	87570.21094	88165.46875	114644.0469	95423.1875	35266.59375	40494.38672	31482.37305	27869.76953	84418.26563	154854.125	145828.0625	78211.64063
Q68DQ2	56900.61328	74160.97656	79653.70313	70131.45313	202520.75	202133.7344	185174.0313	173604.0625	104140.6406	120379.8359	98559.01563	88985.5
Q68E01	8162.876465	6341.272461	7851.082031	3167.114746	14566.49121	31348.83398	19848.76172	14134.71387	6602.398438	12813.79395	14311.26563	7752.322754
Q68EM7	62034.82031	54076.10938	57111.65625	60906.51563	185384.0781	70069.39063	176631.0156	164057.0938	69160.75	130557.2422	98888.69531	99764.67969
Q69YH5	87473.55469	130250.9531	129306.9375	128661.0469	35403.88672	49818.10156	50522.35938	39034.10156	81257.48438	115968.4766	93284.85156	91383.40625
Q69YN2	109580.7188	168026.4531	154419.5469	130310.8281	122966.0938	103399.6563	124157.3672	126767.5859	119215.2578	219011.0156	215028.0313	134098.7031
Q69YN4	50006.69141	117173.2188	79356.05469	91483.20313	49736.1875	52606.46484	34420.33984	46340.61719	41273.78906	106353.9375	89966.83594	85203.36719
Q69YQ0	114623.6328	36029.06641	56452.80859	96062.65625	80603.60156	79083.14063	98268.25781	91707.58594	207296.6563	48031.89844	59950.03125	167916.5625
Q6AHZ1	5983.833496	9365.012695	11869.01563	14353.37598	16627.37305	10250.72559	13524.08496	14615.60742	15088.15234	17780.07422	13177.14355	16429.93359
Q6AI08	12528.51563	20797.03125	17726.85352	17643.82031	79204.875	98625.26563	84242.03125	88668.69531	15533.80273	13974.90234	13957.21875	15155.61328
Q6AI39	28082.48438	34983.55078	83762.15625	32627.27148	46945.17578	29809.05273	50412.32031	52431.96484	36110.39063	222052.8125	50562	53127.99609
Q6AWC2	58493.46484	64171.5	57511.17969	65858.26563	102701.7969	125354.0313	88045.79688	85506.78125	32067.25977	45920.06641	35726.22656	44623.54297
Q6BDS2	31566.63086	39048.03125	43986.49609	31275.02539	109588.75	94782.79688	114173	113104.0625	76505.375	89951.42188	77561.51563	56638.25
Q6DD87	48710.28906	53082.29688	52890.14844	50962.92578	27591.14063	42671.64453	38553.19141	29338.4375	42330.69531	33003.86719	45514.54688	60676.90234
Q6DJT9	23774.6875	49534.23438	39725.40625	38802.12109	34783.82031	537086.875	335579.6875	10925.2373	24905.16992	88251.375	5786.62207	14959.14355
Q6DKI1	301324.625	210071.2188	274515.875	545728	89345.03906	47329.89844	51047.58594	87692.71875	302693.5313	112664.9844	66747.375	186089.3438
Q6DN90	83662.57031	102724.0391	133919.4219	122133.8438	79622.79688	81538.82031	74083.35156	71150.01563	93611.40625	55045.90234	67714.08594	74307.04688
Q6DT37	30854.68555	18489.80078	36169.13672	17321.38672	71950.65625	66203.6875	70837.10938	86084.53906	24555.07813	18243.1875	17779.0918	81824.42188
Q6EMB2	85732.625	125116.875	117346.0859	70455.78125	128041.8281	134143.3125	147348.8438	131357.7344	55468.37109	44410.48438	64276.04297	63446.15625
Q6FI81	177027.4219	307572.8125	252792.7813	163281.375	464828.0938	570183.3125	570846.8125	472672.4063	335611.75	499052.0625	662983.375	212021.4844
Q6GYQ0	61436.75	86963.82031	73339.8125	52928.32422	115665.5625	124241.5234	145177.2031	122820.0859	94863.98438	81188.67969	85551.875	107309.7969
Q6I9Y2	27354.15625	31807.06641	47497.94922	47263.80469	84474.75	89751.40625	102530.9609	70933.04688	53153.21484	118937.8438	107844.0391	73163.5625
Q6IA86	61966.48047	65990.89844	53667.61328	48908.92578	110529.0469	113776.0781	139884.0156	91225.60938	86348.27344	96327.02344	95507.35156	154518.5938
Q6IAA8	25597.01953	19767.46484	13932.03711	13601.23438	23723.99609	17088.39258	20212.23633	12364.24414	31202.15234	4725.516602	5398.937012	16464.70703
Q6IAN0	39933.61719	73847.8125	45363.73438	30630.67188	51138.05078	71233.25	76388.03906	73596.17188	29514.83789	51713.15625	44848.625	17302.33594
Q6IBS0	54299.89844	55311.78125	66878.92188	56548.08594	100861.5313	122501.2656	117041.6719	60245.55469	39304.70703	106065.1016	119824	24808.74023
Q6IBW4	73558.07813	66643.67188	72482.9375	58210.15625	53446.10156	53871.97266	51581.16016	82243.6875	48545.78906	105501.4453	101466.5156	53835.89063
Q6IN85	66433.57031	79311.28125	77182.89844	86628.71094	50195.57813	72390.85938	61123.01563	44708.65234	77795.63281	276348.25	272837.4688	163783.0781
Q6IQ21	111788.5469	144753.9688	150516.2344	151764.2969	66609.53125	68729.98438	52840.99219	126625.0391	54683.96484	73029.66406	62381.45313	87363.73438
Q6IQ22	138626.8438	159609.5938	146475.6563	127706	139242.1875	162910.9375	121810.0234	106279.7578	38080.93359	72219.70313	85120.10156	33522.80859
Q6IQ23	312425.6875	640057.875	421134.75	330256.375	221625.0469	239967	215795.7344	192565.9219	158467.9531	272171.9375	149716.4063	130836.2813
Q6IQ32	85377.10938	99044.5	104407.4219	93540.09375	74465.03125	93707.98438	57506.06641	62945.75781	73625.54688	76875.07813	66279.07813	45454.64063
Q6IQ49	33656.48047	27122.00977	43564.46875	49514.5625	11324.40234	21129.23828	18200.46875	23947.16406	75220.90625	88227.39844	65513.78125	73362.45313
Q6KC79	57754.75781	78552.97656	80650.39063	100689.5781	43386.86328	35457	63500.72656	58712.17969	59745.4375	95296.13281	94169.04688	114227.7422
Q6L8Q7	52064.53125	57544.90625	50598.85156	47189.53906	38929.46875	29070.07617	144985.4688	40355.86719	78758.54688	17841.92188	32013.55664	56086.64063
Q6MZP7	55210.67188	69823.85156	66297.78125	98750.21875	80027.50781	88921.01563	91578.64063	77020.42188	74462.65625	181206.0938	174861.4063	110970.8906
Q6N021	151920.1406	175186.9063	180222.5	152146.0938	73504.08594	96640.17969	81588.57813	78085.23438	28955.20703	96142.98438	106899.0781	53986.76563
Q6NS38	118460.1953	145889.4844	132255.0625	121098.8203	67259.97656	91011.01563	85439.17188	70092.41406	24156.00781	54731.82813	56633.73828	81133.24219
Q6NSI4	15817.77539	20779.87891	17350.16992	15818.03418	53537.82031	60539.3125	56762.76563	47504.02344	15328.65625	33192.96484	33984.66016	30453.66992
Q6NSJ2	204026.2031	66729.67188	79925.84375	20651.98633	99693.65625	97154.86719	125398.5938	124451.6719	39236.59375	41726.94531	35339.36328	39878.875
Q6NSW5	39433.33594	38493.01563	34616.47266	30923.08203	190755.75	132503.2188	155293.7188	162584.8438	172430.2344	958928.75	1449742	152547.4531
Q6NUQ1	7619.762207	20770.60742	12418.37305	5499.966797	53632.76953	56275.66797	59097.47266	45983.99609	19191.51172	36273.51172	49662.94531	14250.68848
Q6NVY1	34576.4375	62209.95313	66103.76563	68491.14844	70251.26563	66930.79688	75882.05469	75796.17188	58780.36719	36364.59375	38739.6875	51181.48438
Q6NW34	81915	124517.1094	158449.9844	178321.625	102758.5469	71300.46094	94841.625	94903.95313	93371.16406	90436.71875	118504.125	218585.8125
Q6NXE6	13177.94922	24728.46289	14800.2373	17892.80078	8333.020508	12848.92578	7574.330078	5887.397949	3593.009521	23966.82422	5664.725098	4018.619629
Q6NXT4	267384.5313	458743.6563	409960.0313	348642.25	389159	302258.9375	340661.25	346332.75	105113.8828	188408.7813	293402.6875	131529.6719
Q6NYC1	62453.21875	72218.89063	83466.25	72312.125	28752.69922	27429.80859	50169.18359	29176.86914	51650.33594	70556.33594	64095.75391	69421.26563
Q6NZY4	418968.7188	596931.8125	611537.1875	515535.5	493610.4375	520044.8125	484079.75	479645	238260.8594	650213	593270.4375	354292.125
Q6P087	202272.625	291790.0313	244753.0313	193924.8438	103285.0781	118617.5469	103309.9375	135670.25	84337.53125	68634.46094	80032.48438	62158.80859
Q6P0N0	47504.9375	77168.27344	85010.61719	78443.96875	37265.19922	41609.29688	32490.31836	48533.3125	46982.85938	66299.23438	59223.83203	74342.54688
Q6P0Q8	44224.17969	41136.85938	39734.57422	28898.91406	86201.0625	96186.71875	91659.03125	68064.51563	30425.0293	76000.32813	84640.14844	29083.55078
Q6P158	71551.22656	80702.01563	87094.04688	85656.97656	70285.42188	86673.82031	85889.53906	68529.8125	53863.44141	80074.26563	66025.35938	65970.25781
Q6P161	491707.4688	392267.8125	587344.8125	639951.9375	138476.375	96531.44531	130098.4297	114862.1797	434027.1875	297813.9688	301837.0938	479394.3125
Q6P179	26806.81641	183370.3906	210600.9375	229499.0156	408703.1875	335476.0313	394389.4375	197438.1563	67432.99219	476668.8125	86229.55469	298537.7188
Q6P1A2	187849.2969	300280.3125	234295.5781	183351.4688	205813.5313	174464.3125	217036.6406	147849.2813	55223.63281	102089.2813	114195.2266	46013.12109
Q6P1J9	129684.4531	132902.8438	175789.0313	136396.9531	70693.01563	76056.875	73488.67188	58171.65625	158336.9688	343533.0625	306957.4375	216452.625
Q6P1K2	32217.5625	35717.88281	36590.42969	50946.73047	41841.74609	38305.82422	78963.58594	82022.125	59534.24219	78786.75	82161.41406	57157.21094
Q6P1L5	55701.73828	48053.39063	31415.77734	49733.28906	230848.6875	222226.3125	240880.4375	192709.4375	165152.2188	195677.3594	198170.5625	193518.5313
Q6P1L8	125704.8516	133662.3906	146219.3438	102300.1094	66091.16406	56440.02344	65892.03125	59771.42969	40145.03125	56289.60547	63047.63281	38967.94141
Q6P1M0	212061.8281	200796.4219	230038.3906	192522.4844	183653.3281	234327.2344	264083.875	170677.2031	100075.6797	205666.6094	208739.2969	147628.6094
Q6P1M9	52556.37891	89798.28906	73046.60156	57926.27344	128092.1797	147377.8438	150617.3125	124498.9375	77821.1875	52543.92578	39765.78906	151553.0469
Q6P1N0	97361.07813	106871.3359	92563.84375	84374.74219	257358.5469	203813.7188	283777.2188	287378.0625	75223.3125	105987.8281	131027.3828	100055.0781
Q6P1Q9	196361.5	207555.2031	212421.3281	232147.8281	350110.875	478677	454494.1875	327673.0625	191020.8125	203714.5156	213657.25	229693.8281
Q6P1R3	68023.8125	43074.86719	53735.66016	66841.83594	95899.32031	113648.6875	142281.125	116962.5391	211773.5156	154694.6563	182835.2344	139208.7969
Q6P1X5	71056.52344	70213.54688	51806.71484	33469.09375	69345.78125	62121.64063	86515.625	62978.80078	210595.1719	171766.3438	160379.9063	310851.2188
Q6P280	2355.712646	192.857193	3690.128906	2424.567871	3288.611572	2492.626221	506.6194458	3899.6875	8701.086914	1821.849854	1347.317627	5501.602051
Q6P2D0	33369.30469	47200.53906	31315.23047	32667.35156	17283.77148	19191.0625	26313.57422	28626.05469	26639.35156	29042.18359	18147.63867	19000.57813
Q6P2E9	97901.20313	111273.5625	108097.4922	98974.53125	174845.9375	191458.0625	262983.3438	212404.5938	183014.875	171024	157905.0625	147683.5
Q6P2H3	401935.375	488859.8438	459061.9063	438302.3438	246189.1094	317814.3438	253051.8438	370511.375	181551.1719	191284.1719	182991.9063	176777.2813
Q6P2P2	19557.21289	25830.99023	27144.47656	22229.74219	66970.45313	58870.58594	61711.61719	50758.43359	39052.62109	37290.85156	34133.49609	38322.72656
Q6P2Q9	214599.0938	204592.7969	255501.1563	359535.9688	164008.0625	188356.3438	160493.2969	167596.2813	320028.1875	287679.9688	307716.125	277005.6563
Q6P3W7	158197	269093.4688	183343	187779.5469	139329.7969	189886.75	115829.6797	131993.6406	72790.45313	150740.4219	147678.25	89418.20313
Q6P3X3	260142.5313	218891.1406	184075.5938	167204.3438	202947.2188	245049.7188	252568.4531	197249.4375	135004.1563	107962.9531	118291.1328	86474.59375
Q6P4A7	240630.3281	286677.75	314444.375	209694.25	129053.8125	150455.8594	141849.7656	238036.8438	59889.22656	135479.7188	120176.9297	94292.67188
Q6P4F7	41154.53516	42484.75391	37985.30859	36890.95703	48984.16016	119691.5469	81255.78125	70826.39063	1244822.75	77385.14844	67239.29688	61643.05469
Q6P4R8	75362.03906	100989.0703	81609.17969	80385.99219	76411.35156	77063.125	79760.94531	93048.47656	127329.8594	186034.1094	169974.9375	119855.1563
Q6P587	103413.4375	161538.0156	101000.7344	84059.59375	39057.65625	40451.03125	18451.23828	27912.54297	69997.32813	97750.55469	22097.36328	92151.35156
Q6P5Z2	58827.75781	41988.28516	58640.11719	67998.60938	67107.67969	41953.14063	63194.83594	58810.92969	56413.67188	37407.97266	42996.85156	78712.10938
Q6P6B1	4473.220703	4803.344727	2891.033691	3095.947266	19756.01367	9291.527344	16820.64453	10991.48145	7220.906738	12336.39258	10190.65332	15865.18555
Q6P6C2	61608.85938	71911.29688	59369.61719	71270.92188	28837.84766	48569.91406	34948.23828	37011.64453	69622.75	66347.35938	63144.625	85179.80469
Q6P996	27829.5918	38513.0625	30432.61133	30361.54883	70716.19531	77034.625	76415.34375	53920.17188	59826.05859	40103.73047	57279.85156	57086.69922
Q6PCB5	71478.90625	83525.23438	75576.65625	68043.42969	50219.8125	36482.23828	77271.59375	52023.88281	125603.1406	179519.5938	170804.4531	146135.5313
Q6PCE3	52809.07031	67619.89063	85125.34375	52401.08594	55018.45703	53819.33984	59978.83984	51782.15234	91096.36719	31306.86523	36372.55469	27056.48047
Q6PD62	59885.28125	79440.70313	83495.86719	63813.55859	39069.47266	53306.91406	74829.25	31724.37695	45393.15625	127507.9609	165892.25	80007.49219
Q6PD74	151676.1563	131937.0313	138216.6875	133901.625	507815.6875	579957.9375	483432.5938	516618.5625	306259.875	322430.1563	352828.1563	315449.0313
Q6PGP7	93535.17188	88377.57813	85122.75	74462.67969	157594.9375	129143.9219	146221.3906	147907.6563	91466.89063	89831.42188	86659.03125	95031.04688
Q6PHR2	63073.27344	60203.125	61365.18359	55879.65234	26070.75391	45795.61719	29079.74219	36134.57422	51333.52734	30680.45508	32242.44922	26329.19727
Q6PI48	264961.3125	623328.6875	314199.375	287410.9375	312136.5	286135.1875	302702.9688	382523.5938	147290.9063	216386.8125	210011.1719	126173.2344
Q6PID6	18366.04102	47734.90625	44544.76172	32671.39258	16599.38086	29547.95898	13597.62598	9032.860352	32947.51172	65279.60938	94188.1875	29217.26563
Q6PII3	39470.04688	74244.42969	47524.71875	42758.60156	61719.01172	61190.90625	69123.75781	44353.96875	98374.72656	159006.1406	129065.9141	129916.3906
Q6PIW4	54070.96094	50300.87891	64585.37891	51043.59375	77325.39844	67564.41406	41199.95313	67269.32031	65882.84375	139140.0625	125605.3516	60177.63672
Q6PIY7	122855.0781	216056.6875	164767.9375	162642.3281	62671.01563	88529.22656	61012.50391	112520.9219	58853.20313	67676.90625	73534.625	52940.64844
Q6PJ69	35454.27344	39748.73828	26187.59961	38978.40234	60344.65625	97548.28125	52811.15234	78326.80469	55596.37109	67727.35156	65117.92188	52439.42188
Q6PJG2	185670	258503.3125	231192.2188	204324.25	85202.64844	131799.2969	86477.54688	116582.8672	45320.46875	104676.6563	101956.1406	72369.41406
Q6PJI9	45161.60547	37728.17969	42573.95313	51948.9375	36580.47266	85916.90625	49145.00391	75299.28906	37225.45313	47769.26172	67555.27344	36967.42969
Q6PJP8	56336.22656	44866.67969	56912.63281	48271.78516	41236.83984	49839.03125	43706.30469	30434.72461	31320.21094	88503.32031	84763.375	49142.20703
Q6PJT7	175556.75	273096.4375	249751.625	225413.1875	97263.5625	106924.8594	94577.14063	123795.9531	169702.9531	208457.4375	250948.0938	252940.6563
Q6PK04	1673.624512	8702.441406	741.4849243	765.9592285	3901.136963	1	131.3100891	4019.412354	15732.96387	1480.463745	3309.395508	293.7414246
Q6PK81	266475.2813	368829.7188	383233.5	305283.5313	87999.84375	133421.0938	86395.10938	103921.6563	118428.2969	152070.4375	214862.6406	197440.9688
Q6PKG0	230983.0625	278456.2188	327348.0938	228504.4063	440340.3438	419135.9375	426725.5625	433903.75	215562.3438	452894.5625	388748.9063	287428.4063
Q6PL18	144921.1406	140092.7188	189162.375	204640.5313	37160.16016	55905.01953	37702.84375	42051.875	124740.0469	42152.98047	70815.40625	114305.7656
Q6PML9	37738.32422	50593.58203	51334.34375	38772.62891	78545.46875	63644.48047	87097.39063	61956.42578	60886.71094	108868.1484	84017.28125	72533.42969
Q6Q0C0	122429.4766	120221.6719	101990.6328	121160.6328	41186.33984	62087.72656	67704.82031	46480.26953	128217.5	32526.12109	44736.98047	134093.25
Q6R327	49483.85938	67643.39063	59348.35938	68923.46875	78139.99219	63926.02344	82488.15625	83736.58594	68273.30469	52191.16016	54079.5	133952.0938
Q6RFH5	203996.1875	138869	162872.0938	326658.1563	60470.20313	37193.16797	42682.09766	35736.65234	210501.7188	86609.41406	120042.4063	179561.0938
Q6RI45	40310.85156	26640.73633	26262.15625	35039.81641	38259.89063	19724.1582	8120.562012	3668.696289	9057.707031	16106.32715	17384.91797	15271.59863
Q6RW13	206178.3438	266734.75	327608.0313	178874.3125	118267.0938	118266.4063	112811.9219	114088.6641	10643.86816	131976.2656	104688.1406	46693.30859
Q6SJ93	68069.82813	103569.0938	111515.8359	79248.92188	42099.57813	49125.63281	45634.70313	41099.45313	49271.86719	40168.64844	42252.89453	47939.1875
Q6SZW1	96051.08594	82328.11719	145789.8594	75207.23438	85798.92969	32394.66406	76118.40625	102292.7109	91231.42969	16896.80859	80057.03125	55392.45313
Q6T4R5	225436.2344	316220.1563	233604.125	227951.3125	76695.04688	119379.9766	79572.44531	52411.05078	72411.98438	139629.0938	38386.45313	30464.83398
Q6UB35	454473.2188	581220.1875	543174.0625	446789.875	220136.125	243341.6563	251287.0781	255897.75	123951.9844	226065.5938	246327.9375	157936.625
Q6UB98	201840.7188	43409.17188	117519.9297	148768.2031	36143.42969	26863.64258	23680.03711	28332.30469	712868	23646.0332	21111.05859	417863.875
Q6UB99	48138.70313	48707.9375	32241.33203	44932.69531	28883.35156	32116.35547	15259.31543	25765.32617	67777.02344	83825.9375	70033.83594	84179.74219
Q6ULP2	51502.14063	40240.46875	53861.02344	53181.32031	119262.3047	93745.39063	131151.7188	87824.64063	60904.90234	88920.21875	93284.01563	76920.19531
Q6UN15	350249.4375	441488.9688	378760.6563	375235.8438	568667.625	654133.5	623697.3125	729625.125	285448.75	508234	498987.625	337482.75
Q6UUV7	145137.2188	235056.2188	192072.7031	187534.7813	94315.09375	95054.85938	95775.15625	113925.1172	39848.0625	45758.40625	93546.20313	74491.50781
Q6UUV9	93271.3125	138080.6406	126746.5625	110058.0625	264337.125	322319.1875	261466.0469	246678.8594	100299.3984	197752.2188	194525.9688	127923.5
Q6UVJ0	304530.6875	397002.125	333609.375	363140.125	179333.6563	192443.125	193742.0625	226256.7344	142154.0781	138342.1875	120385.2813	124307.625
Q6UVY6	77727.27344	42502.39453	137765.125	60234.27734	62545.72656	48992.91797	47120.07813	61452.6875	150557.2656	51354.16406	63609.67969	83674.90625
Q6UWE0	14242.2666	15520.63477	15095.33594	13943.98047	16774.48828	16976.66016	19781.56836	16623.35352	14728.45313	6949.952637	16740.89844	17083.95508
Q6UWP7	431242.4375	648969.8125	437345.5313	134970.8281	300329.4375	412840.5938	264616.7813	311442.875	275668.0313	173356.75	179260.3906	324807.4688
Q6UWP8	1051.751587	8073.873047	252.9936981	494.7885132	194.0702972	881.5563354	495.3212891	2343.830566	1124.547852	578.1894531	2531.429688	887.1075439
Q6UX04	24211.49609	35242.53516	43770.73438	34855.9375	41865.17969	15874.07422	29878.5	36312.55469	58471.20313	60293	75831.51563	64714.0625
Q6UX53	68478.89844	111206.2109	99849.3125	73071.86719	6935.653809	77999.58594	11480.85254	2988.192871	32570.62109	33703.91797	41717.41406	29865.66992
Q6UXN9	331226.375	239683.4375	224801.3594	206529.875	155341.6563	142645.2656	175570.3438	140225.4688	146935.9688	465217.2813	383638.9063	235603.0625
Q6VMQ6	102669.2578	93427.95313	109239.4922	108841.625	69399.45313	79517.5	75265.76563	64849.98828	172290.1563	305562	271085.9375	199328.4688
Q6VY07	112378.7578	152008.1563	125869.5469	92701.80469	105809.7188	103070.6953	115311.5859	125208.3125	59176.06641	113843.2422	101492.0703	49606.26172
Q6W2J9	418724.375	551703.5625	425946.2813	422677.5938	190545.125	241981.9688	189122.625	257676.4844	230515.0156	347610.5313	264575.875	218149.1563
Q6WCQ1	418824.125	153928.4063	178925.125	242391.1875	168867.875	130713.8594	136146.9375	159704.0469	781496	102712.4219	135605.75	337119.0938
Q6WKZ4	154010.5781	88707.86719	192484.1563	87246.48438	192208.0938	210167.75	210567.6406	199764.5938	222996.7813	234698.1563	198423.8438	226765.6563
Q6XZF7	55604.65625	53941.17969	46590.02344	47830.9375	145486.2031	159594.6875	174371.4219	155456.0938	53789.21094	85806.625	89756.9375	61817.57813
Q6Y1H2	65386.49609	69417.69531	92229.20313	41933.69141	40901.51563	46623.33594	63420.96875	23280.47656	431708.9375	46852.00781	62097.70313	46556.60938
Q6Y7W6	78033.78125	95531.82813	82175.00781	93478.5	204129.5156	251304.4063	253266.5156	217543.2344	125369.6406	141527.8906	125167.7031	110765
Q6YHU6	51100.56641	75825.90625	64743.80469	21345.80859	76751.28906	95345.1875	76381.98438	97940.24219	43116.77344	58365.46094	65257.10938	70163.6875
Q6YN16	100270.1875	116476.8516	111655.6797	104451.8359	111039.2891	79927.42188	105352.1563	82862.70313	30820.63672	68450.9375	80099.92969	29421.54102
