Protein	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	HEK293_1	HEK293_2	HEK293_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
CEP85	3944715.2	3505653	3755940.2	1251363.9	1033977	1034877.6	0	0	0	0	0	0	1880255	1980058	2079117.6
PRPF8	5001172	5524848	4878570.5	1560425.8	1263656.4	1751483.9	0	7913.924	0	84129.53	219255.67	120477.31	1565463.1	1546775.6	1653508.4
SCYL2	1.32E+07	1.42E+07	1.34E+07	1.64E+07	1.72E+07	1.96E+07	0	0	0	135741.89	201999.03	106432.31	4.10E+07	4.02E+07	4.11E+07
TTC27	0	0	0	56106.234	14219.122	71072.55	0	0	0	0	0	0	0	66767.52	19421.314
NIPAL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19132.896
SFXN4	32697.312	38170.617	40787.42	0	0	0	0	0	0	0	0	0	41786.285	0	32437.752
ARHGAP11A	49233.58	11037.123	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR73	65245.684	28574.605	49951.734	161911.14	188208.72	84850.45	94158.695	65029.777	62004.473	24943.33	80032.98	156300.62	101429.59	219638.05	106353.32
CNNM4	0	189494.38	78229.445	1930173.5	1904377.1	2140741.5	0	0	0	0	0	9335.528	1244964	1210760	1146592.9
NFRKB	887889.25	893451.9	859928.56	390408.62	233699.62	419635.56	0	0	0	0	0	0	0	0	0
PKN3	572243.44	535996.9	445163.44	114670.34	190256.56	242586.12	0	0	0	0	0	0	0	0	0
ALKBH5	40206.188	0	0	0	0	0	0	0	0	0	0	0	0	0	43448.188
FAM171B	0	0	0	287406.84	194486.23	309842.84	0	0	0	0	0	0	179997.84	95395.72	98431.63
PDXDC1	114420.11	225993.12	263979.8	416071.97	362855.3	441625.47	0	0	2880.7925	0	9093.155	11248.738	1368713.6	1162071.9	1099386.8
MEAK7	0	0	0	36811.3	10095.698	17651.752	0	0	0	0	0	0	38720.344	101985.99	66621.55
CNKSR3	28780.014	0	17805.92	129303.914	81779.19	157243.92	0	0	0	0	0	0	39099.258	0	0
RSBN1L	0	0	29934.982	0	0	0	0	0	0	0	0	0	0	0	0
EMB	0	0	0	21381.469	50005.28	58041.984	0	0	0	0	0	0	20480.723	0	14694.341
FBXL19	38004.94	35859.37	0	0	0	0	0	0	0	0	0	0	0	0	0
CTR9	124136.11	28320.234	41611.887	0	8164.24	10578.401	0	0	0	0	0	0	27102.854	10920.404	13852.319
AAGAB	29005.723	228250.6	184284.31	74119.47	69995.414	133229.66	11636.747	14520.559	16512.457	0	0	0	225059.6	353773.28	314902.4
ZNF790	0	43067.082	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC37	593553.2	431345.12	333440.16	188482.39	172663.62	260899.53	0	0	19173.676	0	0	9779.619	287236.22	227799.75	347221.9
BORA	115545.12	90991.37	74438.63	180722.42	0	0	0	0	0	0	0	0	0	36875.54	0
ULK3	45925.105	37851.72	28911.928	8009.345	0	8928.296	0	0	0	0	0	0	12024.683	6771.076	0
DARS2	36683.51	12121.32	69672.53	125258.47	115153.055	74679.164	22651.22	29662.83	11270.458	525612.6	1058483	1470302.6	59793.1	113939.41	128261.2
TMEM65	0	0	0	0	0	0	0	0	0	19626.36	22795.965	37470.61	0	0	0
TTC33	26483.86	25138.123	0	0	20985.348	0	0	9447.937	0	4938.719	11732.581	13845.224	29387.441	15878.113	29738.754
FIGNL1	307869.6	359982.22	272745.3	115463.93	124865.125	170167.6	0	15672.065	0	15214.113	0	28050.385	100137.27	104851.27	91295.164
TRIM65	51694.785	51391.188	218136.34	86544.03	92263.24	482926.4	83919.766	107817.16	85202.05	62135.156	58416.387	64635.188	134445.45	167670.47	155705.61
MIDEAS	27259.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAT1	91314.71	89503.305	51349.184	0	0	0	0	0	0	0	0	5381.842	22377.05	32325.246	23686.709
WDR59	0	44703.883	32488.537	0	0	0	0	0	0	0	0	0	27196.568	0	0
DCLRE1A	95669.49	0	74398.8	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H14	624660.2	558913.5	589859.6	0	0	0	0	0	0	15177.918	0	0	62918.254	23051.273	19426.06
CCDC137	0	16217.145	16924.758	0	0	0	0	0	0	0	0	0	0	37510.742	0
LARP1	2334325.8	2511082	1776792.8	415459.34	434460.03	549957.5	75345.94	95476.875	119754.69	180860.81	204917.31	191961.12	1204507.8	970977.8	978087.56
ATAD2	290078.8	338852.9	358924.1	0	15112.342	25827.207	0	0	0	0	0	0	18565.344	43726.938	33637.9
SLC30A9	0	0	0	39101.324	18580.127	18051.695	0	0	0	0	0	0	74729.64	35867.26	34170.31
BLOC1S2	0	0	0	4166.737	0	0	0	0	0	0	0	0	0	0	0
RICTOR	136306.52	180846.5	100700.305	256334.12	188157.55	360301.06	0	0	0	0	0	0	253499.45	173166.61	177664.9
WDR74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	0	0	0	0	0	21572.066	0	0	0	0	0	0	0	0	0
FAM111B	0	0	27163.215	25165.85	0	44912.008	0	0	0	0	0	0	0	16528.691	0
SARM1	0	0	0	0	0	0	0	0	0	0	0	0	8416.129	6045.789	14614.117
NHS	0	9441.258	0	52537.9	422745.7	103310.74	0	0	0	0	0	0	0	7984.3804	0
MTHFD1L	73516.57	257010.97	35722.105	238072.06	186211.52	227078.83	30674.736	0	23735.346	572373.5	828756.3	951066.94	281312.28	317254.6	302996.25
ANKRD11	107209.336	71170.57	85484.17	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	0	0	20090.32	0	0	6249.8115	0	0	0	0	0	0	153977.69	184827.8	174906.73
FIP1L1	30030.043	29610.635	56287.812	0	0	0	0	0	0	0	0	0	0	0	0
CRTC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRTC1	0	0	0	14374.172	0	0	0	0	0	0	0	0	0	19295.803	0
SASS6	117235.09	205425.9	137087.78	19162.53	42084.074	94298.17	0	0	0	0	0	0	56992.223	0	0
POGLUT2	0	0	0	0	0	8961.466	0	0	0	0	0	0	0	0	0
IL27RA	0	0	0	0	0	0	0	0	0	0	0	0	0	32246.441	39185.086
LRSAM1	3242011.2	3885300	4909518	1.02E+07	1.10E+07	1.33E+07	0	0	0	2262014.5	3637498	5053711.5	8498731	9101182	1.08E+07
SHISA2	0	0	0	30613.334	0	0	0	0	0	0	0	0	0	36531.7	0
LCLAT1	0	0	0	64301.406	20128.28	0	0	0	0	0	0	0	0	0	21306.879
CWC27	94026.89	98570.92	130841.38	0	0	0	0	0	0	0	0	0	0	0	0
LRIG3	20886.99	18375.873	17458.82	371461.44	324941.62	428382.38	0	0	0	0	0	0	644089.94	706046.06	637830.56
WDR82	19716.508	46809.598	39270.848	33931.883	38011.57	31160.66	0	0	0	0	31392.781	0	81680.9	45765.664	63761.63
ATF7IP	53950.32	258263.5	137250.6	0	0	0	0	0	0	0	0	0	32446.254	0	34061.9
RANBP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47183.96
PACS1	91238.72	80867.14	49889.17	65837.305	22893.457	165170.67	0	0	0	0	0	0	133541.22	38286.44	0
BCOR	4996465.5	4951203.5	4556624.5	0	27325.889	42894.023	0	0	0	0	17053.154	0	340023.56	126526.875	162907.42
MPRIP	703258.75	957321.2	641285	561288.6	466924.72	718297.75	0	0	0	0	0	0	408678.47	301815.62	303243.6
RAB11FIP1	317151.56	429890.12	371293.84	1109666.9	1197484	1434668.4	0	0	0	0	0	5690.868	1.70E+07	2.01E+07	1.91E+07
DNMBP	474340.16	536145.3	579969.4	278408	184770.16	381379.38	0	0	0	0	0	0	258592.67	98462.59	231264.95
HACD2	0	9100.281	0	0	0	0	0	0	0	0	0	0	0	0	0
GIGYF2	2324129.8	2220588.2	2138647.8	313183.2	293110.9	355148.22	0	14103.135	0	58368.605	26406.746	49035.582	534880.5	485412.28	549030
THADA	146955.44	121277.39	135390.6	90637.53	12358.248	65798.65	0	1372.3025	0	0	0	0	50238.71	17682.686	64853.508
HSDL2	70071.05	93143.81	57976.21	25434.742	32333.688	34290.81	0	0	0	77896.64	163863.64	110335.64	78782.11	37227.8	68313.6
KYAT3	0	0	0	0	0	0	0	0	0	27406.537	26870.102	70178.98	0	20889.066	0
CERS6	129345.57	8813.473	6835.6685	4036.1538	5388.6357	41967.188	0	0	0	0	2173.2246	0	8577.328	43582.082	6274
PPP1R21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14587.584
SYNE3	0	0	0	0	0	17595.793	0	0	0	0	0	0	14125.982	26899.598	42746.4
ZNF574	75441.19	106465.25	60580.984	0	0	0	0	0	0	0	0	0	0	0	0
NFXL1	51163.797	86385.09	56927.645	282641.38	273800.62	304567.97	0	0	0	76186.28	27538.629	0	225971.66	157596.69	217976.67
NBEAL2	0	0	0	0	0	0	0	0	0	0	0	0	1316202.1	1447009.8	1282889.5
SLCO4C1	0	0	0	0	0	0	0	0	0	0	0	0	98119.53	74859.305	41623.637
DNAH12	0	37919.684	17585.973	0	115435.31	0	0	0	0	0	114903.67	95888.21	0	0	0
C15orf39	191799.08	38205.65	15950.812	0	0	0	0	0	0	0	0	0	0	0	0
QSOX2	69533.48	36650.895	23832.543	21935.887	12398.87	61358.355	0	0	0	0	0	0	94704.84	75940.33	15170.721
MMS22L	0	0	29489.71	0	0	0	0	0	0	0	0	0	0	0	0
SRCAP	201748.4	248371.88	81900.58	0	0	26663.633	0	0	0	0	0	0	39567.156	16967.738	0
FAM83H	153390.83	248564.69	204063.45	55495.758	25262.195	71594.51	0	0	0	0	0	0	0	12848.966	2840.0725
NBEAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17844.812
	0	124273.79	87127.14	43014.246	52202.207	53187.938	0	0	0	0	0	0	51106.844	51947.027	57910.742
ARHGEF18	21851.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ1	49331.4	161348.36	161227.22	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D9	1029682.25	2114317.2	2208301.2	966968.8	780914.06	1055440.9	0	0	0	0	0	0	3067252.5	3585681.2	3367182
ANKRD13D	0	19718.479	23116.357	12058.761	0	0	0	0	0	0	0	0	27913.943	29490.266	90281.7
UBN2	49311.496	129729.67	18316.213	0	0	0	0	0	0	0	0	0	0	0	0
CEP128	0	0	16421.912	0	0	0	0	0	0	0	31470.264	0	0	0	0
PIK3AP1	0	0	0	0	0	18718.607	0	0	0	0	0	0	0	20458.594	20672.8
NKAPD1	0	0	0	0	0	0	0	0	0	0	21913.027	0	0	28993.004	0
DENND5B	28828.172	33544.223	68748.89	37736.418	36718.85	56474.81	0	0	0	0	0	0	1896181.6	1728441.1	1735270.6
FGD6	0	0	0	20307.395	5319.4453	19900.832	0	0	0	0	0	0	0	0	804.57104
GPRIN3	0	0	0	36942.71	22337.027	17753.402	0	0	0	0	0	0	0	0	0
TOM1L2	0	0	0	36720.34	0	2596.3394	0	0	0	0	0	0	21188.523	0	0
NCCRP1	0	0	0	0	0	0	0	0	6617.3438	0	10446.541	0	0	0	0
SYDE1	0	0	0	0	0	0	0	0	0	0	0	0	16645.814	0	0
PAXIP1	49492.68	50716.6	55151.71	11346.23	0	0	0	0	0	0	0	0	35731.797	0	0
PLEKHM3	0	0	0	0	0	0	0	0	0	0	0	0	24232.062	68084.09	62465.477
STXBP4	18365.834	0	0	73324.58	44668.95	66654.836	0	0	0	0	0	0	27947.102	60102.99	26341.223
TMTC3	0	0	14053.656	0	0	0	0	0	0	0	0	0	0	0	0
VPS13C	8362771.5	8485378	8664170	4655323.5	3666157.5	4936889.5	0	0	0	3115.3657	78889.91	25029.447	1.82E+07	1.91E+07	1.81E+07
ACAD11	0	0	0	0	0	0	0	0	0	0	0	0	0	30645.193	0
USP34	249509.12	242299.5	192633.19	0	0	0	0	0	0	0	0	0	0	12896.666	36662.387
USP31	0	0	14594.8	102210.36	89865.59	109406.195	0	0	0	0	0	0	0	0	12168.758
RAPH1	69248.414	57320.367	73028.2	455859.66	381329.16	542085.75	0	0	0	0	0	0	46714.04	32490.27	35020.023
USP53	4675.8335	0	166556.3	9487.642	0	178539.86	0	0	0	0	0	0	0	0	0
USP54	26187.963	28542.23	72200.73	89745.81	89102.59	91335.05	0	0	0	0	0	0	0	10849.508	13667.618
USP43	0	0	0	0	0	79215.086	0	0	0	0	0	0	0	0	0
H3C15	12145.609	0	0	0	0	0	0	0	0	0	0	5179.5737	0	0	9615.452
CENPU	5137.219	31329.963	0	0	0	0	0	0	0	0	0	0	5707.6045	0	0
MED13L	16035.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILDR2	0	0	0	77202.16	80948.66	62995.36	0	0	0	0	0	0	29647.723	19386.135	41998.453
LARP4	175484.28	75776.08	52563.49	74328.33	32613.916	24437.383	15348.789	21897.906	20224.486	0	0	5866.1035	93664.17	452138.34	82325.83
TUBA1A	47395.117	46408.984	37880.72	39535.246	0	21027.51	0	7936.7085	0	13377.518	0	26111.314	0	0	0
RPS27L	163086.1	139038.23	150288.25	216103.25	198373.69	213130.66	39273.977	46926.824	62896.9	27329.582	45768.47	72019.3	164534.78	134777.33	159574.1
CBLL1	40801.97	41830.21	44289.914	0	0	0	0	0	0	0	0	0	0	0	0
INTS8	24761.398	0	20997.05	0	0	0	0	0	0	0	0	0	0	0	0
NOL8	120311.81	257349.3	203211.52	0	0	3822.59	0	0	0	0	0	0	16887.012	572123.94	0
SSH2	0	48050.203	23440.23	0	0	0	0	0	0	0	0	0	0	0	0
ASXL2	0	132700.75	0	0	0	0	0	0	0	0	0	0	0	0	0
BTN2A1	0	16089.373	0	57808.49	35270.383	0	0	13330.247	0	0	14502.789	0	95422.22	20038.812	10669.996
SUPT6H	34411.402	343094.5	70427.47	0	0	0	0	0	0	0	0	0	0	0	0
SND1	600740.4	824255.6	802754.06	1374091.8	1318061.8	1231771.2	241803.39	290130.7	126072.95	495934.34	527184.94	546159.4	1090708.4	1196595.6	1299289.1
MARK2	0	0	0	842421.25	797577.8	738354.2	0	0	0	0	0	15688.716	50672.22	38543.08	38098.926
DDX46	1917178.9	2037494	1930409.5	711797	598366.94	700765.94	47388.742	28970.164	94137.19	137056.95	169128.05	286966.62	573251.4	649048.9	556184.56
RUFY3	88737.586	130221.11	39871.977	18130.021	0	26679.672	0	0	0	0	0	0	121184.09	148387.73	94403.61
SV2A	0	0	0	0	0	0	0	0	0	0	0	0	46419.46	68807.664	67100.53
RHOU	0	0	0	311687.06	256570.02	286838.88	0	0	0	0	0	3079.7905	406528.4	343148.56	375307.3
TRMT10C	45811.184	89614.31	101661.766	162397.86	116185.61	106121.82	10025.621	30360.877	5530.629	1242278.9	2675377.5	2142937.2	321501.2	215753	188051.84
ASRGL1	108779.15	204647.62	146962.4	93017.2	106166.81	30107.824	55617.836	69144.44	58924.395	50960.855	65065.133	86419.73	244251.92	169806.23	272709.72
DHX30	914238.4	1228710.6	1287725.6	1468461.2	652022.56	722126.06	72421.234	69941.01	111922.445	2043111.4	2445761.8	2793012	1131470.5	977316.44	1104969.6
EIF3M	167179.7	283049.72	237921.9	260169.48	167167	178246.5	0	13258.255	0	24608.96	0	1861.1715	235657.88	190362.02	202016.02
MEPCE	85413.8	165253.31	105075.14	95748.07	46735.863	87407.37	0	0	0	9023.411	20631.402	25576.371	216154.56	120643.42	193418.53
RSRC2	53266.477	156147.4	189645.02	21288.055	26074.066	18901.586	0	2613.1924	2588.0486	0	28691.836	61709.11	65257.06	60436.9	82849
RRAGA	22536.914	0	0	149614.98	108824.77	93214.44	0	0	0	0	7014.0254	0	94060.23	228457.33	123062.75
CYFIP1	470332.75	364247.94	140573.73	865891.6	392746.44	724828.3	8102.5586	9680.668	17280.953	0	70016.625	64475.062	310522.06	688845.9	469315.62
MCM10	75062.055	45942.664	149142.9	0	0	0	0	0	0	0	174429.9	0	9134.303	0	0
NDUFAF7	0	0	0	0	0	0	0	0	0	25077.932	142363.88	132330.33	0	0	0
GET4	0	0	0	0	0	17390.898	0	0	0	0	0	16351.296	0	0	0
COPS6	240589.05	252268.67	242020.4	194659.58	182564.14	179974.81	0	0	0	0	10755.607	22611.5	180747.31	107048.31	100882.25
LPCAT2	0	4287.592	0	0	0	0	0	0	0	0	0	0	136326.66	0	0
EPM2AIP1	28966.441	0	0	0	0	8364.357	0	0	0	0	0	0	0	0	0
DHX32	491992.06	366754.78	266665.5	111392.055	236385.98	110934.14	96479.625	163717	76579.266	42720.996	71379.89	128597.76	493102.88	309842.34	440585.9
TAOK1	0	0	0	22910.64	22161.436	57425.984	0	0	0	0	0	0	0	0	0
RAB11FIP2	0	0	0	118551.7	58115.523	75220.61	0	0	0	0	0	0	7176153	6776514	6727551.5
SH3BP5L	0	0	0	0	0	0	0	0	0	0	0	0	0	18536.654	0
FASTKD5	28780.637	0	0	0	0	0	0	0	0	233610.36	565913	612034.44	30471.934	39031.54	12750.381
EEPD1	0	0	0	81684.88	109231.695	107454.4	0	0	0	0	0	0	0	0	0
MOB1B	33982.086	0	17521.541	96359.17	14601.684	0	0	22381.723	9741.371	0	0	5117.4756	48683.633	61753.4	39324.227
KDM3B	3135833	3191576.5	3289138.2	82500.695	22790.34	80262.99	0	0	0	5801.1167	7135.041	4626.908	165914.81	131381.64	179538.52
RRM2B	274297.22	83802.17	0	0	0	0	9153.066	13646.674	7691.388	0	0	0	52806.402	28596.723	34114.74
STRADA	0	85085.984	106253.76	0	0	31058.533	0	0	0	0	0	0	231442.31	106092.664	97587.54
MICAL3	43592.062	19442.898	0	318488.97	306634.06	416731	0	0	0	0	0	0	695537	921467.8	819191.44
DYM	28158	26528.363	26960.09	0	0	0	0	0	0	0	0	0	11330.726	0	7993.397
PHF5A	0	0	0	0	0	0	13857.041	89915.42	48530.375	0	0	16297.555	0	0	0
OTOA	924.3055	0	0	0	0	0	0	0	0	0	0	0	0	3280.0898	0
CATSPER4	0	0	0	0	0	0	20279.445	26490.941	0	0	0	0	0	0	0
GPRIN1	0	43283.867	32071.148	911253.3	829336.44	1015748.94	0	0	0	0	0	0	152667.45	49401.656	101392.79
TRMT1L	1333753.8	1437971.4	1431796.5	248492.38	236412.78	275658.3	21721.299	58473.363	36734.176	40597.35	97768.64	196107.78	567646.4	363199.4	504225.75
ZC3HAV1	3754262	3703052.8	3874257	1.28E+07	1.18E+07	1.33E+07	77008.54	112725.836	121793.09	174738.44	297522.25	336100.88	1.56E+07	1.91E+07	1.69E+07
MRPL21	0	0	0	0	0	0	0	0	0	6344.057	0	15696.694	0	0	0
EFL1	0	0	0	0	9127.386	20139.34	0	0	0	0	0	0	0	70208.56	26369.996
PABIR2	0	95201.64	0	0	0	0	0	0	0	0	0	0	0	0	0
SETX	385374.72	390615.2	429725.38	0	0	0	0	0	0	0	0	0	0	0	26883.188
ZNF551	14237.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANSL1	21909.61	0	19931.693	0	0	0	0	0	0	0	0	0	0	0	0
NUP54	70172.86	40142.016	22298.832	13951.054	0	17729.918	0	0	0	0	0	0	31597.617	20639.418	27498.379
ATG9A	40325.688	81690.32	0	0	0	59569.098	0	0	0	0	0	0	69886.89	0	0
CCDC186	0	30467.996	0	0	38692.324	19330.95	0	0	0	0	0	0	28880.701	0	54615.12
VPS35L	24756.486	58476.797	0	23258.438	52185.69	0	0	0	0	0	0	0	71986.57	0	77090.7
POGZ	596039.75	868056.44	490481.78	81400.49	39758.945	51754.91	0	0	0	0	0	0	108406.31	120341.46	153876.5
ZFYVE16	989393.56	847488.56	786618.3	1405111.2	1362435.2	1671388	0	10842.404	2096.5615	28024.691	33861.05	45175.36	1159593.4	1173210.6	1171453.9
MON2	233845.86	276193	223408.36	676061.1	710868.75	907050.6	0	0	55552.305	0	0	0	1157072.6	1296719	1150881.5
UBE3B	0	0	0	27236.295	42803.336	135930.3	0	0	0	0	0	0	0	0	0
KRT27	0	0	0	0	0	0	0	0	0	0	105843.86	0	0	0	0
KRT25	0	0	0	0	0	0	0	0	0	0	77336.34	0	0	0	0
DENND4A	1696616.9	1803280.1	1915016.6	2129691	1767815.4	1889994.6	0	0	0	142328.6	444495.7	670424.25	4078998	4197078.5	3573637.8
NUFIP2	341109.6	645765.44	554915.3	0	32618.75	20386.584	0	0	0	0	0	0	105538.06	95006.555	82009.44
SZRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAVS	184511.05	195613.48	164694.06	49151.707	121403.516	41704.74	0	0	4491.927	20201.086	59961.555	46192.48	453008.2	422248.8	497324.75
CLASP1	119862.734	192735.97	51146.92	50945.977	59805.742	0	0	0	0	0	0	0	35621.004	0	154702.58
DHX29	2763683	2512184.5	2815072.2	1009177.9	865500.4	1211552.5	0	0	0	0	9991.442	10573.408	1471619.9	1217494.8	1173716.2
NPHP3	0	0	0	17714.201	0	0	0	0	0	0	0	0	0	0	21162.127
TRMT11	97954.65	153095.61	56586.14	27361	94893.28	82256.11	4384.111	0	0	66770.57	61327.33	24080.41	164892.03	60262.375	75314.125
HDDC2	34986.34	76421.36	59799.094	41851.047	89086.016	57245.812	21762.947	36298.797	18234.168	28341.225	21475.875	25230.25	115926	101617.086	138363.77
HAUS6	2741308.8	2230855.8	1984865.9	511596.5	376410.6	567899.8	0	0	0	0	0	0	731642.4	779117.4	813526.9
POGLUT3	23261.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC21B	0	0	17398.02	0	0	0	0	0	0	0	0	0	0	0	0
C6orf120	0	0	0	9733.485	0	6456.737	0	0	0	0	0	0	22821.543	22650.459	20660.059
KIF21A	88775.28	48503.65	126602.25	17831.832	0	0	0	0	0	0	0	0	24809.527	0	26923.871
HDGFL2	240144.7	272449.47	264531.1	99438.25	146479.06	104615.45	25794.543	53830	50248.703	44319.465	77363.12	60833.348	217810.23	156477.66	128850.86
DCXR	0	16492.639	24793.291	43628.98	72407.336	37017.145	0	16408.762	0	67628.195	101255.08	122071.96	56216.418	45545.07	96656.67
BRAP	106731.13	56876.594	50243.816	19316.863	36939.15	8881.678	0	0	0	0	0	0	51894.1	45256.83	24700.49
EMSY	330622.66	414842.97	387285.16	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP22	0	0	0	49782.39	27413.914	20335.184	0	0	0	0	0	0	0	0	0
RAI1	604705.3	617959.4	396424.4	0	0	0	0	0	0	0	0	0	0	0	0
WAPL	1915406.8	2064741	1943898	42219.625	44626.258	40446.086	128949.84	5993.0293	128705.79	0	0	83379.16	221832.05	174298.2	319811.88
R3HCC1L	39386.97	214131.31	147686.73	10577.124	0	16586.459	0	0	0	0	0	0	0	19620.736	21388.715
IRF2BP2	93498.805	100368.6	24175.7	0	0	0	0	0	0	0	0	0	0	42742.93	0
SDK1	0	0	0	41954.75	91922.58	44114.25	0	0	0	0	0	0	184874.5	465251.1	259006.36
SPRED2	0	0	0	57350.81	0	24120.238	0	0	0	0	0	0	0	17862.518	13777.147
SPRED1	0	0	0	21805.21	0	0	0	0	0	0	0	0	0	0	29450.893
CCDC91	127681.56	127663.77	125849.22	0	0	0	0	0	0	0	0	0	0	0	0
RBBP6	993710.94	1167068.4	1234282.8	245703.08	216785.81	188200.9	0	0	0	123055.21	392741.22	230110.61	512452.66	358366.3	369427
C5orf24	0	0	56780.85	33376.035	45038.953	0	23817.334	31453.072	17790.799	0	114779.76	0	83803.016	37103.477	48493.14
UBE3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABEPK	0	29409.797	0	0	0	23527.82	0	11341.1	0	0	0	0	37300.945	9805.545	0
MTERF4	0	0	0	0	0	0	0	0	0	0	14290.54	0	0	0	0
HUWE1	2505400	2338938.8	1791528.9	816712.9	659022.3	1071274.8	7733.9043	19673.637	10887.706	11239.1455	67030.09	335604	3337620	1888286.8	2691891.8
PLEKHH3	0	0	0	51113.277	27042.547	104623.22	0	0	0	0	0	0	430172.9	397618.16	374786.22
YTHDF3	69256.234	87731.664	68495.54	41779.492	32391.535	44154.227	0	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	181327.05	0	0	1491129.9	0	0	0	0
CNTRL	0	10122.934	0	0	0	0	0	0	0	0	0	0	8816.806	0	0
UBE2Q1	57949.707	48210.977	53188.65	94278.5	91507.44	93383.75	0	0	2663.5303	0	0	0	104026.625	0	15647.588
ABI3BP	0	0	0	3663881.2	95495.06	2440327.2	0	0	0	130151.91	8309957	8975559	32866.246	193479.7	836178.3
VPS13B	12515.11	339239.22	0	0	0	0	0	0	0	0	0	0	282411.3	337551.1	198230.6
MRPL10	0	0	0	0	0	0	0	0	0	0	51262.297	59569.59	24190.705	0	0
CENPV	0	23334.51	15744.96	0	0	0	0	0	0	0	0	0	0	0	12679.453
SLFN11	147271.77	353313.8	268524.22	143127.16	171171.34	74415.914	8848.28	56673.797	5754.9385	29963.941	80632.11	46920.504	381746.03	321360.9	297637.7
GALNT7	0	0	0	0	0	0	0	0	0	0	0	0	0	24933.895	0
PHLDB2	38253.523	38038.97	16068.552	101217.484	102172.65	194178.69	0	0	0	0	22584.04	0	22735.424	0	0
ADGRG6	0	0	0	0	0	0	0	0	0	0	0	0	55582.258	34587.582	46393.31
SDCCAG8	37784.96	100329.52	32904.5	0	0	0	0	0	0	0	0	0	0	0	0
TEDC1	0	0	0	64865.605	0	64688.105	0	0	0	0	0	0	0	0	0
GLRX5	0	0	0	35052.957	39827.008	34972.242	0	0	0	33152.645	45559.203	59002.086	0	51631.03	35939.52
PIP4P1	0	0	0	0	0	10191.155	0	0	0	0	0	0	0	13191.594	0
ZBTB33	1036400.56	1439105.9	1384553.2	65019.05	51380.207	50125.254	0	0	0	0	0	0	238268.47	208814.5	192362.86
DAAM2	0	0	0	39288.93	25082.875	78134.48	0	0	0	0	0	0	30568.89	0	23598.406
PATL1	199131.7	149638.98	157776.22	36837.62	78362.24	88905.93	0	0	0	0	0	0	42677.18	37563.973	13191.119
PEG10	130156.81	94691.66	98545.45	84435.26	95717.15	76469.195	31751.492	41546.617	38096	28365.148	34581.562	45308.887	120456.14	87633.31	107203.625
TBC1D1	0	25932.059	0	0	0	16132.827	0	0	0	0	0	0	349729.06	540187.7	440283.2
DPP9	0	13286.399	0	0	0	0	0	0	0	0	6076.182	0	0	9921.105	0
ZNF554	37795.758	24219.854	52812.36	0	0	0	0	0	0	0	0	0	0	0	0
PRUNE1	0	23659.361	16795.773	0	0	16933.81	0	0	0	0	0	0	3983.5518	43939.586	0
TTC7B	0	0	0	1976531.2	636901.4	1319072.4	0	0	0	0	0	0	0	0	26584.23
LDB1	10174.198	9319.577	9007.377	0	0	0	0	0	0	0	0	0	0	0	0
PBRM1	1475599.5	1750982.2	1393655.5	39350.062	43274.95	86990.945	0	0	0	0	0	0	117144.64	104817.72	50537.05
TMEM135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4372.8066
SAPCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15611.465
MTDH	0	76577.24	65330.47	215605.03	202921.44	258498.14	0	0	0	0	0	0	138801.5	213223.61	197390.56
TLK2	45221.88	41443.492	0	0	0	0	0	0	0	0	0	0	22397.033	0	0
ZNF598	781610.06	851596.25	821310.25	539415.9	459373.25	535418.75	10733.201	0	0	7007.475	0	10294.467	320313.97	484330.5	460113.34
GPAT4	0	0	0	64767.31	68972.695	74760	0	0	0	0	0	0	79380.86	48718.082	37440.8
KTN1	325129.3	458800.88	267418.8	271186.7	251607.67	372452.8	0	0	0	0	0	0	339677.94	394509.12	356109.62
ZFHX4	1317828.5	1630394	1551167.5	0	0	0	0	0	0	0	0	0	0	0	0
NLRX1	0	0	0	0	0	0	0	0	0	0	65223.96	54199.562	0	0	0
