Protein	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	HEK293_1	HEK293_2	HEK293_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
PRRC2C	1234957.5	1456816.6	1435295.1	258531.61	256507.7	235646.1	0	2537.9197	0	0	0	28016.91	367165.06	229587.2	247776.55
LRRC42	52680.62	29195.535	24744.174	0	0	0	0	0	0	0	0	0	15090.062	0	5754.118
PPME1	26188.156	29613.723	0	34791.22	0	17455.451	15726.492	11991.16	20650.818	12470.936	0	36747.64	26378.64	68380.19	26420.994
KCTD3	0	0	0	0	0	46715.812	0	0	0	0	0	0	0	0	0
NUB1	0	16964.54	0	0	0	0	0	0	0	0	0	0	0	0	10236.229
YTHDF2	741139.7	636034.75	715627.94	320157.12	300550.5	287417.97	11932.908	15049.86	51370.527	0	55185.844	30630.848	365788.53	306367.03	421963.62
CTDP1	5117.12	16292.021	19326.734	0	0	99768.39	0	283571.94	0	0	0	0	0	0	0
PAXBP1	799239.94	911242.6	703638.5	0	0	0	0	0	0	0	0	0	11090.895	21868.25	0
SUPT16H	968683	1156674.2	1099466.1	694456.8	658123.9	767756.94	75432.16	118169.21	169898.28	163195.11	286990.12	355954.12	664379.06	821863.56	715924.5
PCDHGA11	0	0	0	333282.84	376403.88	396567.97	0	0	0	0	0	0	264756.34	215262	252385.4
UTP18	5936.959	83594.664	55860.56	0	51201.25	37044.477	0	14451.801	0	0	23562.256	36533.594	87527.9	81512.33	52134.82
TIMM8B	0	0	0	0	0	0	0	0	0	28783.049	34902.414	0	0	0	0
UCHL5	0	0	57340.926	46232.344	16728.42	36020.4	0	14230.238	0	5327.912	9123.13	9707.264	75667.42	23246.164	54046.473
CD2AP	635913.8	625259.44	744060.6	713721.06	983913.7	965120.25	0	0	0	0	14658.804	22199.293	1851418.9	1670236.1	1542566.5
TNPO3	121008.71	54369.273	114007.45	22532.332	0	53309.016	0	0	0	0	0	15643.332	159418.48	23433.96	52140.445
TIMM13	0	0	0	0	0	0	0	0	0	372143.78	419510.44	204220.22	0	0	0
SRPRB	0	115423.07	98631.26	290083.66	95507.78	341590.9	0	0	6955.3506	10877.418	10286.5205	8861.196	70766.81	85149.45	121992.34
CERT1	0	0	0	9094.575	0	0	0	0	0	0	0	0	0	0	0
GTF3C5	3675726.8	3283570.8	2680651.5	264360.62	237557.84	286895.88	0	0	0	43458.625	89026.74	62004.195	585482.25	458877.56	371581.22
GTF3C3	3476332.8	3678750.8	2778187.2	436188.12	144997.3	206392.56	0	0	9890.539	20278.559	142240.48	190809.75	381223.72	456644.3	497216.5
CDC42BPB	631314.06	664379	675472.25	2780081.2	2348703.8	3310530.8	0	0	0	0	0	0	1090525.6	1044584.44	972006.5
USP16	118705.414	302946.62	266891.94	13474.803	0	16283.068	0	0	0	0	0	0	82551.59	77489.79	71662.84
MAGED1	0	0	21977.13	0	6278.3145	5705.7554	0	0	0	0	0	18494.332	5197.297	6596.188	0
SNX14	0	0	0	0	0	131967.97	0	0	0	0	0	0	93446.5	141669.17	107593.33
SNX9	848122.06	1088963.5	1008440.5	947995.4	1046604.5	998564.56	22373.082	32467.516	22127.168	196082.17	97153.53	51702.47	1468903.2	1280796.2	1267390.8
SNX5	0	0	0	0	0	52895.633	0	0	0	0	0	0	0	0	0
FLVCR1	0	0	0	183937.62	219485.28	24558.59	0	0	0	0	0	0	0	0	0
NUBP2	79099.55	23296.836	36837.15	111681.67	99177.71	96030.55	5693.541	20126.965	21287.89	0	0	57977.133	83096.96	89458.96	94426.75
MRFAP1	0	49187.965	0	0	0	0	0	3522.3735	0	0	0	0	0	0	0
PUS1	97061.125	100406.07	96743.47	167100.73	127835.85	171550.81	0	8259.43	0	34720.65	166732.22	168429.61	244343.34	191177.36	237179.33
FHOD1	46647.117	81411.89	35930.562	120232.59	5623.9463	28374.197	0	0	0	0	0	39410.035	26180.455	9072.521	55069.246
PSAT1	0	0	0	12071.7295	12659.108	0	0	0	0	0	0	0	0	0	0
