Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
KRT8	WNK1	3	27	13|13|26|13|25|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13	0.9684	0.0196
LMNA	WNK1	3	27	13|13|26|13|25|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13	0.2125	0.3694
MAPRE3	WNK1	3	27	13|13|26|13|25|13|11|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|26|13	0.7608	0.0818
ACTB	WNK2	3	7	13|13|13|13|13|13|13	0.4045	0.2319
KRT8	WNK2	3	7	13|13|13|13|13|13|13	0.2401	0.3519
KRT8	WNK3	3	1	13	0.3332	0.2754
MAPRE3	WNT1	3	1	13	0.3333	0.2523
LMNA	WNT7B	3	1	13	0.3333	0.2523
KRT8	WRAP53	3	2	13|13	0.1658	0.4007
LMNA	WRAP53	3	2	13|13	0.1665	0.3953
ACTB	WRAP73	3	7	13|13|13|13|13|13|13	0.1642	0.4033
CTNNA1	WRAP73	3	7	13|13|13|13|13|13|13	0.3241	0.3142
KRT8	WRAP73	3	7	13|13|13|13|13|13|13	0.4977	0.1860
LMNA	WRAP73	3	7	13|13|13|13|13|13|13	0.3285	0.3054
MAPRE3	WRAP73	3	7	13|13|13|13|13|13|13	0.3271	0.3080
ACTB	WRN	3	14	13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.0926	0.4550
KRT8	WRN	3	14	13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.2257	0.3560
LMNA	WRN	3	14	13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.9855	0.0067
MAPRE3	WRN	3	14	13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.6237	0.1396
ACTB	WRNIP1	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|25	0.4837	0.1941
KRT8	WRNIP1	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|25	0.3687	0.2443
LMNA	WRNIP1	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|25	0.9824	0.0088
MAPRE3	WRNIP1	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|25	0.3257	0.3110
KRT8	WTAP	3	3	13|13|13	0.1111	0.4265
LMNA	WTAP	3	3	13|13|13	0.4433	0.2101
ACTB	WWC1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.6082	0.1450
CTNNA1	WWC1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0296	0.4818
KRT8	WWC1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9905	0.0038
MAPRE3	WWC1	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3661	0.2451
ACTB	WWC2	3	25	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.6649	0.1139
CTNNA1	WWC2	3	25	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.0577	0.4712
KRT8	WWC2	3	25	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.9883	0.0051
LMNA	WWC2	3	25	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.0235	0.4835
MAPRE3	WWC2	3	25	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.6746	0.1088
ACTB	WWC3	3	11	13|13|13|13|13|12|13|13|13|13|13	0.3768	0.2416
KRT8	WWC3	3	11	13|13|13|13|13|12|13|13|13|13|13	0.8164	0.0644
MAPRE3	WWC3	3	11	13|13|13|13|13|12|13|13|13|13|13	0.1049	0.4469
ACTB	WWTR1	3	5	13|10|13|13|13	0.7999	0.0700
KRT8	WWTR1	3	5	13|10|13|13|13	0.8384	0.0573
LMNA	WWTR1	3	5	13|10|13|13|13	0.2096	0.3715
ACTB	XAB2	3	41	13|13|26|13|13|13|13|26|26|26|12|12|26|13|26|13|13|13|13|26|26|8|13|13|26|13|13|26|13|13|13|26|13|13|13|26|26|13|26|13|13	0.9601	0.0233
CTNNA1	XAB2	3	41	13|13|26|13|13|13|13|26|26|26|12|12|26|13|26|13|13|13|13|26|26|8|13|13|26|13|13|26|13|13|13|26|13|13|13|26|26|13|26|13|13	0.8290	0.0604
KRT8	XAB2	3	41	13|13|26|13|13|13|13|26|26|26|12|12|26|13|26|13|13|13|13|26|26|8|13|13|26|13|13|26|13|13|13|26|13|13|13|26|26|13|26|13|13	0.9527	0.0256
LMNA	XAB2	3	41	13|13|26|13|13|13|13|26|26|26|12|12|26|13|26|13|13|13|13|26|26|8|13|13|26|13|13|26|13|13|13|26|13|13|13|26|26|13|26|13|13	0.9731	0.0166
MAPRE3	XAB2	3	41	13|13|26|13|13|13|13|26|26|26|12|12|26|13|26|13|13|13|13|26|26|8|13|13|26|13|13|26|13|13|13|26|13|13|13|26|26|13|26|13|13	0.9471	0.0271
MAPRE3	XDH	3	3	13|13|13	0.1108	0.4356
ACTB	XIAP	3	15	13|13|13|26|13|13|13|13|13|13|13|26|13|13|13	0.9666	0.0206
CTNNA1	XIAP	3	15	13|13|13|26|13|13|13|13|13|13|13|26|13|13|13	0.1674	0.3863
KRT8	XIAP	3	15	13|13|13|26|13|13|13|13|13|13|13|26|13|13|13	0.9810	0.0099
LMNA	XIAP	3	15	13|13|13|26|13|13|13|13|13|13|13|26|13|13|13	0.9766	0.0136
MAPRE3	XIAP	3	15	13|13|13|26|13|13|13|13|13|13|13|26|13|13|13	0.3665	0.2449
ACTB	XIRP2	3	5	13|13|13|13|13	0.2221	0.3576
CTNNA1	XIRP2	3	5	13|13|13|13|13	0.1110	0.4327
LMNA	XIRP2	3	5	13|13|13|13|13	0.1110	0.4327
MAPRE3	XIRP2	3	5	13|13|13|13|13	0.1111	0.4265
ACTB	XPC	3	9	26|13|26|13|11|13|13|13|13	0.0599	0.4704
KRT8	XPC	3	9	26|13|26|13|11|13|13|13|13	0.0612	0.4700
LMNA	XPC	3	9	26|13|26|13|11|13|13|13|13	0.9037	0.0375
MAPRE3	XPC	3	9	26|13|26|13|11|13|13|13|13	0.1058	0.4459
ACTB	XPNPEP3	3	1	13	0.3323	0.2952
ACTB	XPO1	3	25	26|13|13|13|13|13|26|12|13|13|13|26|13|13|13|26|13|13|13|12|13|13|13|13|13	0.9703	0.0186
CTNNA1	XPO1	3	25	26|13|13|13|13|13|26|12|13|13|13|26|13|13|13|26|13|13|13|12|13|13|13|13|13	0.6237	0.1396
KRT8	XPO1	3	25	26|13|13|13|13|13|26|12|13|13|13|26|13|13|13|26|13|13|13|12|13|13|13|13|13	0.9789	0.0115
LMNA	XPO1	3	25	26|13|13|13|13|13|26|12|13|13|13|26|13|13|13|26|13|13|13|12|13|13|13|13|13	0.9630	0.0223
MAPRE3	XPO1	3	25	26|13|13|13|13|13|26|12|13|13|13|26|13|13|13|26|13|13|13|12|13|13|13|13|13	0.9179	0.0339
LMNA	XPO4	3	3	13|13|13	0.2221	0.3576
ACTB	XPO5	3	10	13|13|13|13|13|13|13|13|13|13	0.3713	0.2435
KRT8	XPO5	3	10	13|13|13|13|13|13|13|13|13|13	0.6366	0.1334
LMNA	XPO5	3	10	13|13|13|13|13|13|13|13|13|13	0.1812	0.3828
MAPRE3	XPO5	3	10	13|13|13|13|13|13|13|13|13|13	0.1654	0.4016
ACTB	XPO6	3	9	13|13|13|13|13|13|10|13|13	0.5831	0.1515
KRT8	XPO6	3	9	13|13|13|13|13|13|10|13|13	0.6568	0.1183
LMNA	XPO6	3	9	13|13|13|13|13|13|10|13|13	0.9030	0.0377
MAPRE3	XPO6	3	9	13|13|13|13|13|13|10|13|13	0.3638	0.2459
ACTB	XPO7	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.3151	0.3261
CTNNA1	XPO7	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0313	0.4814
KRT8	XPO7	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.8747	0.0457
LMNA	XPO7	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.3970	0.2349
MAPRE3	XPO7	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0801	0.4614
ACTB	XPOT	3	21	13|13|13|13|26|26|13|13|26|13|26|13|13|13|13|13|13|13|13|26|13	0.6243	0.1393
KRT8	XPOT	3	21	13|13|13|13|26|26|13|13|26|13|26|13|13|13|13|13|13|13|13|26|13	0.9967	0.0009
LMNA	XPOT	3	21	13|13|13|13|26|26|13|13|26|13|26|13|13|13|13|13|13|13|13|26|13	0.9678	0.0199
MAPRE3	XPOT	3	21	13|13|13|13|26|26|13|13|26|13|26|13|13|13|13|13|13|13|13|26|13	0.3652	0.2453
ACTB	XPR1	3	4	13|13|26|12	0.4023	0.2330
KRT8	XPR1	3	4	13|13|26|12	0.3734	0.2425
ACTB	XRCC1	3	5	13|13|13|13|13	0.3158	0.3255
LMNA	XRCC1	3	5	13|13|13|13|13	0.9790	0.0115
LMNA	XRCC4	3	2	13|12	0.1666	0.3904
ACTB	XRCC5	3	28	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|26|13|13|13|13|26|12|12|26|13	0.9493	0.0266
CTNNA1	XRCC5	3	28	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|26|13|13|13|13|26|12|12|26|13	0.6633	0.1148
KRT8	XRCC5	3	28	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|26|13|13|13|13|26|12|12|26|13	0.9542	0.0252
LMNA	XRCC5	3	28	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|26|13|13|13|13|26|12|12|26|13	0.9636	0.0220
MAPRE3	XRCC5	3	28	13|26|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|13|26|13|13|13|13|26|12|12|26|13	0.8858	0.0423
ACTB	XRCC6	3	29	13|13|13|13|13|13|13|13|26|13|13|26|13|13|13|13|13|13|13|26|13|13|26|12|13|26|13|13|26	0.8833	0.0431
CTNNA1	XRCC6	3	29	13|13|13|13|13|13|13|13|26|13|13|26|13|13|13|13|13|13|13|26|13|13|26|12|13|26|13|13|26	0.5657	0.1562
KRT8	XRCC6	3	29	13|13|13|13|13|13|13|13|26|13|13|26|13|13|13|13|13|13|13|26|13|13|26|12|13|26|13|13|26	0.9105	0.0358
LMNA	XRCC6	3	29	13|13|13|13|13|13|13|13|26|13|13|26|13|13|13|13|13|13|13|26|13|13|26|12|13|26|13|13|26	0.9620	0.0226
MAPRE3	XRCC6	3	29	13|13|13|13|13|13|13|13|26|13|13|26|13|13|13|13|13|13|13|26|13|13|26|12|13|26|13|13|26	0.7743	0.0772
ACTB	XRN1	3	43	13|13|12|13|13|26|13|13|13|13|13|26|13|26|13|10|26|13|13|13|13|13|13|26|13|13|26|13|13|26|13|13|13|26|26|26|13|13|13|13|13|13|13	0.9670	0.0203
CTNNA1	XRN1	3	43	13|13|12|13|13|26|13|13|13|13|13|26|13|26|13|10|26|13|13|13|13|13|13|26|13|13|26|13|13|26|13|13|13|26|26|26|13|13|13|13|13|13|13	0.6548	0.1197
KRT8	XRN1	3	43	13|13|12|13|13|26|13|13|13|13|13|26|13|26|13|10|26|13|13|13|13|13|13|26|13|13|26|13|13|26|13|13|13|26|26|26|13|13|13|13|13|13|13	0.9744	0.0155
LMNA	XRN1	3	43	13|13|12|13|13|26|13|13|13|13|13|26|13|26|13|10|26|13|13|13|13|13|13|26|13|13|26|13|13|26|13|13|13|26|26|26|13|13|13|13|13|13|13	0.4610	0.2037
MAPRE3	XRN1	3	43	13|13|12|13|13|26|13|13|13|13|13|26|13|26|13|10|26|13|13|13|13|13|13|26|13|13|26|13|13|26|13|13|13|26|26|26|13|13|13|13|13|13|13	0.9658	0.0210
ACTB	XRN2	3	14	13|13|13|13|13|13|13|13|13|26|13|13|13|13	0.2722	0.3425
CTNNA1	XRN2	3	14	13|13|13|13|13|13|13|13|13|26|13|13|13|13	0.2448	0.3501
KRT8	XRN2	3	14	13|13|13|13|13|13|13|13|13|26|13|13|13|13	0.6888	0.1060
LMNA	XRN2	3	14	13|13|13|13|13|13|13|13|13|26|13|13|13|13	0.9482	0.0268
MAPRE3	XRN2	3	14	13|13|13|13|13|13|13|13|13|26|13|13|13|13	0.5252	0.1753
ACTB	XYLT1	3	3	13|13|13	0.1111	0.4265
LMNA	XYLT1	3	3	13|13|13	0.2221	0.3576
ACTB	YAP1	3	15	13|13|26|13|13|26|13|13|26|13|13|13|26|13|25	0.9450	0.0275
CTNNA1	YAP1	3	15	13|13|26|13|13|26|13|13|26|13|13|13|26|13|25	0.4248	0.2229
KRT8	YAP1	3	15	13|13|26|13|13|26|13|13|26|13|13|13|26|13|25	0.9623	0.0225
LMNA	YAP1	3	15	13|13|26|13|13|26|13|13|26|13|13|13|26|13|25	0.8963	0.0393
MAPRE3	YAP1	3	15	13|13|26|13|13|26|13|13|26|13|13|13|26|13|25	0.7464	0.0875
ACTB	YARS1	3	20	13|13|13|12|13|12|13|13|13|13|13|13|13|13|13|26|13|26|13|12	0.8760	0.0453
CTNNA1	YARS1	3	20	13|13|13|12|13|12|13|13|13|13|13|13|13|13|13|26|13|26|13|12	0.2497	0.3487
KRT8	YARS1	3	20	13|13|13|12|13|12|13|13|13|13|13|13|13|13|13|26|13|26|13|12	0.9662	0.0208
LMNA	YARS1	3	20	13|13|13|12|13|12|13|13|13|13|13|13|13|13|13|26|13|26|13|12	0.7028	0.1022
MAPRE3	YARS1	3	20	13|13|13|12|13|12|13|13|13|13|13|13|13|13|13|26|13|26|13|12	0.5907	0.1495
ACTB	YARS2	3	4	13|13|13|13	0.3307	0.3012
KRT8	YARS2	3	4	13|13|13|13	0.4403	0.2115
LMNA	YARS2	3	4	13|13|13|13	0.3332	0.2754
MAPRE3	YARS2	3	4	13|13|13|13	0.1101	0.4378
ACTB	YBX1	3	4	13|13|13|13	0.3237	0.3150
CTNNA1	YBX1	3	4	13|13|13|13	0.1110	0.4327
KRT8	YBX1	3	4	13|13|13|13	0.2154	0.3663
LMNA	YBX1	3	4	13|13|13|13	0.4370	0.2134
MAPRE3	YBX1	3	4	13|13|13|13	0.4193	0.2262
MAPRE3	YBX3	3	2	13|13	0.1640	0.4037
ACTB	YEATS2	3	32	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13|13|13|13|13|26|13|13|13	0.5593	0.1578
CTNNA1	YEATS2	3	32	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13|13|13|13|13|26|13|13|13	0.0710	0.4658
KRT8	YEATS2	3	32	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13|13|13|13|13|26|13|13|13	0.7201	0.0972
LMNA	YEATS2	3	32	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13|13|13|13|13|26|13|13|13	0.9497	0.0264
MAPRE3	YEATS2	3	32	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|12|13|13|13|13|13|13|26|13|13|13	0.5569	0.1586
ACTB	YEATS4	3	2	13|13	0.1577	0.4109
KRT8	YEATS4	3	2	13|13	0.3247	0.3130
LMNA	YEATS4	3	2	13|13	0.1602	0.4085
ACTB	YES1	3	5	13|13|13|13|13	0.1095	0.4390
CTNNA1	YES1	3	5	13|13|13|13|13	0.1081	0.4416
KRT8	YES1	3	5	13|13|13|13|13	0.1110	0.4327
LMNA	YES1	3	5	13|13|13|13|13	0.1111	0.4265
ACTB	YIF1A	3	3	13|13|13	0.6370	0.1331
CTNNA1	YIF1A	3	3	13|13|13	0.1588	0.4100
KRT8	YIF1A	3	3	13|13|13	0.9672	0.0202
LMNA	YIF1A	3	3	13|13|13	0.9653	0.0213
MAPRE3	YIF1A	3	3	13|13|13	0.6857	0.1066
LMNA	YIF1B	3	2	13|13	0.3332	0.2754
ACTB	YIPF3	3	1	13	0.9662	0.0208
KRT8	YIPF3	3	1	13	0.6449	0.1276
MAPRE3	YIPF3	3	1	13	0.3142	0.3267
ACTB	YIPF4	3	1	13	0.3322	0.2958
ACTB	YIPF5	3	2	13|13	0.8007	0.0696
CTNNA1	YIPF5	3	2	13|13	0.4666	0.2017
KRT8	YIPF5	3	2	13|13	0.9748	0.0152
LMNA	YIPF5	3	2	13|13	0.8140	0.0652
MAPRE3	YIPF5	3	2	13|13	0.6314	0.1361
LMNA	YJU2	3	8	13|13|13|13|11|13|13|13	0.7425	0.0892
LMNA	YJU2B	3	3	13|13|13	0.3328	0.2902
ACTB	YKT6	3	6	13|13|13|13|13|26	0.3248	0.3129
KRT8	YKT6	3	6	13|13|13|13|13|26	0.2181	0.3629
LMNA	YKT6	3	6	13|13|13|13|13|26	0.9981	0.0005
ACTB	YLPM1	3	43	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|12	0.2547	0.3475
KRT8	YLPM1	3	43	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|12	0.2325	0.3542
LMNA	YLPM1	3	43	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|12	0.5342	0.1712
MAPRE3	YLPM1	3	43	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|13|12	0.1760	0.3843
CTNNA1	YME1L1	3	7	13|13|13|13|13|13|13	0.0833	0.4584
KRT8	YME1L1	3	7	13|13|13|13|13|13|13	0.0833	0.4584
LMNA	YME1L1	3	7	13|13|13|13|13|13|13	0.4996	0.1848
ACTB	YOD1	3	1	13	0.6665	0.1116
ACTB	YTHDC1	3	2	13|13	0.1513	0.4142
KRT8	YTHDC1	3	2	13|13	0.4906	0.1895
LMNA	YTHDC1	3	2	13|13	0.6392	0.1319
ACTB	YTHDC2	3	42	26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|26|11|13|13|10|13	0.9669	0.0204
CTNNA1	YTHDC2	3	42	26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|26|11|13|13|10|13	0.4443	0.2089
KRT8	YTHDC2	3	42	26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|26|11|13|13|10|13	0.9730	0.0167
LMNA	YTHDC2	3	42	26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|26|11|13|13|10|13	0.3821	0.2398
MAPRE3	YTHDC2	3	42	26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|26|11|13|13|10|13	0.9445	0.0277
ACTB	YTHDF1	3	6	13|13|13|13|13|13	0.8441	0.0557
CTNNA1	YTHDF1	3	6	13|13|13|13|13|13	0.0758	0.4641
KRT8	YTHDF1	3	6	13|13|13|13|13|13	0.9590	0.0236
LMNA	YTHDF1	3	6	13|13|13|13|13|13	0.1980	0.3766
MAPRE3	YTHDF1	3	6	13|13|13|13|13|13	0.7930	0.0717
ACTB	YTHDF2	3	5	13|13|13|13|13	0.9646	0.0216
CTNNA1	YTHDF2	3	5	13|13|13|13|13	0.4056	0.2316
KRT8	YTHDF2	3	5	13|13|13|13|13	0.9723	0.0173
LMNA	YTHDF2	3	5	13|13|13|13|13	0.8212	0.0627
MAPRE3	YTHDF2	3	5	13|13|13|13|13	0.9356	0.0298
ACTB	YTHDF3	3	9	13|13|13|13|13|13|13|13|13	0.9646	0.0216
CTNNA1	YTHDF3	3	9	13|13|13|13|13|13|13|13|13	0.2144	0.3675
KRT8	YTHDF3	3	9	13|13|13|13|13|13|13|13|13	0.9725	0.0171
LMNA	YTHDF3	3	9	13|13|13|13|13|13|13|13|13	0.4328	0.2166
MAPRE3	YTHDF3	3	9	13|13|13|13|13|13|13|13|13	0.8464	0.0550
ACTB	YWHAB	3	6	13|12|26|13|13|13	0.9678	0.0199
CTNNA1	YWHAB	3	6	13|12|26|13|13|13	0.3132	0.3275
KRT8	YWHAB	3	6	13|12|26|13|13|13	0.8531	0.0530
LMNA	YWHAB	3	6	13|12|26|13|13|13	0.7237	0.0959
MAPRE3	YWHAB	3	6	13|12|26|13|13|13	0.9051	0.0371
ACTB	YWHAE	3	11	13|13|26|12|13|13|13|13|13|13|13	0.9499	0.0264
CTNNA1	YWHAE	3	11	13|13|26|12|13|13|13|13|13|13|13	0.5312	0.1725
KRT8	YWHAE	3	11	13|13|26|12|13|13|13|13|13|13|13	0.9690	0.0193
LMNA	YWHAE	3	11	13|13|26|12|13|13|13|13|13|13|13	0.8797	0.0443
MAPRE3	YWHAE	3	11	13|13|26|12|13|13|13|13|13|13|13	0.8282	0.0605
ACTB	YWHAG	3	3	13|13|13	0.3244	0.3135
KRT8	YWHAG	3	3	13|13|13	0.2170	0.3645
LMNA	YWHAG	3	3	13|13|13	0.1079	0.4419
ACTB	YWHAH	3	3	13|13|13	0.7601	0.0821
CTNNA1	YWHAH	3	3	13|13|13	0.4181	0.2268
KRT8	YWHAH	3	3	13|13|13	0.6492	0.1241
LMNA	YWHAH	3	3	13|13|13	0.2099	0.3714
MAPRE3	YWHAH	3	3	13|13|13	0.6392	0.1319
ACTB	YWHAQ	3	7	13|13|13|13|26|13|13	0.9324	0.0304
CTNNA1	YWHAQ	3	7	13|13|13|13|26|13|13	0.6924	0.1052
KRT8	YWHAQ	3	7	13|13|13|13|26|13|13	0.9222	0.0328
LMNA	YWHAQ	3	7	13|13|13|13|26|13|13	0.8330	0.0591
MAPRE3	YWHAQ	3	7	13|13|13|13|26|13|13	0.8039	0.0687
ACTB	YWHAZ	3	15	13|13|13|13|13|13|13|13|13|26|13|26|13|13|13	0.9277	0.0316
CTNNA1	YWHAZ	3	15	13|13|13|13|13|13|13|13|13|26|13|26|13|13|13	0.7256	0.0952
KRT8	YWHAZ	3	15	13|13|13|13|13|13|13|13|13|26|13|26|13|13|13	0.9427	0.0282
LMNA	YWHAZ	3	15	13|13|13|13|13|13|13|13|13|26|13|26|13|13|13	0.9074	0.0366
MAPRE3	YWHAZ	3	15	13|13|13|13|13|13|13|13|13|26|13|26|13|13|13	0.7893	0.0728
ACTB	YY1	3	3	13|13|13	0.1029	0.4494
LMNA	YY1	3	3	13|13|13	0.5387	0.1688
ACTB	YY1AP1	3	5	13|13|26|13|13	0.1677	0.3862
KRT8	YY1AP1	3	5	13|13|26|13|13	0.1077	0.4423
LMNA	YY1AP1	3	5	13|13|26|13|13	0.6978	0.1037
MAPRE3	YY1AP1	3	5	13|13|26|13|13	0.4341	0.2156
MAPRE3	ZAN	3	2	13|13	0.1666	0.3904
CTNNA1	ZBED1	3	7	13|13|13|13|13|13|13	0.0827	0.4599
LMNA	ZBED1	3	7	13|13|13|13|13|13|13	0.6561	0.1188
ACTB	ZBED3	3	1	13	0.6666	0.1107
KRT8	ZBED3	3	1	13	0.6666	0.1107
LMNA	ZBED3	3	1	13	0.3332	0.2754
MAPRE3	ZBED3	3	1	13	0.3332	0.2754
CTNNA1	ZBED4	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0265	0.4827
KRT8	ZBED4	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0317	0.4811
LMNA	ZBED4	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9776	0.0127
MAPRE3	ZBED4	3	19	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0301	0.4816
LMNA	ZBED5	3	12	13|13|13|13|13|13|13|13|26|13|13|13	0.9813	0.0097
MAPRE3	ZBED5	3	12	13|13|13|13|13|13|13|13|26|13|13|13	0.1981	0.3765
LMNA	ZBED6	3	3	13|13|13	0.2212	0.3599
LMNA	ZBTB1	3	9	13|13|13|13|13|26|13|13|13	0.9851	0.0070
KRT8	ZBTB10	3	9	26|13|13|13|13|13|13|13|13	0.0659	0.4678
LMNA	ZBTB10	3	9	26|13|13|13|13|13|13|13|13	0.9089	0.0362
MAPRE3	ZBTB10	3	9	26|13|13|13|13|13|13|13|13	0.0405	0.4780
LMNA	ZBTB11	3	3	13|13|13	0.2195	0.3613
LMNA	ZBTB12	3	2	13|13	0.1665	0.3953
KRT8	ZBTB2	3	2	13|13	0.1667	0.3865
LMNA	ZBTB2	3	2	13|13	0.3333	0.2523
LMNA	ZBTB20	3	3	13|13|13	0.3325	0.2937
ACTB	ZBTB21	3	14	13|13|13|12|13|13|13|13|13|13|13|13|13|26	0.0450	0.4762
CTNNA1	ZBTB21	3	14	13|13|13|12|13|13|13|13|13|13|13|13|13|26	0.0849	0.4580
KRT8	ZBTB21	3	14	13|13|13|12|13|13|13|13|13|13|13|13|13|26	0.0420	0.4772
LMNA	ZBTB21	3	14	13|13|13|12|13|13|13|13|13|13|13|13|13|26	0.9111	0.0356
MAPRE3	ZBTB21	3	14	13|13|13|12|13|13|13|13|13|13|13|13|13|26	0.0853	0.4578
LMNA	ZBTB25	3	1	13	0.3071	0.3313
LMNA	ZBTB26	3	1	13	0.3314	0.2994
ACTB	ZBTB33	3	15	13|13|13|13|26|13|13|13|13|13|13|13|11|13|13	0.2116	0.3701
CTNNA1	ZBTB33	3	15	13|13|13|13|26|13|13|13|13|13|13|13|11|13|13	0.2042	0.3744
KRT8	ZBTB33	3	15	13|13|13|13|26|13|13|13|13|13|13|13|11|13|13	0.2171	0.3643
LMNA	ZBTB33	3	15	13|13|13|13|26|13|13|13|13|13|13|13|11|13|13	0.9702	0.0186
MAPRE3	ZBTB33	3	15	13|13|13|13|26|13|13|13|13|13|13|13|11|13|13	0.2142	0.3677
LMNA	ZBTB34	3	3	13|13|13	0.3325	0.2937
ACTB	ZBTB38	3	9	13|13|13|13|13|13|13|13|12	0.1931	0.3789
KRT8	ZBTB38	3	9	13|13|13|13|13|13|13|13|12	0.3860	0.2386
LMNA	ZBTB38	3	9	13|13|13|13|13|13|13|13|12	0.9850	0.0070
MAPRE3	ZBTB38	3	9	13|13|13|13|13|13|13|13|12	0.2523	0.3481
KRT8	ZBTB39	3	1	13	0.3333	0.2523
LMNA	ZBTB4	3	3	13|13|13	0.3261	0.3098
LMNA	ZBTB40	3	7	13|13|13|13|13|13|13	0.3130	0.3275
LMNA	ZBTB43	3	2	13|13	0.6523	0.1215
LMNA	ZBTB44	3	1	13	0.3333	0.2523
ACTB	ZBTB46	3	1	13	0.3333	0.2523
MAPRE3	ZBTB46	3	1	13	0.3273	0.3076
LMNA	ZBTB7A	3	1	13	0.6408	0.1309
KRT8	ZBTB7C	3	1	13	0.3333	0.2523
KRT8	ZBTB8A	3	1	13	0.3331	0.2825
LMNA	ZBTB8B	3	1	13	0.3333	0.2523
MAPRE3	ZC2HC1A	3	3	13|13|13	0.7745	0.0771
