Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
MAPRE3	GTF3C2	3	11	13|13|13|13|13|13|13|13|13|13|26	0.4522	0.2062
ACTB	GTF3C3	3	19	13|26|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9198	0.0335
CTNNA1	GTF3C3	3	19	13|26|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.4218	0.2250
KRT8	GTF3C3	3	19	13|26|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9719	0.0175
LMNA	GTF3C3	3	19	13|26|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9672	0.0202
MAPRE3	GTF3C3	3	19	13|26|12|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.7722	0.0778
ACTB	GTF3C4	3	24	13|13|13|13|13|13|13|13|13|26|13|13|25|26|13|13|26|13|13|13|13|26|13|13	0.5868	0.1506
CTNNA1	GTF3C4	3	24	13|13|13|13|13|13|13|13|13|26|13|13|25|26|13|13|26|13|13|13|13|26|13|13	0.2170	0.3645
KRT8	GTF3C4	3	24	13|13|13|13|13|13|13|13|13|26|13|13|25|26|13|13|26|13|13|13|13|26|13|13	0.6806	0.1078
LMNA	GTF3C4	3	24	13|13|13|13|13|13|13|13|13|26|13|13|25|26|13|13|26|13|13|13|13|26|13|13	0.9853	0.0069
MAPRE3	GTF3C4	3	24	13|13|13|13|13|13|13|13|13|26|13|13|25|26|13|13|26|13|13|13|13|26|13|13	0.6308	0.1363
ACTB	GTF3C5	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9214	0.0330
CTNNA1	GTF3C5	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2593	0.3460
KRT8	GTF3C5	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9717	0.0177
LMNA	GTF3C5	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9268	0.0318
MAPRE3	GTF3C5	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8215	0.0625
ACTB	GTF3C6	3	2	13|13	0.3202	0.3199
CTNNA1	GTF3C6	3	2	13|13	0.1519	0.4139
KRT8	GTF3C6	3	2	13|13	0.3190	0.3218
LMNA	GTF3C6	3	2	13|13	0.4807	0.1960
MAPRE3	GTF3C6	3	2	13|13	0.3094	0.3298
ACTB	GTPBP1	3	11	13|13|13|13|13|13|13|13|13|13|13	0.6982	0.1036
CTNNA1	GTPBP1	3	11	13|13|13|13|13|13|13|13|13|13|13	0.0512	0.4737
KRT8	GTPBP1	3	11	13|13|13|13|13|13|13|13|13|13|13	0.9241	0.0323
LMNA	GTPBP1	3	11	13|13|13|13|13|13|13|13|13|13|13	0.4279	0.2204
MAPRE3	GTPBP1	3	11	13|13|13|13|13|13|13|13|13|13|13	0.4754	0.1986
KRT8	GTPBP10	3	7	13|13|13|13|13|13|13	0.9999	0.0000
KRT8	GTPBP2	3	2	13|13	0.6524	0.1214
MAPRE3	GTPBP2	3	2	13|13	0.1560	0.4119
ACTB	GTPBP4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|26|26|13|13|26|26|13	0.9367	0.0296
CTNNA1	GTPBP4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|26|26|13|13|26|26|13	0.4317	0.2174
KRT8	GTPBP4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|26|26|13|13|26|26|13	0.9634	0.0221
LMNA	GTPBP4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|26|26|13|13|26|26|13	0.9632	0.0222
MAPRE3	GTPBP4	3	19	13|26|13|13|13|13|13|13|13|13|13|13|26|26|13|13|26|26|13	0.6804	0.1079
ACTB	GTPBP6	3	11	13|13|13|13|13|13|13|13|12|13|13	0.5303	0.1728
KRT8	GTPBP6	3	11	13|13|13|13|13|13|13|13|12|13|13	0.9928	0.0025
LMNA	GTPBP6	3	11	13|13|13|13|13|13|13|13|12|13|13	0.4774	0.1975
MAPRE3	GTPBP6	3	11	13|13|13|13|13|13|13|13|12|13|13	0.1961	0.3775
ACTB	GTSE1	3	17	13|26|26|13|26|13|13|13|13|13|26|13|13|13|13|13|13	0.6564	0.1187
CTNNA1	GTSE1	3	17	13|26|26|13|26|13|13|13|13|13|26|13|13|13|13|13|13	0.1122	0.4263
KRT8	GTSE1	3	17	13|26|26|13|26|13|13|13|13|13|26|13|13|13|13|13|13	0.8588	0.0514
LMNA	GTSE1	3	17	13|26|26|13|26|13|13|13|13|13|26|13|13|13|13|13|13	0.8884	0.0416
MAPRE3	GTSE1	3	17	13|26|26|13|26|13|13|13|13|13|26|13|13|13|13|13|13	0.9860	0.0064
MAPRE3	GUCY1A1	3	1	13	0.3333	0.2523
KRT8	GUCY2D	3	1	13	0.3333	0.2523
KRT8	GUCY2F	3	1	13	0.3333	0.2523
LMNA	GUF1	3	2	13|13	0.3330	0.2865
ACTB	GULP1	3	6	13|13|13|13|13|13	0.8638	0.0497
KRT8	GULP1	3	6	13|13|13|13|13|13	0.9914	0.0034
MAPRE3	GULP1	3	6	13|13|13|13|13|13	0.5176	0.1783
ACTB	GYS1	3	5	13|13|13|13|13	0.1062	0.4454
CTNNA1	GYS1	3	5	13|13|13|13|13	0.1110	0.4327
KRT8	GYS1	3	5	13|13|13|13|13	0.4378	0.2130
LMNA	GYS1	3	5	13|13|13|13|13	0.3244	0.3135
MAPRE3	GYS1	3	5	13|13|13|13|13	0.1047	0.4472
CTNNA1	H1-0	3	1	13	0.9770	0.0132
LMNA	H1-0	3	1	13	0.3277	0.3069
MAPRE3	H1-0	3	1	13	0.6530	0.1210
ACTB	H1-10	3	2	13|13	0.1567	0.4116
CTNNA1	H1-10	3	2	13|13	0.9379	0.0292
LMNA	H1-10	3	2	13|13	0.4832	0.1944
MAPRE3	H1-10	3	2	13|13	0.6265	0.1385
ACTB	H1-2;H1-3;H1-4	3	5	13|13|13|13|13	0.8856	0.0424
CTNNA1	H1-2;H1-3;H1-4	3	5	13|13|13|13|13	0.7990	0.0702
KRT8	H1-2;H1-3;H1-4	3	5	13|13|13|13|13	0.8159	0.0645
LMNA	H1-2;H1-3;H1-4	3	5	13|13|13|13|13	0.8630	0.0499
MAPRE3	H1-2;H1-3;H1-4	3	5	13|13|13|13|13	0.7986	0.0703
ACTB	H1-5	3	4	13|13|13|13	0.7187	0.0976
CTNNA1	H1-5	3	4	13|13|13|13	0.8924	0.0405
KRT8	H1-5	3	4	13|13|13|13	0.8186	0.0636
LMNA	H1-5	3	4	13|13|13|13	0.8326	0.0592
MAPRE3	H1-5	3	4	13|13|13|13	0.8202	0.0629
KRT8	H1-7	3	1	13	0.6656	0.1134
ACTB	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	3	1	26	0.7505	0.0859
CTNNA1	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	3	1	26	0.6354	0.1340
KRT8	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	3	1	26	0.8161	0.0645
LMNA	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	3	1	26	0.8524	0.0533
MAPRE3	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	3	1	26	0.7181	0.0978
LMNA	H2AZ1;H2AZ2	3	3	13|13|13	0.5418	0.1670
ACTB	H2BC1	3	3	13|13|13	0.6182	0.1417
CTNNA1	H2BC1	3	3	13|13|13	0.3430	0.2505
KRT8	H2BC1	3	3	13|13|13	0.5173	0.1785
LMNA	H2BC1	3	3	13|13|13	0.5314	0.1724
MAPRE3	H2BC1	3	3	13|13|13	0.3408	0.2510
CTNNA1	H2BC11;H2BC17;H2BC21;H2BC26;H2BC3	3	2	13|13	0.4855	0.1928
KRT8	H2BC11;H2BC17;H2BC21;H2BC26;H2BC3	3	2	13|13	0.1632	0.4047
LMNA	H2BC11;H2BC17;H2BC21;H2BC26;H2BC3	3	2	13|13	0.4909	0.1894
MAPRE3	H2BC11;H2BC17;H2BC21;H2BC26;H2BC3	3	2	13|13	0.4883	0.1909
ACTB	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	3	5	13|13|13|13|13	0.8674	0.0485
CTNNA1	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	3	5	13|13|13|13|13	0.7496	0.0863
KRT8	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	3	5	13|13|13|13|13	0.4863	0.1924
LMNA	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	3	5	13|13|13|13|13	0.9407	0.0286
MAPRE3	H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9	3	5	13|13|13|13|13	0.6714	0.1095
KRT8	H2BK1	3	1	13	0.3333	0.2523
LMNA	H2BW1	3	1	13	0.3333	0.2523
ACTB	H3-7	3	2	13|13	0.8855	0.0424
CTNNA1	H3-7	3	2	13|13	0.6460	0.1269
KRT8	H3-7	3	2	13|13	0.9141	0.0349
LMNA	H3-7	3	2	13|13	0.8152	0.0647
MAPRE3	H3-7	3	2	13|13	0.6741	0.1089
ACTB	H4C1	3	7	13|13|13|13|13|13|13	0.7422	0.0893
CTNNA1	H4C1	3	7	13|13|13|13|13|13|13	0.7229	0.0963
KRT8	H4C1	3	7	13|13|13|13|13|13|13	0.7633	0.0809
LMNA	H4C1	3	7	13|13|13|13|13|13|13	0.9521	0.0258
MAPRE3	H4C1	3	7	13|13|13|13|13|13|13	0.6156	0.1426
KRT8	HABP4	3	1	13	0.3333	0.2523
KRT8	HACD2	3	2	13|13	0.1515	0.4141
LMNA	HACD2	3	2	13|13	0.1663	0.3985
ACTB	HACD3	3	9	13|13|26|13|13|13|13|13|13	0.9695	0.0190
CTNNA1	HACD3	3	9	13|13|26|13|13|13|13|13|13	0.3453	0.2500
KRT8	HACD3	3	9	13|13|26|13|13|13|13|13|13	0.9768	0.0134
LMNA	HACD3	3	9	13|13|26|13|13|13|13|13|13	0.9045	0.0374
MAPRE3	HACD3	3	9	13|13|26|13|13|13|13|13|13	0.8928	0.0403
ACTB	HACL1	3	5	13|13|13|13|13	0.7484	0.0868
KRT8	HACL1	3	5	13|13|13|13|13	0.7595	0.0824
LMNA	HACL1	3	5	13|13|13|13|13	0.7918	0.0721
MAPRE3	HACL1	3	5	13|13|13|13|13	0.1005	0.4512
ACTB	HADH	3	3	13|13|13	0.1093	0.4392
CTNNA1	HADH	3	3	13|13|13	0.1101	0.4378
KRT8	HADH	3	3	13|13|13	0.3316	0.2987
ACTB	HADHA	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.9381	0.0292
CTNNA1	HADHA	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.7469	0.0873
KRT8	HADHA	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.9508	0.0261
LMNA	HADHA	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.8374	0.0576
MAPRE3	HADHA	3	16	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26	0.5460	0.1642
ACTB	HADHB	3	9	13|13|13|13|13|13|13|13|13	0.6116	0.1438
CTNNA1	HADHB	3	9	13|13|13|13|13|13|13|13|13	0.7718	0.0779
KRT8	HADHB	3	9	13|13|13|13|13|13|13|13|13	0.5047	0.1824
LMNA	HADHB	3	9	13|13|13|13|13|13|13|13|13	0.6585	0.1171
MAPRE3	HADHB	3	9	13|13|13|13|13|13|13|13|13	0.2090	0.3719
ACTB	HAL	3	6	26|13|13|13|13|10	0.3333	0.2523
LMNA	HAL	3	6	26|13|13|13|13|10	0.1103	0.4373
CTNNA1	HAPLN4	3	1	13	0.3333	0.2523
ACTB	HARS1	3	12	13|13|13|26|12|13|13|13|13|13|13|13	0.9697	0.0189
CTNNA1	HARS1	3	12	13|13|13|26|12|13|13|13|13|13|13|13	0.3263	0.3093
KRT8	HARS1	3	12	13|13|13|26|12|13|13|13|13|13|13|13	0.9721	0.0174
LMNA	HARS1	3	12	13|13|13|26|12|13|13|13|13|13|13|13	0.4993	0.1850
MAPRE3	HARS1	3	12	13|13|13|26|12|13|13|13|13|13|13|13	0.9112	0.0356
LMNA	HASPIN	3	3	13|13|13	0.1109	0.4348
ACTB	HAT1	3	9	13|13|13|13|13|13|13|13|13	0.8196	0.0633
CTNNA1	HAT1	3	9	13|13|13|13|13|13|13|13|13	0.3249	0.3127
KRT8	HAT1	3	9	13|13|13|13|13|13|13|13|13	0.9564	0.0245
LMNA	HAT1	3	9	13|13|13|13|13|13|13|13|13	0.9799	0.0107
MAPRE3	HAT1	3	9	13|13|13|13|13|13|13|13|13	0.7050	0.1015
ACTB	HAUS1	3	9	13|13|13|26|13|13|13|13|25	0.1313	0.4201
KRT8	HAUS1	3	9	13|13|13|26|13|13|13|13|25	0.9764	0.0138
MAPRE3	HAUS1	3	9	13|13|13|26|13|13|13|13|25	0.0562	0.4715
ACTB	HAUS2	3	8	26|13|13|13|13|13|13|13	0.4922	0.1886
KRT8	HAUS2	3	8	26|13|13|13|13|13|13|13	0.9941	0.0019
MAPRE3	HAUS2	3	8	26|13|13|13|13|13|13|13	0.8118	0.0661
ACTB	HAUS3	3	12	13|13|13|13|13|13|13|13|13|26|13|13	0.6483	0.1251
KRT8	HAUS3	3	12	13|13|13|13|13|13|13|13|13|26|13|13	0.9905	0.0038
MAPRE3	HAUS3	3	12	13|13|13|13|13|13|13|13|13|26|13|13	0.4108	0.2295
ACTB	HAUS4	3	10	13|11|13|13|13|12|13|13|13|13	0.4580	0.2045
KRT8	HAUS4	3	10	13|11|13|13|13|12|13|13|13|13	0.9994	0.0002
LMNA	HAUS4	3	10	13|11|13|13|13|12|13|13|13|13	0.1174	0.4252
MAPRE3	HAUS4	3	10	13|11|13|13|13|12|13|13|13|13	0.2178	0.3633
ACTB	HAUS5	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.6103	0.1443
CTNNA1	HAUS5	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0935	0.4546
KRT8	HAUS5	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.9417	0.0284
MAPRE3	HAUS5	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.6078	0.1451
ACTB	HAUS6	3	32	13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9614	0.0228
CTNNA1	HAUS6	3	32	13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.4700	0.2005
KRT8	HAUS6	3	32	13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9764	0.0138
LMNA	HAUS6	3	32	13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.2342	0.3536
MAPRE3	HAUS6	3	32	13|13|13|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9585	0.0237
ACTB	HAUS7	3	4	13|13|13|8	0.5387	0.1688
KRT8	HAUS7	3	4	13|13|13|8	0.9771	0.0131
MAPRE3	HAUS7	3	4	13|13|13|8	0.7502	0.0861
ACTB	HAUS8	3	7	26|25|13|13|13|26|13	0.9295	0.0312
CTNNA1	HAUS8	3	7	26|25|13|13|13|26|13	0.1934	0.3787
KRT8	HAUS8	3	7	26|25|13|13|13|26|13	0.9820	0.0091
LMNA	HAUS8	3	7	26|25|13|13|13|26|13	0.2129	0.3689
MAPRE3	HAUS8	3	7	26|25|13|13|13|26|13	0.9697	0.0189
CTNNA1	HAX1	3	1	13	0.3332	0.2754
ACTB	HBA1	3	4	13|13|13|13	0.4381	0.2127
CTNNA1	HBA1	3	4	13|13|13|13	0.3288	0.3046
KRT8	HBA1	3	4	13|13|13|13	0.3247	0.3130
LMNA	HBA1	3	4	13|13|13|13	0.0974	0.4529
MAPRE3	HBA1	3	4	13|13|13|13	0.3127	0.3278
ACTB	HBB	3	7	13|13|13|13|13|13|13	0.0801	0.4614
CTNNA1	HBB	3	7	13|13|13|13|13|13|13	0.4136	0.2286
KRT8	HBB	3	7	13|13|13|13|13|13|13	0.1628	0.4054
LMNA	HBB	3	7	13|13|13|13|13|13|13	0.2430	0.3509
MAPRE3	HBB	3	7	13|13|13|13|13|13|13	0.1648	0.4024
ACTB	HBS1L	3	20	13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13	0.9262	0.0319
CTNNA1	HBS1L	3	20	13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13	0.0860	0.4577
KRT8	HBS1L	3	20	13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13	0.9377	0.0293
LMNA	HBS1L	3	20	13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13	0.5500	0.1619
MAPRE3	HBS1L	3	20	13|13|13|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13	0.5794	0.1525
LMNA	HCAR1	3	1	13	0.3333	0.2523
ACTB	HCCS	3	5	13|13|13|13|13	0.7427	0.0891
CTNNA1	HCCS	3	5	13|13|13|13|13	0.9279	0.0315
KRT8	HCCS	3	5	13|13|13|13|13	0.6328	0.1353
LMNA	HCCS	3	5	13|13|13|13|13	0.9548	0.0250
MAPRE3	HCCS	3	5	13|13|13|13|13	0.2969	0.3360
ACTB	HCFC1	3	35	13|13|26|13|13|13|13|13|26|25|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.8570	0.0518
CTNNA1	HCFC1	3	35	13|13|26|13|13|13|13|13|26|25|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.3291	0.3041
KRT8	HCFC1	3	35	13|13|26|13|13|13|13|13|26|25|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.8541	0.0527
LMNA	HCFC1	3	35	13|13|26|13|13|13|13|13|26|25|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.9504	0.0263
MAPRE3	HCFC1	3	35	13|13|26|13|13|13|13|13|26|25|13|13|13|26|13|13|13|26|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13	0.8526	0.0532
LMNA	HCFC2	3	4	13|13|13|13	0.2166	0.3649
MAPRE3	HCFC2	3	4	13|13|13|13	0.1111	0.4265
CTNNA1	HCK	3	2	13|13	0.1665	0.3953
MAPRE3	HCN1;HCN2	3	1	13	0.3332	0.2754
MAPRE3	HCRTR2	3	1	13	0.3329	0.2887
ACTB	HDAC1	3	4	26|13|13|13	0.3195	0.3211
CTNNA1	HDAC1	3	4	26|13|13|13	0.1077	0.4423
KRT8	HDAC1	3	4	26|13|13|13	0.3837	0.2392
LMNA	HDAC1	3	4	26|13|13|13	0.7310	0.0932
MAPRE3	HDAC1	3	4	26|13|13|13	0.1079	0.4419
ACTB	HDAC2	3	7	26|13|26|26|13|13|13	0.9339	0.0301
CTNNA1	HDAC2	3	7	26|13|26|26|13|13|13	0.4179	0.2270
KRT8	HDAC2	3	7	26|13|26|26|13|13|13	0.9663	0.0207
LMNA	HDAC2	3	7	26|13|26|26|13|13|13	0.9653	0.0213
MAPRE3	HDAC2	3	7	26|13|26|26|13|13|13	0.7981	0.0704
KRT8	HDAC3	3	2	13|13	0.4949	0.1871
LMNA	HDAC3	3	2	13|13	0.3261	0.3098
ACTB	HDAC4	3	4	13|13|13|13	0.4262	0.2217
KRT8	HDAC4	3	4	13|13|13|13	0.6514	0.1224
LMNA	HDAC4	3	4	13|13|13|13	0.3223	0.3173
ACTB	HDAC5	3	3	13|13|13	0.4352	0.2149
KRT8	HDAC5	3	3	13|13|13	0.4372	0.2132
LMNA	HDAC5	3	3	13|13|13	0.5451	0.1647
MAPRE3	HDAC5	3	3	13|13|13	0.2096	0.3715
ACTB	HDAC6	3	5	13|13|13|13|13	0.3240	0.3143
KRT8	HDAC6	3	5	13|13|13|13|13	0.7672	0.0793
LMNA	HDAC6	3	5	13|13|13|13|13	0.1034	0.4488
MAPRE3	HDAC6	3	5	13|13|13|13|13	0.2147	0.3673
ACTB	HDAC7	3	4	13|13|13|13	0.1993	0.3761
KRT8	HDAC7	3	4	13|13|13|13	0.4256	0.2224
ACTB	HDGF	3	9	13|12|13|26|26|13|13|26|26	0.7444	0.0884
CTNNA1	HDGF	3	9	13|12|13|26|26|13|13|26|26	0.6896	0.1059
KRT8	HDGF	3	9	13|12|13|26|26|13|13|26|26	0.7510	0.0858
LMNA	HDGF	3	9	13|12|13|26|26|13|13|26|26	0.9495	0.0265
MAPRE3	HDGF	3	9	13|12|13|26|26|13|13|26|26	0.6439	0.1286
ACTB	HDGFL2	3	2	13|13	0.4817	0.1953
KRT8	HDGFL2	3	2	13|13	0.3236	0.3153
LMNA	HDGFL2	3	2	13|13	0.4840	0.1939
MAPRE3	HDGFL2	3	2	13|13	0.3162	0.3251
ACTB	HDHD2	3	2	13|11	0.1500	0.4145
CTNNA1	HDHD2	3	2	13|11	0.2956	0.3364
KRT8	HDHD2	3	2	13|11	0.1617	0.4067
LMNA	HDHD2	3	2	13|11	0.3158	0.3255
ACTB	HDHD3	3	1	13	0.3333	0.2523
ACTB	HDHD5	3	2	13|13	0.3257	0.3110
CTNNA1	HDHD5	3	2	13|13	0.3212	0.3185
KRT8	HDHD5	3	2	13|13	0.4877	0.1913
LMNA	HDHD5	3	2	13|13	0.1614	0.4072
MAPRE3	HDHD5	3	2	13|13	0.3179	0.3233
ACTB	HDLBP	3	38	13|26|26|13|13|26|13|13|13|25|26|13|13|13|13|13|26|13|13|13|26|26|26|13|13|13|13|13|26|13|26|13|13|13|13|13|13|25	0.9721	0.0174
CTNNA1	HDLBP	3	38	13|26|26|13|13|26|13|13|13|25|26|13|13|13|13|13|26|13|13|13|26|26|26|13|13|13|13|13|26|13|26|13|13|13|13|13|13|25	0.7360	0.0916
KRT8	HDLBP	3	38	13|26|26|13|13|26|13|13|13|25|26|13|13|13|13|13|26|13|13|13|26|26|26|13|13|13|13|13|26|13|26|13|13|13|13|13|13|25	0.9730	0.0167
LMNA	HDLBP	3	38	13|26|26|13|13|26|13|13|13|25|26|13|13|13|13|13|26|13|13|13|26|26|26|13|13|13|13|13|26|13|26|13|13|13|13|13|13|25	0.7948	0.0712
MAPRE3	HDLBP	3	38	13|26|26|13|13|26|13|13|13|25|26|13|13|13|13|13|26|13|13|13|26|26|26|13|13|13|13|13|26|13|26|13|13|13|13|13|13|25	0.9272	0.0317
ACTB	HDX	3	4	13|13|13|13	0.1032	0.4491
KRT8	HDX	3	4	13|13|13|13	0.2146	0.3674
LMNA	HDX	3	4	13|13|13|13	0.6589	0.1169
MAPRE3	HDX	3	4	13|13|13|13	0.2131	0.3688
ACTB	HEATR1	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.6906	0.1056
CTNNA1	HEATR1	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1091	0.4398
KRT8	HEATR1	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9751	0.0149
LMNA	HEATR1	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9136	0.0350
MAPRE3	HEATR1	3	46	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3722	0.2431
ACTB	HEATR3	3	2	13|13	0.3167	0.3245
KRT8	HEATR3	3	2	13|13	0.3176	0.3237
LMNA	HEATR3	3	2	13|13	0.4742	0.1991
MAPRE3	HEATR3	3	2	13|13	0.1342	0.4191
KRT8	HEATR4	3	2	13|13	0.1659	0.4004
MAPRE3	HEATR4	3	2	13|13	0.1664	0.3977
ACTB	HEATR5A	3	14	13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.7335	0.0923
KRT8	HEATR5A	3	14	13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.7905	0.0724
MAPRE3	HEATR5A	3	14	13|13|13|13|13|13|13|12|13|13|13|13|13|13	0.1676	0.3862
ACTB	HEATR5B	3	16	13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13	0.4660	0.2019
KRT8	HEATR5B	3	16	13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13	0.6044	0.1458
MAPRE3	HEATR5B	3	16	13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13	0.0791	0.4622
ACTB	HEATR6	3	1	13	0.3273	0.3076
KRT8	HEATR6	3	1	13	0.9836	0.0080
ACTB	HEBP1	3	4	13|26|13|13	0.5379	0.1694
KRT8	HEBP1	3	4	13|26|13|13	0.6521	0.1216
LMNA	HEBP1	3	4	13|26|13|13	0.3212	0.3185
MAPRE3	HEBP1	3	4	13|26|13|13	0.1020	0.4502
KRT8	HEBP2	3	1	13	0.3333	0.2523
KRT8	HECA	3	1	13	0.6532	0.1209
ACTB	HECTD1	3	44	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8185	0.0637
CTNNA1	HECTD1	3	44	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.0841	0.4582
KRT8	HECTD1	3	44	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.9851	0.0070
LMNA	HECTD1	3	44	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1505	0.4144
MAPRE3	HECTD1	3	44	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3365	0.2517
KRT8	HECTD3	3	3	13|13|13	0.3261	0.3098
MAPRE3	HECTD3	3	3	13|13|13	0.1102	0.4375
ACTB	HECTD4	3	6	13|13|13|13|13|13	0.2173	0.3639
KRT8	HECTD4	3	6	13|13|13|13|13|13	0.5491	0.1624
LMNA	HECTD4	3	6	13|13|13|13|13|13	0.1109	0.4348
