Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
RTN3	1646.55	1633.86	1724.06	2196.53	2407.88	2476.52	2863.79	2237.57	2751.54
ZRANB2	17945.4	17580.3	15623.9	28104.8	30735	31610.1	23427.1	23188.8	22127.9
LUC7L3	6512.13	6932.15	6876.18	8776.19	8389.5	8334	5568.68	5738.52	5729.45
KIF4A	0	0	214.61	406.359	474.527	0	953.086	655.955	0
SBF1	356.006	1189.66	460.49	638.727	654.689	928.31	728.837	630.49	455.541
VAPB	0	0	0	678.092	0	0	603.285	0	0
SNAPIN	874.861	844.82	932.211	1059.26	933.138	969.276	1245.38	1283.73	1098.25
PGLS	0	0	0	0	0	0	0	400.772	0
SMC2	3850.28	4169.39	4127.68	5139.91	5345.71	6608.34	4996.31	4918.6	4964.55
IPO7	1929.29	1345.11	1149.34	1497.39	1668.17	794.926	1872.48	1515.75	1792.77
SLU7	2530.93	3285.67	4016.59	3026.91	3746.56	1663.44	2753.13	2908.14	3999.69
PGM3	0	0	0	0	0	0	0	0	90.0034
CD2BP2	2208.81	1539.55	2491.58	2419.82	2504.63	2487.11	2439.22	1655.81	2653.11
PSMG1	403.662	554.187	921.49	486.753	922.718	714.329	1162.52	1083.79	986.759
SGPL1	579.298	811.99	573.185	524.034	2133.18	2751.68	497.521	0	593.771
NSA2	904.849	688.783	692.986	823.132	930.549	851.358	0	575.563	649.77
ACSL3	1898.31	1843.45	1470.78	2168.96	2407.76	1989.74	1440.82	2037.62	2269.19
YEATS4	0	0	0	0	421.78	408.35	439.931	0	0
POP4	0	0	0	777.953	515.749	720.934	711.394	755.028	781.523
SNAP29	263.375	875.481	607.38	1266.05	1224.08	1527.71	1452.88	1663.92	1726.71
OXSR1	0	0	0	0	0	0	0	0	537.705
HSPA4L	0	0	668.651	1182.33	583.151	1146.86	1293.32	804.111	1273.36
LSM8	1320.18	1232.05	997.76	17541.2	17160	18037.1	1772.78	1851.23	1997.71
AP2A1	1216.94	1448.56	1377.77	1415.16	1615.92	1278.65	1402.31	1543.11	1307.99
WIZ	0	0	346.421	404.444	0	652.93	1110.01	0	666.046
STAU1	0	769.671	0	1368.21	1492.02	1590.54	0	0	0
BAG2	9978.17	11014.7	11300.8	9089.99	9956.11	9791.16	10079	9230.23	9506.29
BAG3	0	0	0	0	0	0	0	0	847.651
MAP4K4;MINK1;TNIK	0	0	0	0	237.042	0	0	147.605	0
CRYZL1	0	0	0	0	0	230.662	0	0	0
AIFM1	0	0	0	868.076	689.962	917.824	0	0	670.733
FADS2	0	0	334.633	532.084	535.363	521.145	0	0	0
TXNDC12	205208	221160	222154	266760	281509	309648	293695	287603	291215
ECD	426.884	0	551.422	1556.21	1828.14	1718.18	724.772	1768.47	1700.79
MBD3	1183.26	857.383	941.882	1598.85	1756.88	1404.96	1472.73	2805.08	1918.33
NDUFB10	485.655	517.27	645.559	456.537	492.962	585.47	475.978	382.6	271.082
PAK4	1035.82	1331.35	1102.62	1327.37	1382.76	1349.07	1483.06	1738.29	1611.77
ACTL6A	0	0	0	0	0	0	401.981	0	871.617
CYB5A	0	0	0	0	395.167	423.804	0	0	0
LDHA	1777.78	2087.26	1864.49	1851.82	1693.41	1569.08	1824.34	2441.66	2342.71
GLUD1	3982.18	4264.54	4524.75	4628.44	4732.72	5062.57	4871.29	4612.25	4683.05
DHFR	569.738	391.523	0	0	0	425.521	0	502.031	461.177
CYB5R3	2047.2	2311.65	2352.66	2611.91	2948.98	3508.63	2415.27	2734.96	2111.56
MT-CO2	0	0	0	0	0	226.088	0	0	0
CP	0	0	0	363.475	0	0	448.53	0	206.272
PNP	563.905	465.139	600.508	0	118.801	0	527.251	784.338	0
HPRT1	1290.36	1608.4	1436.29	0	201.768	1813.26	2020.35	481.154	2078.9
GOT2	0	412.467	0	0	0	0	711.396	1824.98	1148.48
PGK1	1020.42	999.927	1153.54	686.001	0	596.249	1519.65	1283.52	1169.99
HP	0	1216.55	3046.36	2122.65	1802.86	2072.67	2137.35	1740.04	0
KRAS;NRAS	1329.83	1762.42	1557.24	2114.33	1586.3	1962.57	1257.64	1092.37	1207.72
IGHG2	30725.4	28046.9	35047	30765.5	34808	32827.7	31498.4	31390.8	34331.6
KRT14	0	0	0	891.258	1365.91	1935.34	0	0	459.148
KRT6A	0	0	0	1314.15	1148.61	1429.11	0	0	0
C1QA	6995.33	6627.56	7487.41	8399.05	8251.31	7857.39	7465.49	7086	6880.14
C1QB	3069.71	3214.27	3289.79	3970.18	3705.84	3947.91	3345.43	4112.03	4237.12
TFRC	323.7	299.151	463.567	779.35	959.947	907.462	342.131	380.737	1107.73
HPX	2684.24	3059.42	2973.23	2837.43	3273.1	3041.25	2768.45	3102.4	2808.02
E1B	2248.71	1980.57	2017.58	3031.17	3347.82	3093.92	1493.86	1336.89	1674.28
RAF1	0	0	0	1270	1246.44	266.249	497.206	1367.61	787.17
GBA1	0	0	0	0	0	0	604.929	924.18	1020.92
ALDOA	4768.86	6701.91	5532.25	5514.28	5900.31	6264.89	9069.38	9675.66	9936.2
APOB	1411.05	1583.08	1805.98	2135.19	2171.4	2080.87	3494.42	3102.79	3034.88
NR3C1	0	0	0	0	0	0	0	0	521.831
PRNP	0	0	790.1	0	0	0	619.348	0	998.523
OAT	2150.59	2248.56	2552.9	2575.39	2746.01	3075.02	1450.73	1936.9	1722.81
TK1	0	0	637.645	787.431	0	0	1088.6	972.227	1208.08
KRT1	24833.6	25834.5	25456.5	18469.4	18907.9	17896.9	27052.5	29334.4	27754.7
TUBB4A	96833.7	108634	111854	123924	138935	141702	116387	120143	114968
GAPDH	7039.98	7207.59	8084.22	7677.39	7105.5	7625.14	9847.11	11028	10280.8
HLA-A	779.217	504.559	544.404	1121.47	1149.17	1116.16	939.99	867.876	809.338
CAPNS1	0	225.252	0	0	0	0	0	289.085	374.678
HSPB1	0	0	0	0	0	567.877	0	0	0
RPN1	2026.32	2009.07	2098.18	3274.95	3744.99	3393.46	2570.98	2541.07	2543.67
RPN2	1686.32	1560.39	1633.42	2598.34	2694.98	2616.42	2535.22	1749.59	2145.31
H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ	9476.25	8657.7	9015.27	11934.9	13966.3	13413.2	9576.83	9700.91	9576.54
ATP1A1	2960.64	3572.41	2973.25	5116.64	4514.82	4764.38	3335.1	3337.05	3379.33
APP	2097.69	1934.98	1954.31	3192.81	3941.93	3557.53	3359.13	3482.32	3915.3
APOD	1052.44	1026.91	960.577	0	0	0	0	0	0
HMGN1	1356.47	590.752	256.274	647.082	852.773	0	766.242	3117.14	1282.2
SLC25A5	5047.42	3994.06	4976.93	5229.02	5496.72	4936.5	4169.6	4020.82	4080.32
PCCA	0	0	0	371	455.046	483.842	0	0	0
PCCB	0	0	0	541.363	619.805	1508.04	445.71	743.911	300.271
EIF2S1	2254.78	2994.94	3082.56	4440	4275.96	3870.29	3634.37	3573.6	3339.27
HMGN2	12451.9	10484	9405.44	9330.2	8658.33	0	9647.37	9309.33	11321.6
RPLP1	1576.28	2349.35	1767.51	6476.66	6049.94	6304.67	2808.65	2386.17	2671.17
RPLP2	1835.35	1377.07	1892.63	5916.21	6306.07	6924.01	1691.41	1908.14	1710.75
RPLP0	973.614	958.569	1379.72	4791.47	4395.49	4733.41	1270.77	1694.04	1262.8
POLR3D	1109.12	1382.75	1042.64	1125.81	1471.2	1425.86	1408.17	1161.96	1000.97
SSB	1070.37	1125.94	1193.03	12695.8	12809.4	12310.9	1009.97	1435.83	1057.49
ITGB1	0	247.217	694.311	0	662.141	0	0	0	520.719
KRT18	2645.67	2141.1	2651.16	4533.75	3474.13	3947.25	3348.01	3314.03	2956.41
KRT8	5070.55	5614.93	5575.55	10262.9	9993.69	10150.2	7917.79	7911.75	7936.86
MYL1	3653.01	0	0	0	7003.04	0	0	0	0
FYN;YES1	0	0	0	481.471	0	288.181	0	0	0
RB1	0	0	0	0	0	735.166	0	0	0
PTMA	1790.59	1847.57	3621.88	3183.94	2028.79	0	1541.66	1511.95	1903.31
CDK1	1187.56	1193	1566.1	1902.4	1917.35	2192.17	1900.34	1819.32	2078.41
ATP5F1B	2030.74	1928.29	1947.72	2373.99	2113.42	2081.32	1751.95	1777.71	1719.88
EIF4E	9187.09	9072.02	10189.2	340.43	561.076	614.352	0	636.502	560.727
ENO1	8816.29	7912.67	9917.91	4516.73	4796.59	5357.07	8368.82	8200.18	9358.93
GPI	1033.77	271.104	747.01	0	277.804	0	1222.89	1806.18	1434.37
NPM1	5787.94	5395.29	7242.85	6064.87	6701.39	5945.34	4210.39	4190.49	3996.19
TPM3	2994.42	3390.25	3649.6	6758.94	6582.25	6563.82	3923.19	3850.82	3597.91
LDHB	3012.01	2944.91	3037.75	1461.42	1494.16	1715.52	3736.92	3565.63	3808.21
GPX1	2045.28	2186.02	2404.81	3474.07	3549.58	3838.51	3190.21	2816.17	2486.07
P4HB	2374.35	2713.86	2799.69	3263.59	3605.52	3671.02	3434.17	3541.01	3405.87
H1-0	0	0	0	0	0	0	213.022	0	0
CTSD	0	0	0	0	0	0	368.758	0	0
ANXA2	1443.27	1822.41	1716.92	648.244	1128.14	971.572	1318.22	1249.17	1195.32
PFN1	2710.74	2603.75	2919.59	1434.01	1511.57	1470.79	2790.78	2574.08	2524.21
APRT	0	0	0	0	0	0	0	577.876	0
EPRS1	1662.4	1904.71	1580.09	2384.76	1917.75	2081.28	1595.95	1366.34	1590.54
CTSB	0	601.571	0	0	0	0	0	0	0
HSP90AA1	67278.6	68001.9	68425.2	92379.5	94157.9	96993.6	128977	120129	123208
HNRNPC	2134.33	2256.64	3016.11	929.982	579.48	1056.82	0	0	334.938
LAMB1	0	0	0	0	0	392.16	550.168	0	0
LYN	0	0	6231.71	30077.9	28695.3	30253.9	7430.31	7287.85	0
ANXA6	0	0	0	0	0	0	0	617.556	274.242
RHOA;RHOC	1322.22	970.21	1454.81	1353.94	1409.43	1575.35	1003.49	915.148	1097.08
PFKM	1018.93	1071.06	2258.61	1263.57	1025.83	1346.59	1705.98	1416.98	1563.66
HSP90AB1	56643.1	57757.6	62661.7	86059.9	88901.8	83349.3	103082	106615	103486
SRPRA	708.792	989.165	847.317	1537.65	867.95	1163.19	1518.77	1249.78	981.133
ASNS	1593.64	2010.77	1702.11	1238.04	1220.32	952.223	3072.42	3348.38	3086.02
PDHA1	0	252.812	0	0	0	0	0	0	0
SNRPB2	344.871	268.689	0	1058.4	1349.06	1165.19	1254.62	968.831	0
SNRNP70	3067.38	3158.14	3269.34	3486.2	3646.63	3576.51	3061.02	2859.55	3212.73
VIM	12455.2	17193.6	16778.7	26946.7	26196.1	26368.5	20280.8	19485.6	19866.9
RPS17	7041.66	8798.06	8368.28	14079.1	15769.5	12872.2	7579.97	8187.18	8459.29
KRT19	3071.27	2986.7	3128.31	5588.48	5645.16	5700.53	4773.88	4742.49	4228.25
GNAI3	1085.55	953.274	1345.71	1936.27	1896.63	2147.69	1830.13	791.062	945.381
ANXA5	0	699.803	519.259	0	0	0	0	0	0
KRT16	0	0	0	192.727	0	0	0	0	0
RPSA	1134.81	1238.01	1325.44	1110.01	1154.51	1159.44	1063.13	1206.95	1128.86
MRPL3	0	0	0	0	0	596.885	0	0	0
SNRPA	1151.66	1363.54	1745.84	1392.73	1456.95	1552.75	1070.7	1166.58	935.728
FGF2	2117.85	2358.57	2445.54	1729.57	1832.18	1899.2	2424.39	2674.43	2695.74
SNRPC	6233.36	7117.54	7728.79	10652.2	10898.7	11382.4	13356.4	10772.4	11248.6
HMGB1	17316.2	16449.9	18585.1	21426.3	22992.8	23799.5	21164.6	22868.1	23654.3
TPM1	2237.29	2639.8	2813.59	5966.32	4879.11	5672.45	3137.03	2989.91	2989.18
CLTA	414.497	614.512	0	0	509.359	0	0	619.295	575.394
CNP	593.906	441.314	443.384	1219.71	1355.56	1319.09	783.963	936.628	643.842
HNRNPA1	18244.5	18468.7	21701.9	18633.5	18897.1	19487.1	15386.1	13841.8	15758.8
SNRPA1	1592.59	1689.86	1793.3	2422.84	2920.59	2629.94	1479.03	1729.17	1567.2
PARP1	3340.64	2788.24	3840.77	5281.79	5141.01	5888.61	3155.25	3563.54	4161.77
POLA1	0	0	621.002	872.625	676.492	450.787	660.93	830.483	675.112
UCHL1	1759.38	1517.1	1732.12	598.362	802.702	1068.57	1530.77	1301.01	1500.93
C4A	4198.04	4278.99	3876.51	4146.17	4253.2	4388.54	4021.94	4271.84	4428.89
H2AZ1;H2AZ2	927.605	1435.27	975.637	1701.41	1924.94	1675.88	1627.36	1457.36	1741.08
DERPC	2096.02	2428.02	3723.95	4468.83	4307.1	2801.38	2580.48	3832.43	3751.03
RAB34	736.883	0	0	1920.17	1833.9	1472.71	1444.57	1167.27	1075.01
HSPA1A;HSPA1B	58130	61607.8	68485.9	101017	100594	102092	109681	123998	116190
CALM1;CALM2;CALM3	2489.08	6095.58	4943.24	7136.07	2423.11	7941.29	4705.54	1827.38	1781.98
POLR1D	0	1585.92	1929.57	0	2968.93	2957.22	0	1904.31	0
RO60	0	0	693.235	473.157	601.663	557.893	0	384.316	497.945
RRAS;RRAS2	331.491	0	0	517.378	699.422	466.367	0	0	0
HLA-C	0	490.11	680.066	1588.81	1120.36	1043.77	966.603	842.685	746.665
ARAF	972.674	1055.82	1584.21	1713.8	1936.69	1756.69	1557.04	1552.16	1911.49
H1-4	28444	29196.4	32936.8	50863.5	50863	52788.8	23714.5	25254.5	24421.7
NR2F1;NR2F2;NR2F6	0	0	0	0	0	449.077	0	203.972	346.815
TXN	31128.3	32081.4	36907.6	28109.2	28145.2	27247.8	31540	28405.7	28651.5
PRKAR1A	605.091	474.294	614.563	697.109	786.551	840.078	473.527	692.219	625.129
HSPD1	7249.5	7504.46	8272.88	9427.53	9578.23	10494.2	12548.5	12206.3	13260.1
CLU	0	0	0	0	0	273.361	0	615.342	0
HSPA5	93752.4	104109	102863	156621	166916	159023	171974	192796	187930
MAP2	505.768	0	0	0	0	621.116	0	0	0
HSPA8	94849.3	82171.4	87837.6	148528	170930	167993	164623	167840	178740
SLC2A1	619.98	0	382.771	768.67	839.411	0	450.469	0	0
UMPS	0	0	0	0	0	716.715	542.899	0	0
RALA	1910.48	2124.13	2449.04	3007.78	2961.61	3412.66	1674.94	1571.41	1751.94
LAMP1	0	0	0	117.534	545.364	622.905	0	0	0
ACADM	0	0	0	0	0	252.384	0	0	0
TOP1	2760.02	2917.4	3320.93	5161.39	4634.64	5637.58	4450.88	3918.57	4117.61
UBL4A	1441.19	1780.02	1837.35	3133.48	3023.31	3165.42	1910.77	2004.94	2164.66
MTHFD1	1689.65	1570.11	1670.44	2438	1906.97	2387.81	3327.29	2975.38	3292.48
CDK4	0	0	0	0	0	343.955	0	535.54	571.935
PRPS2	2406.67	2745.96	2910.31	3092.87	3113.2	3093.16	3694	3836.33	4083.08
PABPC1	30253.8	28936.9	28813.6	4081.36	4870.45	4879.7	2321.35	2279.18	2702.92
PCNA	1007.42	793.821	963.549	1154.54	1147.47	1184.59	1642.75	1404.71	1713.94
HARS1	805.617	714.536	802.26	750.608	806.583	2282.37	1128.17	1663.83	1193.13
SLC25A6	0	0	599.765	812.711	869.247	797.494	443.075	537.85	0
IMPDH2	1099.96	878.806	1269.14	1189.4	1361.01	1034.09	3153.44	2607.05	3176.87
TPR	513.182	575.998	644.54	791.339	898.281	746.094	686.758	568.586	0
CKB	6444.9	6595.01	7905.69	4679.55	4838.75	5267.19	6932.83	7052.44	7466.27
ACTN1	0	0	686.42	836.735	0	250.352	1180.82	904.239	606.708
XRCC6	2464.71	2869.35	2764.33	8002.17	8768.26	7815.12	6538.16	6353.58	6072.45
XRCC5	2818.63	2638.59	3139.55	9712.62	9347.82	10122.5	7543.7	7229.64	7550.6
COX4I1	1140.95	1242.42	1067.41	1036.72	711.553	764.549	959.78	1154.23	856.778
LAMP2	0	0	575.334	0	0	0	769.968	0	0
RNH1	496.791	0	0	0	0	0	467.387	0	0
CYBA	0	752.989	756.403	0	0	0	662.822	604.573	488.36
EEF2	4553.28	4618.94	4385.51	5561.98	5766.87	5173.29	7366.06	6989.4	6588.01
KRT10	8292.61	8751.95	9994.76	11762.3	11737.3	11760.3	15037.6	15879.8	15441.9
KRT13	0	0	1640.05	3513.99	0	3617.48	0	0	0
KRT5	571.167	845.329	438.61	1539.34	1736.3	1761.06	1802.66	491.019	1591.48
PDIA4	1437.65	1775.45	2020.89	2257.65	2330.86	2824.22	2262.95	3241.79	2264.1
P4HA1	1137.19	1167.13	1127.15	1961.98	1806.02	1830.64	1100.73	1418.58	1071.12
TPT1	0	0	0	0	0	0	193.585	0	705.122
PLS3	747.427	546.766	636.183	431	0	787.375	765.942	0	630.6
ETFA	592.775	0	0	565.366	0	707.207	0	0	567.672
PRKAR2A	36074.6	33335	38399.2	0	410.164	407.202	0	0	0
GTF2F2	1016.2	825.126	1110.72	3744.66	3804.76	3430.72	1817.88	2715.91	2663.46
MTHFD2	0	0	0	0	0	0	969.755	0	1012.35
PRKCSH	2012.01	1937.01	2170.93	3202.72	3658.62	3535.34	4201.2	3616.85	4366.7
PKM	7845.35	8551.79	9341.41	8116.58	7895.99	8258.84	13350.9	13944.7	12888.5
HSP90B1	20835.5	20681.1	24377.9	27674.2	27994.8	28840.6	34859.7	38021.2	33199.4
CCNB1	0	0	613.66	0	0	747.5	775.785	933.703	440.131
MYL6B	455.185	270.113	0	0	0	0	0	0	171.357
SNRPB;SNRPN	82504.7	82517.2	84750.3	103666	110770	110911	93440.2	90828.1	92117.5
HNRNPL	3070.6	661.757	821.559	0	0	289.474	0	141.72	0
DARS1	2327.24	2100.55	1900.25	2538.32	2392.84	2528.9	2167.64	2247.18	2084.88
JUP	0	0	0	0	177.697	216.424	0	0	1257.14
GSPT1	454.394	536.636	590.992	587.235	681.135	610.548	2068.3	1580.69	1928.24
EZR	2604.05	3003.04	2889.56	3454.82	2882.38	3160.05	3468.19	3417.53	3291.58
NME1	2392.92	2235.09	2671.54	2758.64	3020.77	2864.36	3976.47	3740.52	4319.62
PHKG2	0	0	483.014	868.085	0	0	742.612	788.739	647.567
RPS2	23501.7	21396.3	25381.4	43016.8	41943.6	45022.8	23112.6	21740.1	23958.7
DSP	969.663	1388.07	1109.76	2499.74	2058.98	2082.59	2030.73	1959.51	2087.81
RPA2	1926.27	2510.26	2109.27	3479.33	3309.56	3388.7	2701.12	2904.04	2879.48
CBR1	717.425	859.963	1123.46	669.815	1244.87	772.442	1226.27	990.626	1208.54
H1-2	2874.83	0	0	8147.93	8216.4	0	1421.55	2514.59	0
POR	155.843	74.7012	472.528	433.489	589.279	291.151	473.383	315.822	883.074
ATP2A2	2546.12	3156.76	2984.7	4042.34	3849.46	4097.85	2837.97	2936.56	2965.96
STMN1	1712.44	1887.96	2170.77	2154.65	2079.08	2397.53	2482.09	2238.81	2479.22
YBX3	2463.6	2434.13	2630.04	4900.64	4778.05	4990.09	1586.15	1286.71	1504.27
HMGA1	5923.79	8095.46	9537.59	8589.31	12111	7478.77	6259.76	9408.72	14000.1
UBTF	0	0	0	0	0	412.721	0	0	0
HOXB9	0	0	0	805.949	0	0	0	0	0
PRKACA	35491.8	33295.3	37037.7	1145.25	630.195	810.847	727.051	0	433.335
AMD1	8011.52	8303.44	8970.11	10384.1	10909.2	11266.5	9029.64	9264.22	9447.7
CTPS1	936.437	684.279	1059.48	619.139	534.291	772.531	853.443	894.471	1235.56
DDX5	5314.26	5017	5511.26	9456.09	8643.71	8445.69	4360.14	5484.17	4548.5
PFKL	0	751.632	0	465.956	585.165	228.989	741.458	793.115	798.056
PSMC3	3631.39	4329.39	4251.43	5991.32	6392.21	6688.43	6109.83	7090.77	6349.95
TCP1	28804.3	29154.4	32415	41956.4	40355.8	45239.6	38642.5	41149.9	42641.2
PTPN1	198.792	0	0	972.577	1151.42	911.76	1022.71	0	880.326
RPL35A	1513.85	519.794	1446.4	3614.77	4259.7	3303.47	1331.47	1171.78	1357.63
ARF4	5366.79	6072.88	6328.04	7045.56	7105.62	6985.44	8040.47	7289.01	7889.17
RPL7	1456.97	1934.79	2397.1	8896.13	9721.12	9817.08	1668.76	1847.73	1851.98
SON	0	347.533	517.922	2064.77	594.339	690.38	329.259	561.513	0
NELFE	407.785	590.37	702.216	730.908	446.511	746.432	601.01	1047.79	940.083
RPL17	5981.49	5445.95	5935.62	11898.5	13451.2	13195.5	4524.08	5262.12	5538.42
PGAM1	633.893	732.115	789.015	0	0	233.436	208.792	545.257	1113.91
RCC1	0	0	0	219.405	804.805	0	0	0	613.571
XRCC1	0	0	383.16	0	0	0	0	0	0
NCL	2772.71	2753.28	2846.88	4918.27	4650.6	4532.41	6836.72	7921.67	7140.24
HK1	736.836	738.336	889.932	1063.23	1104.32	1164.18	882.091	1069.78	965.734
POLR2C	736.829	511.603	303.62	1039.77	1162.63	1172.65	1107.85	2348.64	1284.63
POLR2E	1752.16	1567.61	1818.03	2528.45	2653.49	2619.11	2272.63	2596.85	2372.89
TRIM21	7882.3	8213.43	8750.32	6980.04	7680.13	7745.75	8933.55	9219.68	9419.67
SRM	897.586	0	0	0	0	0	0	838.563	452.064
CSNK2A2	1593.94	1572.59	1568.4	1089.71	1229.05	1433.54	1383.79	1375.98	1322.26
NFKB1	0	0	0	0	550.718	516.652	0	0	413.932
ATP2B1	1022.65	977.297	944.654	1618.28	1506.12	1865.35	1060	1133.29	1026.01
EIF2S2	1561.97	1383.11	1428.11	2238.38	2275.44	2347.51	1743.44	2305.72	2070.95
BTF3	1250.97	1540.61	1811.5	1867.91	1853.59	2093.54	1761.59	2192.04	2146.69
RAB4A	0	0	0	346.522	0	0	0	0	0
RAB6A	0	1375.37	729.581	0	0	1166.25	616.615	0	0
PSMB1	7888.33	7788.95	8552.38	15471	15082.6	15019.9	12353.2	12634.4	12321.4
COX5A	846.985	914.609	896.996	0	1061.51	1252.22	858.8	692.008	828.212
LMNB1	0	0	0	1174.37	547.214	0	1602.51	359.441	463.917
IMPDH1	0	0	0	0	0	0	714.729	2559.87	795.935
PTMS	1132.24	1135.35	1176.13	1657.87	1688.2	1650.09	0	0	0
CDK11B	3880.14	3910.34	3890.87	4418.54	4452.97	4551.73	3599.32	3899.41	3447.18
ATP6V1B2	1140.66	938.658	1259.44	1734.7	1453.78	1952.48	1867.97	2005.17	1740.62
FLNA	19972.8	18148.8	19024.5	19576.8	20447	23030.2	19013.5	17700.3	17756
NF1	0	188.721	0	0	0	0	329.466	197.078	394
COMT	796.718	831.627	887.616	0	732.768	0	0	858.997	520.617
FBL	58948.8	59256.2	58822.8	61608.6	59321.4	57538.8	81278.4	76781.4	74002.7
GART	3029.82	2802.98	3269.65	4623.61	4722.04	4762.77	5056.35	5527.51	4925.92
PAICS	2992.62	3339.26	3102.75	4211.91	4340.42	4002.28	5233.98	5418.55	5593.71
SCP2	722.115	849.251	939.003	1073.63	1273.3	1006.26	834.772	862.661	860.462
UBA1	1455.84	1228.73	1129.57	659.195	1427.57	1556.49	1678.26	1870.45	1711.44
NME2	0	0	0	0	0	0	541.73	0	569.103
PRKACG	0	1297.51	0	0	0	0	0	0	0
HNRNPA2B1	6873.95	6315.99	6262.35	6232.66	5971.27	5762.22	2925.67	2668.01	3209.22
PRKACB	4757.33	6650.13	6604.67	0	0	0	0	0	0
UQCRC2	527.207	688.019	421.595	1330.24	1302.07	1128.66	794.169	682.112	650.807
FECH	857.003	869.679	958.823	991.263	955.033	737.425	593.066	710.324	563.081
TCEA1	2073.55	2079.25	2172.39	2155.46	17687.7	2456.43	2332.66	2087.75	2551.97
SFPQ	43501.4	48070.6	54030.7	16983.8	18016.1	17572.7	12395.3	15143.3	15639.5
TUBG1	1056.11	933.953	1318.99	1816.12	1709.86	1521.78	1649.09	1295.5	1553.19
PPIB	137964	149089	157275	217371	213881	225340	196010	207211	205590
ME2	0	0	629.508	0	0	0	0	0	0
WARS1	0	2385.44	2233.06	3167.75	2976.87	3331.27	4607.14	4461.12	4470.13
RPS3	42489.3	48256.5	49502.8	92757.3	95651.3	93748.9	56811.4	51741.1	55989.3
JAK1	619.586	0	0	812.937	751.278	0	0	0	0
AHCY	1214.86	1442.64	1436.65	2142.17	2036.12	2362.72	2561.43	3153.82	3047.07
CFL1	3510.29	4842.11	4471.2	4790.69	4761.9	4111.67	4746.76	4748.15	4969.93
EIF4B	21390.1	21450.9	24065.4	18367.9	17529.2	17467.7	19971.6	21430.9	22981.3
RRM1	0	0	377.358	1034.61	1013.82	610.721	699.861	554.193	476.006
EEF1B2	8112.32	8431.47	9248.85	10430.7	10350.8	10244.1	12980.7	13580.7	12526.6
AKAP5	31410.1	35433.6	39225.9	0	0	0	0	0	0
ACP1	0	0	973.364	0	294.685	0	971.172	964.874	1181.33
ACAT1	806.283	628.957	0	948.332	1274.67	1411.5	1408.78	1655.43	1295.82
POLR2A	0	303.144	0	468.405	696.701	924.886	231.176	1388.63	384.386
CDK2	0	0	0	438.66	1068.86	0	889.591	299.662	1885.97
MCM3	5777.74	5351.57	6888.87	12239.2	12525.5	11158.1	10903.6	10217.4	11515.7
RPS12	3687.25	3299.56	3702.37	18798.8	21418.7	20939.9	3980.99	4234.99	4328.37
BRD2	0	786.467	1044.8	1126.25	1302.35	1144.47	1074.3	664.795	674.328
YY1	1196.88	1367.32	1593.26	1271.35	1267.09	1357.11	1241.56	1068.91	1038.58
DNAJB1	0	425.754	0	719.291	843.964	787.352	1207.34	1067.07	841.662
ATP5F1A	4724.28	5439.85	5674.87	6548.54	6206.15	6781.38	5460.69	5786.33	6254.44
PSMA1	7757.96	8142.16	9450.16	16570.9	17283.9	17282.7	13862.3	13480.7	14182.5
PSMA2	5019.61	4788.99	4444.54	9319.11	8918.14	10120.6	6371.69	6632.85	6240.07
PSMA3	4085.1	4890.24	4262.91	8022.45	8309.24	7182.3	7187.98	6422.45	6907.17
PSMA4	8847.15	9101.36	10456.1	15230.6	15697.2	16114.4	13086.8	12256.9	12764.6
MSN	0	742.959	0	700.432	0	0	845.363	568.646	0
DDX6	1467.86	1298.26	1188.76	1320.94	1451.19	1199.87	1451.65	1502.33	936.108
DNMT1	0	0	0	848.894	1009.07	572.687	1090	536.383	906.513
U2AF2	15200.8	18595.5	17677.3	15268.6	16495.3	16650.6	17200.4	17625.4	15948.1
RPL13	2934.46	2882.31	3335.49	10373.9	12368.2	10004.1	2927.31	2599.06	2553.51
HMGB2	12958.9	19454.6	14005.8	22546.2	23041.4	23882.1	21837.1	26681.9	26662.4
PTBP1	2489.61	3269.94	3198.2	1817.16	1788.85	1917.88	1573.21	992.742	1768.66
TARS1	1926.3	1190.66	695.122	881.039	654.054	735.271	983.796	992.615	855.951
VARS1	2110.51	2284.76	2351.64	3845.58	4530.78	5283.26	4132.11	4151.64	3743
EEF1G	9764.66	12321.1	11159.8	15531.3	15606.1	15511.8	21176.1	22015.9	21436.9
YWHAQ	507.704	426.519	412.126	836.834	648.73	847.629	734.189	671.771	821.99
RPL10	8828.03	8594.05	8927.41	16093	15928.2	15228.8	7000.11	7862.07	6689.22
RPA1	3243.76	3396.24	3954.88	4603.49	4062	4580.27	3871.91	4544.42	4223.94
APEX1	1378.36	1637.69	1380.35	1994.65	1958.44	2108.97	1831.2	1881.07	1579.07
CAD	5506.15	6237.29	6413.9	10924.6	10963.6	10252.8	12088.6	11931.5	11701.9
CALR	1091.59	0	1520.6	980.75	1313.33	965.128	1181.7	1121.99	1298.34
MAP4	740.355	947.08	760.683	801.888	1543.29	1030.99	991.68	1379.3	812.921
CANX	7973.64	8479.86	8684.81	9919.86	11693.4	11870.4	9149.83	9725.76	9230.37
