Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
DYNC1H1	1312.96	1784.15	1722.87	1516.64	1633.12	1462.39	2075.21	2063.35	1957.69
EIF2B1	1825.11	1662.82	1821.18	3120.71	3203.23	3054.71	2123.35	1898.9	1975.22
EIF4A2	13463000	1372320	1055600	5265.68	6169.86	5540.9	6670.41	6784.76	6361.95
ELOA	2676.13	2821.26	3232.49	2564.86	2807.64	2981.23	1900.98	1735.79	2170.22
MAP7	11736.2	11174.1	14445.8	11898	11570.4	10938.4	11816.9	11782.5	11529.8
CTTN	1434.47	1378.73	1363.55	1268.1	1451.97	1430.74	1321.93	1420.75	1402.15
ENDOG	0	0	0	30679.4	29262.5	30650.8	0	0	0
RCN2	5083.37	5030.45	4771.45	5024.35	5430.49	5419.93	5378.44	5108.54	5559.36
TRIM25	0	222.121	228.862	0	0	516.436	369.542	0	0
FKBP8	675.151	848.262	738.183	1082.77	1812.84	1365.84	1331.56	99.1458	868.785
FAM50A	0	925.976	4097.08	3898.44	4596.65	5710.29	1117.39	3927.72	955.553
FRG1	21727.1	19271.9	21570.1	21397.9	23581.4	23714.6	23070.9	26241.2	26416.4
GNA13	0	2555.42	0	5133.17	0	0	3027.6	0	0
CAPRIN1	29362.8	26480.5	17655.4	3497.66	19806.4	19417.6	14104.6	22555.7	20706.1
SLBP	1859.83	1794.23	1914.84	1190.13	1396.5	1035.25	0	738.151	0
RBM39	3885	3830.23	4294.97	4918.77	5344.84	5216.72	3726.44	3871.57	3960.44
PDIA5	0	1370.31	1372.43	1179.01	1427.36	2306.16	431.023	1221.61	1563.99
PRPSAP1	0	0	0	0	330.673	0	273.45	0	0
MCM6	4468.96	4464.03	5112.42	9738.75	10441.6	9587.3	8917.02	9029.02	8872.14
TRIP12	0	0	0	0	0	0	0	127.336	0
CLINT1	435.676	0	561.693	672.28	400.901	671.983	365.352	592.076	388.234
MELK	57.1656	0	0	546.292	0	0	0	0	298.645
SMC1A	1480.47	1524.18	1694.86	2403.56	2746.04	2331.92	2016.99	1977.32	2191.88
RRP1B	1942.44	1941.25	2501.49	3710.28	3599.34	3206.42	1943.47	1723.56	602.147
BMS1	598.14	671.351	0	0	319.333	0	158.091	0	0
USP10	488.414	0	0	0	0	0	0	0	0
MESD	0	0	0	1937.9	1705.97	2077.57	1714.72	1419.91	387.961
GANAB	3321.03	3943.39	3802.91	4644.6	4506.34	4495.18	5570.99	4877.18	4984.8
LBR	5508.35	5843.31	5757.92	19523.1	21616.2	19309.6	5846.68	6858.06	6149.18
COG2	0	0	0	742.715	0	818.04	0	0	0
LTBP1	1172.06	1203.35	1242.54	1341.89	1548.78	1339.59	1161.43	1297.9	1284.39
CHD4	895.372	1156.72	1175.14	1240.44	1129.25	1262.15	1126.81	1087.42	1016.41
LASP1	0	0	0	608.591	595.256	0	785.797	0	614.023
DRAP1	0	555.954	0	718.545	732.795	807.098	833.856	0	817.673
RAB39A;RAB39B	0	0	0	0	0	0	0	275.053	0
ZNF638	4748.18	3937.62	4746.38	5241.47	5572.89	5312.89	4087.57	5009.94	4192.99
KPNB1	6959.86	7465.8	9193.4	34793	32487.8	36275.3	10334.7	9969.04	9852.6
NOLC1	4472.4	4557.07	5786.73	6059.44	5928.67	5530.02	4245.54	4743.18	4304
NUMA1	0	450.621	0	0	0	0	0	0	0
PSME4	0	0	0	0	0	0	0	0	758.178
CUL7	1685.4	0	0	427.537	1020.1	1173.86	2307.51	712.866	874.773
GAPVD1	1414.43	1178.12	1754.22	1901	1634.43	1819.05	1605.24	1398.06	1866.18
NCAPH	2942.82	4565.7	5318.52	6312.95	2952.3	3169.29	2639.8	2907.68	4441
PCLAF	1195.53	654.744	697.34	1599.39	981.859	1411.3	2003.18	1563.71	1592.97
PSMD6	4389.03	4388.61	5018.78	4922.16	5617.84	5321.08	7035.6	6894.04	6043.62
MORF4L2	3285.6	1992.32	1282.74	6892.21	7110.57	553.202	5271.74	1552.63	1482.15
ABRAXAS2	700.622	0	0	548.14	722.638	638.115	475.046	631.366	476.057
SEPTIN2	2607.18	3202.08	2955.24	4314.56	4508.18	4109.47	3914.29	4670.46	4702.87
SART3	1535.47	1692.79	2576.68	62727.2	62275.7	61759.1	2571.47	2435.02	2193.02
NCAPD2	5235.15	5949.01	5823.61	7566.76	6779.94	6651.88	6845.65	6535.12	5944.33
EFTUD2	4832.93	5812.42	5997.24	7757.54	7551.06	8104.44	8333	8767.72	9510.35
ARL6IP1	0	0	0	0	0	0	0	0	1243.82
RAB3GAP1	0	0	0	464.348	502.236	559.755	260.01	93.865	408.598
SLC39A14	636.981	642.643	1041.88	880.097	1066.04	878.894	725.288	574.931	775.945
KARS1	0	880.575	704.076	611.661	577.478	1608.09	741.38	694.845	929.961
IQCB1	0	0	0	144.2	0	0	567.318	0	295.335
POLD3	0	0	0	0	0	0	0	173.397	0
EIF4H	5371.15	5883.11	6386.84	7285.69	7327.41	7684.62	8069.76	7438.11	7485.61
ACAP2	1417.64	1237.37	1634.6	2456.84	2255.69	4141.5	2365.08	2291.77	1729.64
KIF14	0	0	0	422.096	418.084	0	157.368	0	0
BRD3	467.428	544.701	1074.57	452.162	1007.04	993.044	1035.22	716.168	1130.14
EEA1	628.883	475.404	1225.97	426.869	647.374	480.505	596.728	259.324	490.448
PDIA6	9728.56	13523.9	12085.6	14720.3	14832.2	15154.2	16331.8	15550.9	15220
PDK3	697.911	1108	1149.5	714.799	0	715.681	176.479	415.941	0
EBP	0	0	0	1262.99	1229.86	0	0	936.538	0
PLEC	0	0	0	218.642	715.917	2551.08	0	0	0
PPA1	2071.47	2044.27	2446.01	2149.82	1841.53	2061.42	2383.86	1995.3	2092.88
PTGES3	1505.45	1303.94	1516.62	1240.63	1649.99	1425.93	0	1091.18	0
STK38	40654	40434.2	45035.9	49843.2	49414.2	51161.5	66033.8	73406.1	73606.2
NONO	18355.6	17318.8	21349.9	8198.86	9105.73	8442.78	6833.51	6776.11	6858.71
RABEP1	701.111	582.713	830.393	634.583	711.047	1053.48	819.546	890.563	731.958
RNPS1	29891.3	29785.8	36594.2	68750	67949.8	73693.7	55669.4	53957.9	54046.7
RCN1	900.054	860.784	26432.5	1645.53	19249.2	1690	1442.36	1552.17	1484.18
LLGL1	0	0	0	569.962	1214.6	689.316	956.693	0	631.672
TMED2	0	445.087	0	588.951	155.16	0	0	0	0
PCBP1	3152.64	3290.28	3299.18	2223.22	2797.2	2709.09	0	0	2949.56
PCBP2	3600.92	3660.38	3706.05	3483.5	3142.97	3517.63	2305.16	2565.04	2743.88
ELOC	410.083	412.364	769.258	548.445	1450.35	454.043	761.2	1209.43	1079.54
ELOB	1583.59	1854.79	2000.21	2771.17	2711.4	2631.79	2931.22	2429.17	2325.73
RHEB	0	0	0	455.575	0	0	0	0	0
DHCR24	1341.47	1619.63	1369.34	2210.19	2245.48	1910.48	2389.1	1972.41	2080.34
SF3B3	1999.72	2549.02	2248.2	1807.4	2017.7	1957.98	4578.98	4658.74	4812.12
RSU1	0	0	251.698	0	0	504.605	820.521	0	0
CNN3	613.642	589.774	759.737	1004.77	1007.06	1098.37	732.727	886.005	865.345
SAFB	518.177	842.907	969.247	713.263	620.309	839.858	988.764	1068.37	994.299
SF3B4	669.557	796.236	710.545	1375.89	1359.2	1633.65	1495.21	2074.52	2427.02
SF3A2	859.966	814.151	1141.73	1733.01	1900.14	1920.49	1691.67	1638.08	1851.45
SEC23A	1188.68	0	0	0	1043.8	0	922.295	1773.04	820.948
SF3A1	1736.35	1426.84	1632.14	2219.32	2415.65	2202.29	2487.77	1629.94	2277.7
SKIC2	0	0	725.761	1020.51	1513.43	494.733	832.648	951.578	777.667
TCEA2	0	0	0	1103.4	948.9	872.595	572.484	0	670.127
TSN	0	0	0	0	0	654.426	0	206.376	0
SF1	1182.43	983.663	917.691	648.234	1034.14	735.362	1227.69	806.428	804.283
TRIP13	1034.23	1017.7	1110.12	1471.09	1384.17	1397.56	1566.49	983.572	1573.08
MED1	0	532.321	501.556	354.087	402.581	559.068	350.907	409.891	0
TRIP6	981.987	848.541	366.682	665.977	897.859	1118.42	1055.75	1321.8	924.012
MAPRE1;MAPRE3	0	0	0	0	318.731	0	227.762	0	235.075
ELAVL1	2034.2	1835.73	2488.48	941.636	1015.95	770.531	0	0	0
NSDHL	0	0	0	1205.36	1509.7	310.812	1793.19	680.986	460.02
TAB1	376.418	1211.16	1089.82	1257.18	1260.31	1377.69	1579.59	1442.26	1574.23
SLC1A5	3398.06	3540.57	3728.1	2980.83	3351.71	3025.89	4071.78	4721.3	4048.93
MLF2	968.935	993.519	1008.19	1653.75	2387.47	2085.15	2007.03	3862.56	2058.33
TOMM34	599.5	807.45	693.55	1132.55	840.249	1119.33	2835.62	994.842	1009.97
NEDD8	954.778	399.296	885.022	982.916	1085.66	1051.84	1141.75	1065.43	1208.48
ATP6AP1	0	0	0	602.898	731.324	880.054	531.27	512.485	0
RAB11B	1905.09	3834.45	2290.35	2842.21	1937.51	3091.29	2323.89	2774.52	2472.58
ZYX	2541.87	2406.48	2972.56	3008.69	2523.26	3119.11	4807.5	4668.78	4691.29
SEPTIN7	2258.42	3524.6	2665.52	3721.91	2986.47	3572.95	3816.88	3441.85	3566.04
ADRM1	985.564	1290.39	1267.16	1108.63	1161.57	1285.84	1234.82	1606.86	1273.29
CCDC6	0	0	0	1066	822.954	372.756	997.136	1150.81	1129.16
PDCD2	0	0	0	547.665	0	0	634.47	650.658	725.433
INA	706.731	450.518	845.108	1432.32	1032.7	1219.34	701.943	527.431	691.93
PKN2	0	0	0	972.034	835.091	807.795	0	0	0
CSRP2	4063.83	4800.31	4781.37	8625.15	9264.49	9131.54	6710.6	7908.35	7404.28
DDB1	3984.43	4059.86	3988.28	6180.02	6841.33	7435.81	6111.17	5970.71	6123.17
CDC37	1840.5	0	0	2204.94	2721.6	2146.65	2946.36	3076.14	3399.51
DPYSL2	968.248	779.335	1174.59	1154.03	3146.63	1324.74	1328.65	1519.09	1290.91
SYPL1	0	0	0	0	0	0	0	495.114	548.812
RBBP7	9917.24	11115.5	12601.3	10689.2	11932.2	12902.4	10802.6	11106.3	11046.9
SRSF7	3535.54	3269.53	3675.15	4659.08	4388.83	4938.51	2352.19	2298.37	2262.47
CPSF6	7239.97	7974.34	7599.6	9082.21	10013.4	9674.14	8711.74	8986.63	8589.96
DBN1	498.08	0	433.123	1500.47	1297.78	1257.79	0	0	0
MAPK6	1156.12	824.912	815.618	767.797	874.877	771.308	802.762	680.91	1014.79
DUSP5	0	0	0	0	0	0	548.909	0	0
NDUFA5	0	0	0	704.805	0	438.626	503.668	549.586	702.313
UBE2S	1005.47	998.456	1024.97	636.594	0	1016.92	1132.71	1518.23	1123.17
QPCT	7743.14	8120.3	7922.07	8921.56	8850.98	8957.31	10980.7	10942.6	11022.4
NDUFA9	0	0	0	1012.46	948.161	643.556	0	473.233	313.937
HADH	0	0	0	0	0	0	0	0	492.349
CYP51A1	0	0	573.823	0	0	0	0	0	837.565
UGP2	672.924	737.175	674.859	584.295	751.824	732.36	962.87	1051.96	1038.46
ATP6V1F	0	0	0	0	805.947	854.216	942.857	0	0
PFKFB3	1397.03	1586.48	1352.65	2423.2	2678.73	2538.08	1708.48	1683.29	1871.91
UGT8	0	0	0	246.57	0	110.658	0	0	180.667
KNOP1	1081.57	965.545	883.737	1437.7	1268.12	1363.96	840.178	814.251	831.88
INF2	569.199	327.352	982.652	815.927	185.531	705.12	962.05	64.4103	2384.14
PDS5A	0	0	0	0	0	0	0	0	352.668
WASHC4	480.909	765.036	732.378	850.382	1059.36	965.997	1348.3	837.227	1148.61
TSR1	334.042	0	0	0	1678.05	974.454	1024.37	970.652	579.146
ALG11	0	0	0	442.768	0	0	0	0	0
SMU1	269.199	525.003	462.203	711.979	627.91	829.745	516.822	542.328	602.078
CWF19L2	10005	10344.3	11739.2	14577	13994	14219.7	12349.6	11107.8	10668.5
LRRFIP1	128.956	0	0	904.399	714.521	435.688	394.724	599.696	491.195
POLR1F	724.893	1020.61	1208.05	1124.04	952.872	812.056	1032.73	1070.59	1057.45
EDRF1	3596.78	3702.26	4315.39	0	0	0	0	0	0
MAP7D1	0	0	0	221.646	377.477	0	0	398.571	0
LSM12	1967.34	2271.84	2451.24	496.138	261.155	248.6	0	0	282.095
HSDL1	429.42	447.035	0	0	0	247.593	292.648	0	0
RABL6	4653.95	4074.46	3737.17	3928.44	3895.45	3526.65	4020.46	4137.94	3732.29
VMA21	1245.38	1162.01	0	1572.09	1880.18	0	1348.45	0	1631.24
TIMM50	1600.16	1743.11	1673.55	1494.35	1605.86	1739.66	1593.41	1661.76	1527.87
GLYR1	0	0	0	0	633.161	0	0	0	442.081
MAP9	0	0	622.56	0	990.074	0	0	0	0
LARP7	1595.6	1395.64	1470.18	228943	243085	241989	2064.39	2179.31	2173.99
NADK2	0	0	0	789.91	0	280.782	0	0	213.856
GXYLT1	487.868	278.685	499.473	780.748	540.564	757.483	428.975	475.584	2231.86
TBC1D10B	3558.79	3961.27	3800.38	6378.36	5672.64	6273.19	5043.91	4650.6	5010.26
CTXN3	0	0	0	0	0	889.049	0	0	0
GRIPAP1	0	0	0	324.64	528.398	735.828	0	431.589	0
BCL7A;BCL7B;BCL7C	0	0	0	0	403.719	0	598.036	0	0
FAM98B	919.215	303.491	845.283	1230.4	1452.94	1145.6	1265.71	1668.01	1428.84
PDCD4	701194	751720	867916	0	0	0	0	0	0
GPAT3	223.139	0	241.493	2540.39	287.272	264.168	0	0	182.925
HSD17B12	3327.1	3941.83	3646.03	4876.9	4177.68	4748.27	4221.31	4447.64	4015.85
USP39	667.554	817.905	831.32	1486.42	1473.75	1376.24	750.109	871.348	872.761
AKIRIN2	0	0	0	0	0	0	169.103	0	0
PYCR3	0	0	0	0	601.601	758.019	702.491	508.927	0
EIPR1	0	0	0	1591.4	1459.39	0	487.926	1101.34	877.996
ACTBL2	32796.9	35123.3	38701.6	90303.7	89968.5	97927.9	30065.9	31760.4	32708.3
CCDC93	0	378.76	403.178	653.145	866.312	959.491	909.002	753.074	796.84
SPIN4	530.392	436.188	554.623	804.811	859.218	618.841	525.389	394.757	405.308
EAPP	340.657	0	0	489.163	610.179	633.239	0	409.827	635.83
HSP90AB4P	1618.14	1749.77	1685.7	2349.79	2228.92	2380.58	3082.08	3036.13	3212.48
HSP90AA4P	0	0	0	1186.45	1133.41	1261.12	1460.47	1713.51	1346.32
TMEM97	0	0	0	1556	1723.53	1613.56	1676.38	1468.68	0
FAM133B	91367.8	84204.7	99978.6	116921	108232	116887	120244	125045	130364
ZNF326	1895.06	1488.33	1737.35	977.157	1173	1129.85	1155.93	1383.91	1173.11
PPP6R3	1080.19	920.169	1105.23	1062.68	1208.28	1677.31	1367.12	1162.34	1174.83
RABL3	0	0	0	0	1654.76	0	0	0	0
FAM76B	0	0	1191.58	1136.96	0	0	894.978	0	632.356
EARS2	0	0	0	0	0	438.456	0	0	0
DOCK11	0	0	0	0	0	0	561.873	775.043	691.07
PRRC2B	1042.77	1471.58	1294.15	1092.67	0	794.597	476.055	0	376.894
RRP12	1174.46	621.59	673.921	2013.67	1685.07	1683.03	685.5	881.265	688.284
AARS2	565.494	0	0	0	0	0	0	282.013	0
TEX30	0	0	0	0	0	538.345	0	0	0
PCID2	0	430.539	173.82	262.236	167.847	0	0	352.275	0
HABP4	495.214	0	0	494.831	622.932	592.95	492.071	0	476.553
SLC27A3	0	0	0	0	0	0	0	1107.06	0
SPECC1	227.372	0	0	0	318.189	0	0	0	0
RABGAP1L	0	760.596	0	1125.64	1399.07	1175.99	1301.73	1137.48	1404
EXOSC6	2068.72	2634.13	2713.81	3457.17	3615.78	3714.34	4219.11	4404.52	4474.37
ATAT1	0	0	0	0	1053.11	1292.31	1327.1	865.099	0
NUP188	0	0	421.526	0	0	0	0	0	238.614
HP1BP3	0	0	0	475.56	787.852	879.282	378.463	0	0
VARS2	0	0	171.58	442.503	626.845	0	0	0	0
ODR4	0	0	0	0	96.1116	522.395	0	0	0
NOL9	0	0	0	645.411	391.241	1124.75	0	584.232	620.015
CHCHD2;CHCHD2P9	769.486	1117.19	1133.72	38903.6	40460	40595.8	1014.01	1695.41	1096.72
ZC3H13	1250.65	929.268	1247.85	2031.44	1428.04	1560.68	1113.68	1368.78	870.838
SPOUT1	0	0	0	631.072	0	0	0	0	0
GPATCH4	351.449	0	432.466	1794.13	1599.58	819.601	0	706.688	847.488
IBA57	2026.84	2137.59	2301.13	3165.14	2689.12	2688.38	1867.66	1629.98	1727.64
UBR4	0	0	523.167	0	0	464.183	365.943	538.454	1076.04
ARHGAP21	0	0	0	0	607.297	0	0	0	0
UBAP2	1287.49	1320.26	1110.18	1345.55	1585.25	1210.71	1183.34	1030.95	1747.88
RBM26	2497.07	1886.66	2311.75	4578.71	4495.19	5091.47	2686.81	2550.16	2123.58
WLS	0	0	0	466.3	295.095	358.071	241.391	438.02	280.662
DCAF8	782.217	997.647	1128.84	1383.46	1460.03	1503.7	1081.41	1096.74	1069.41
ERBB2;ERBB4;MAP3K10;MAP3K11;MAP3K21;MAP3K9	0	0	0	0	266.262	0	0	0	117.709
VPS13D	0	0	0	365.209	354.945	0	0	0	0
RIF1	0	0	0	258.446	223.473	0	0	0	0
VPS53	646.763	1698.55	675.124	1098.12	1211.08	1139.91	1110.05	1576.68	1132.6
STRIP1	601.212	863.617	495.002	639.016	825.371	1056.38	1093.3	780.62	914.124
CDC42BPA	0	0	511.884	288.542	1402.04	464.582	0	0	0
RPRD2	0	0	311.176	383.988	1114.66	1210.27	0	913.311	0
ANGEL2	0	518.46	631.966	914.106	1008.22	1190.45	0	0	0
PRPF38B	11325.5	11698.9	13253.9	15057.2	13646.3	15387.1	12681.2	12046.5	11640.4
RNF20	814.483	934.508	880.15	1537.51	1963.92	1654	1123.19	1497.02	1104.23
ZNF318	3926.61	0	4393.65	2811.9	0	4200.67	3215.72	1719.3	0
LRCH2	898.328	413.006	447.98	1132.23	944.741	1070.06	1017.39	816.123	936.822
CDKAL1	0	0	0	0	1139.75	1108.02	0	0	0
FOCAD	800.252	1020.54	840.341	1082.55	1388.48	1322.36	893.374	1207.63	970.308
ECPAS	1877.92	1493.72	1910.05	2068.86	2310.36	2048.5	1899.13	2463.38	2335.5
MBNL1;MBNL2;MBNL3	0	573.746	1645.1	0	0	0	0	0	0
CARMIL1	0	0	159.378	0	0	0	0	0	0
OBI1	0	0	0	0	598.723	0	0	0	0
FBXO31	0	0	0	0	0	0	8317.94	7270.74	7633.93
RNF213	0	0	0	0	486.691	0	377.616	415.344	0
WASHC2A	184.683	266.918	514.696	2842.78	666.954	770.083	683.628	747.141	780.058
STEAP3	0	0	0	605.7	517.661	479.705	0	0	0
FAM91A1	0	181.285	0	574.286	0	0	0	0	0
LARP1B	395.15	334.199	391.989	699.854	1054.74	651.309	918.464	0	562.077
MAP1S	455.789	0	0	0	462.999	0	0	577.09	593.78
ARL6IP4	71167.6	72266.2	79563.1	89683.8	85008.2	89009.4	87440.4	81920.2	84298.7
UTP25	0	0	0	614.856	0	0	0	0	0
HAUS3	685.271	0	384.243	402.325	1479.56	334.931	1586.18	1129.92	1329.64
SPTY2D1	1574.38	2113.21	1993.77	2351.3	1984.42	2016.7	1941.75	2230.7	3777.79
ARHGAP17	0	0	0	0	0	1132.45	2221.57	987.764	1108.76
NCBP2AS2	0	0	0	221.591	0	0	0	0	429.951
SPECC1L	0	0	0	255.12	330.934	0	0	0	0
ANKRD40	0	0	0	0	0	648.334	414.202	0	0
BLTP3A	0	0	0	209.687	0	0	227.392	0	0
CIAPIN1	0	476.51	0	0	0	0	617.005	458.117	407.967
ELP2	695.127	917.229	719.499	1239.18	1398.85	1133.4	1115.94	1122.72	1118.37
DHRS7B	0	0	0	301.645	607.236	0	681.335	429.283	467.059
NCAPH2	0	0	0	313.596	341.632	331.971	332.803	404.847	310.146
PPP4R3A	569.356	732.565	507.341	933.206	915.259	977.859	790.218	627.981	1132.9
SDE2	272.688	0	0	0	251.253	0	0	1143.4	0
PDE12	154.828	0	1258.91	355.884	0	0	0	0	874.902
NAA16	0	0	0	0	0	0	907.943	782.508	481.142
DENND10;DENND10P1	0	0	0	658.345	0	94.3483	1577.53	0	1261.11
TMEM214	0	0	0	0	255.757	0	0	0	0
MZT2B	867.908	682.524	681.17	1072.5	1151.63	1001.83	1537.89	998.615	1335.11
CAVIN1	927.814	660.452	910.686	851.977	542.026	1012.8	611.094	634.489	873.1
ZCCHC8	0	0	0	747.593	861.034	1244.26	0	0	0
DHX57	0	0	0	541.662	0	148.616	0	0	0
MRPL54	0	0	0	1781.13	1838.88	1923.75	2341.09	2081.38	2045.03
LPCAT3	1124.8	0	671.964	643.781	656.583	865.69	1287.04	563.303	541.574
CDC73	898.093	852.113	970.224	1072.93	1052.68	1279.34	2248.17	2452.01	2479.04
FAM117B	0	0	289.631	0	0	387.477	0	0	0
MRPL14	1653.39	622.157	2101.75	2000.1	2171.93	2032.46	1768.46	1737.87	1937.34
SLC27A4	364.121	471.254	242.611	232.692	588.346	782.507	315.681	222.222	267.735
CC2D1A	0	278.576	513.229	0	357.188	346.827	579.458	489.556	468.607
TAF2	2251.3	2090.88	1900.36	1822.38	2423.59	1926.11	1375.03	1380.72	0
EDC4	0	0	566.922	171.646	319.208	888.543	418.986	325.594	130.808
PRPF8	4992.34	3771.61	5000.38	5747.28	5620.25	6237.75	4572.01	4251.93	5162.94
SCYL2	386.738	0	545.762	0	0	623.248	878.957	802.932	465.43
RPL22L1	0	0	483.392	473.954	0	401.897	1059.25	1106.51	1030.57
ALKBH5	0	0	733.577	1082.16	446.257	1131	889.981	0	1184.34
PDXDC1	0	0	0	0	0	0	0	0	489.079
CTR9	830.361	798.995	814.76	1111.43	1524.12	759.386	762.499	710.616	634.112
PSRC1	1210.95	1330.13	1340.17	2214.58	2577.12	2413.43	2512.48	1950.29	1773.37
SKIC3	0	370.023	0	447.037	600.492	297.953	516.234	402.243	378.89
DARS2	1414.88	1536.3	1793.64	2360.34	2491.21	2111.93	1619.18	1763.12	1490.5
TRIM65	400.191	613.015	501.527	603.872	434.711	422.666	627.31	0	601.96
BRAT1	0	0	524.911	211.727	0	0	806.857	0	833.312
CCDC137	557.274	664.705	793.167	992.083	1232.35	597.699	0	798.975	0
LARP1	3065.18	3368.49	3372.91	2889.12	3278.44	2517.19	1842.11	1895.89	1757.32
BLOC1S3	0	0	0	0	0	0	0	664.004	0
BLOC1S2	810.826	0	0	0	907.398	0	1237.03	1456.73	1416.55
SARM1	751.383	810.111	933.354	1332.3	1312.81	1378.77	1507.12	1613.3	1359.86
MTHFD1L	4335.97	4655.95	4852.42	4379.68	3626.95	3897.9	3025.71	2875.05	4098.85
ANKRD11	652.529	0	599.259	0	0	0	0	0	0
FIP1L1	725.604	854.183	2729.66	1059.71	901.655	1035.64	867.673	444.521	1822.33
CRTC3	0	0	0	559.45	0	0	0	0	697.838
LCLAT1	0	0	0	0	411.237	372.989	0	0	0
LMBR1;LMBR1L	0	0	0	0	0	0	0	0	188.422
WDR82	1146.33	1564.54	1023.47	1312.79	1224.62	1546.88	1222.45	1474.98	1223.08
RANBP10	0	0	0	0	0	0	358.461	0	438.636
PACS1	0	0	0	0	2226.83	301.349	0	0	0
RAB11FIP1	0	0	1901.31	1780.24	1666.82	1668.82	0	0	0
GIGYF2	1476.31	1487.45	1530.42	1966.26	1756.15	1866.78	1424.01	1731.77	1806.35
THADA	0	0	0	0	78.7562	211.08	360.505	0	344.545
STAC;STAC2	0	0	0	0	0	0	1466.69	0	0
LIN28B	0	0	0	0	0	376.721	0	0	0
NFXL1	0	0	0	652.926	807.265	1013.71	0	639.934	715.539
C1orf122	0	0	0	0	0	0	0	257.406	0
NKAPD1	292.189	1033.1	0	0	0	0	0	0	0
VPS13C	0	0	0	735.714	423.275	712.81	164.763	336.459	552.523
USP34	0	0	0	550.234	696.487	759.158	459.112	0	609.021
MOB2	0	0	0	0	387.972	0	0	293.954	0
FRA10AC1	1084.44	1173.66	1182.87	1490.47	1658.44	1693.89	1474.72	1195.14	1232.35
LARP4	642.144	536.083	491.15	0	0	0	0	0	0
TUBA1A	7949.67	5616.6	5804.39	6394.31	6565.75	7116.11	10086.6	9752.92	9929.62
RPS27L	6194.07	6670.33	7602.91	11570.9	11035.2	10962.2	9828.01	11719.5	10918.6
SUPT6H	0	0	0	0	0	725.16	296.724	500.165	403.782
SND1	1556.62	1624.37	1401.77	1825.09	1883.64	2066.19	2644.22	2892.46	3091.74
MARK2	0	0	0	0	0	824.693	322.801	0	0
DDX46	37968	39796	44119.2	47684.1	47970.6	50260.3	43176	46835.2	47355.7
TRMT10C	1236.64	1534.47	1867.17	1691.49	2099.62	2188.29	1653.87	1871.6	1486.96
BZW1	1004.11	523.668	696.615	1170.36	1150.73	1040.24	1374.78	1061.08	1006.72
DHX30	0	271.826	471.456	1253.35	1232.22	1313.57	0	0	0
EIF3M	10625.9	14190.7	12812.2	3074.93	3217.11	3143.85	2392.73	2848.94	2146.58
MEPCE	1660.48	1751.33	1880.47	1079750	1221480	677180	2167.28	2120.27	2218.79
RSRC2	9992.99	9938.39	12209	16574.7	16757.8	17695.4	11900.3	11936.1	12875.6
CYFIP1	1041.56	1521.39	1734.97	1954.5	1949.75	2237.52	1977.57	2243.76	1761.5
GET4	500.584	832.695	222.529	2057.83	2359.77	2584.09	1766.95	0	271.189
COPS6	1728.92	1565.92	2465.04	2811.76	2873.04	3030.93	2915.44	2885.31	2859.48
MAEA	0	0	0	0	0	439.553	518.675	0	323.395
TAOK1	456.511	660.475	664.258	792.853	395.053	829.642	981.903	957.128	698.786
FASTKD5	0	476.266	365.965	882.403	1547.82	855.566	405.868	694.544	608.672
MOB1B	541.964	0	0	614.843	900.679	795.998	978.94	1374.55	1275.41
CHMP1B	0	0	0	0	0	0	0	643.817	471.625
PHF5A	1362.05	973.133	1046.55	1334.33	1479.83	1565.3	1244.96	0	1371.07
TRMT1L	0	0	0	885.238	1245.7	1402.56	0	0	0
ZC3HAV1	0	0	808.692	1004.6	1634.35	1137.45	0	0	864.664
TRAPPC11	488.868	326.483	414.862	643.645	583.552	1057.19	551.047	709.893	740.302
NUP54	0	0	178.84	0	0	0	686.147	0	0
ATG9A	0	0	0	0	265.544	253.212	0	0	0
ARMC9	0	0	0	0	0	1145.44	0	0	0
VPS35L	0	319.09	0	687.203	6791.79	719.629	584.224	6905.54	874.495
ZFYVE16	0	0	0	0	174.897	0	0	0	312.211
MON2	2134.66	2071.93	1698.92	2843.52	2969.21	2733.18	3175.68	2884.15	2609.49
MYH14	3670.84	3469.49	4081.03	3684.82	3621.05	4095.79	4098.44	4062.24	4165.48
NUFIP2	3109.57	3204.54	3553.09	1828.1	1497.4	1606.72	1257.43	1241.34	1233.18
PKD1L3	0	0	0	0	0	1159.49	0	0	0
HAUS6	0	509.669	0	194.05	0	518.23	0	169.152	507.748
KIF21A	0	0	0	465.672	380.237	551.772	0	0	443.411
HDGFL2	617.992	668.285	1087.4	1019.38	1571.4	1375.62	1647.84	1654.68	1664.07
DCXR	0	301.538	282.465	0	0	0	274.851	243.523	346.198
ARHGAP22	595.477	594.987	686.212	868.775	704.18	860.461	449.482	354.486	0
RBBP6	0	1645.42	0	0	33.7041	1995.54	0	0	0
HUWE1	2790.22	2688.8	3089.17	8988.16	4247.52	4000.05	3331.77	3315.28	3490.38
CTU1	0	0	0	0	0	0	0	0	613.488
SLFN11	240.304	454.41	497.847	1108.91	574.212	569.974	803.995	1238.37	934.393
PIP4P1	0	0	0	0	950.653	0	0	826.994	0
PATL1	0	0	0	652.205	0	712.393	0	0	0
