Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
H1-3	2	0	1	2	2	3	0	3	1	3	3	5	1	1	2	1	3	1	2	2	4	2	2	2
H1-2	9	15	7	15	17	23	6	7	8	17	17	19	9	8	7	15	13	16	12	10	16	22	23	17
MGMT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
FER	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ATP2A2	5	6	6	9	4	2	11	8	9	6	5	6	23	19	17	6	7	12	4	9	3	4	5	5
STMN1	3	3	4	1	2	0	3	4	4	0	0	0	3	2	2	2	4	3	2	5	2	0	0	0
ZNF24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	6	3	0	0	0	0	0	0
ZNF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF8	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0
TMEM11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
PRKCA	0	0	0	0	0	0	0	2	2	0	0	0	0	2	3	1	2	0	0	0	0	0	0	0
JUNB	6	6	7	1	1	1	41	34	39	0	0	0	3	2	3	32	41	31	1	2	1	3	1	1
UBTF	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0
JUND	2	1	0	0	0	0	5	4	5	0	0	0	0	0	0	9	7	8	1	0	0	1	1	0
ATF7	0	0	0	0	0	0	5	10	9	0	0	0	0	1	0	6	10	12	0	0	0	0	0	0
PRKACA	3	6	2	5	5	1	0	9	5	5	8	4	4	5	5	4	5	4	4	2	2	3	5	3
CAPN2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1
DES	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CEBPB	1	0	1	0	0	0	6	5	3	0	0	0	0	0	0	5	4	2	0	0	0	0	0	0
PTPN2	0	0	1	0	0	0	1	1	1	0	0	0	3	1	3	4	4	7	0	0	0	1	0	0
CTPS1	6	6	10	2	2	1	7	6	9	1	2	3	7	11	9	5	6	2	4	3	3	2	1	2
ENG	0	0	0	3	1	1	0	0	2	4	3	1	0	0	0	2	1	0	0	0	0	1	4	2
DDX5	23	19	18	13	14	9	33	28	38	12	17	17	32	21	20	29	49	29	17	19	19	14	13	15
PFKL	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
LGALS3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PSMC3	16	13	12	2	4	1	19	14	22	0	0	0	39	34	39	10	10	14	12	10	6	0	0	0
TCP1	21	22	22	23	16	10	15	14	16	19	24	24	21	22	23	23	26	24	11	9	15	19	18	20
PTPN1	1	4	2	0	0	0	9	3	14	0	0	0	0	1	2	23	20	14	3	1	0	0	0	0
ERCC2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
RPL35A	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	7	2	6	1	1	0	0	0	0
ARF4	14	16	14	16	15	14	12	19	17	10	14	12	22	19	15	17	20	16	17	23	13	16	9	12
RPL7	7	8	10	8	4	4	4	7	6	9	4	4	9	7	9	5	7	5	6	6	7	3	7	5
VCL	74	82	82	57	63	60	34	34	24	0	0	0	24	26	22	0	1	0	3	3	10	1	0	1
SON	17	13	12	4	1	6	88	103	84	0	0	1	10	9	10	46	57	39	8	10	8	5	6	6
NELFE	1	1	5	0	0	0	15	16	24	0	0	0	3	2	3	22	30	30	2	3	1	1	2	0
RPL17	8	11	8	14	15	22	10	9	10	13	13	17	11	11	12	11	10	6	11	11	14	15	15	18
RCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATF1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATF6	1	1	0	0	0	0	2	2	3	0	0	0	3	1	6	0	0	0	0	0	0	0	0	0
LIG1	1	1	4	1	0	1	3	3	4	0	0	0	2	1	0	3	0	1	0	0	0	0	1	0
XRCC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
KRT4	9	2	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCL	6	5	7	5	6	5	27	20	23	13	11	12	5	6	4	27	30	21	11	8	11	13	6	10
HK1	2	0	0	0	1	0	1	0	1	0	2	1	1	2	1	2	3	1	1	1	0	0	0	3
NDUFV2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0
ERCC3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
TRIM21	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TFEB	4	5	2	0	0	0	3	3	3	0	0	0	4	5	5	0	0	0	1	0	0	0	0	0
EIF2AK2	1	2	2	0	0	0	1	1	0	1	1	0	3	3	1	1	1	0	1	1	0	0	0	2
SRM	1	1	1	2	2	0	0	0	0	2	5	11	2	1	2	3	4	4	0	0	1	3	4	6
RXRA	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	5	3	0	0	0	0	0	0
NFKB1	5	1	5	0	0	0	4	4	7	0	0	0	5	4	12	0	0	0	0	0	0	0	0	0
ATP2B1	5	1	2	1	1	1	1	2	2	1	0	1	3	8	5	1	0	3	0	0	0	0	0	0
EIF2S2	5	3	5	0	0	0	5	6	3	0	0	0	2	2	2	1	0	0	2	1	2	0	0	0
BTF3	0	0	1	0	0	0	0	2	6	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
RAB6A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSH3	1	1	0	0	0	0	9	13	19	0	0	0	3	5	5	7	16	11	0	1	0	0	0	0
LMNB1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	103	123	107	0	0	0	0	0	0
CAST	15	11	16	5	5	1	13	18	13	2	5	3	32	32	40	5	6	1	10	6	10	1	2	7
COL5A1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLG	9	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	7	0	0	0	0	3	13	0
RASA1	13	12	16	1	0	2	10	13	16	0	0	0	9	8	12	1	2	1	3	2	2	0	0	0
CDK11B	2	2	1	0	0	0	14	10	10	0	0	0	1	1	1	17	17	21	0	1	1	0	0	0
GSTM3	12	21	20	21	21	18	3	13	18	20	25	25	13	17	14	22	16	12	13	16	19	25	21	20
ATP6V1C1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
CSRP1	10	9	13	4	4	3	6	4	6	3	3	1	5	4	11	3	3	2	3	2	4	1	1	3
FLNA	1037	1142	1057	398	430	419	820	786	760	210	225	229	706	735	754	238	273	221	505	520	486	280	263	308
NF1	9	13	10	0	1	2	14	15	25	0	0	0	17	17	28	1	0	1	1	4	2	0	0	0
ACO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
VDAC1	1	1	1	2	0	0	1	1	2	2	1	4	1	4	4	4	4	4	0	0	0	1	1	1
COMT	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	5	5	1	0	1	0	4	6	7	0	0	0	8	3	8	0	0	0	1	0	0	1	0	0
PCMT1	7	12	12	13	18	10	4	10	19	16	21	17	8	9	7	13	8	7	6	4	11	17	15	19
FBL	10	7	10	10	10	6	11	11	13	13	10	7	9	10	12	7	9	8	11	7	7	6	5	11
GART	24	22	36	9	10	5	26	29	19	10	11	5	14	17	23	8	12	1	6	8	9	11	3	2
PAICS	12	19	12	5	5	2	16	15	9	1	1	0	7	8	12	0	3	2	6	8	4	0	1	0
SCP2	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA1	24	16	23	34	29	20	8	16	23	34	43	40	12	15	21	26	23	19	18	18	23	34	27	33
NME2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HNRNPA2B1	9	12	12	6	6	6	16	22	27	5	3	4	9	11	9	22	36	24	11	9	7	7	6	5
	398	328	387	514	517	449	371	358	317	767	671	652	347	335	348	411	451	424	418	478	423	658	632	712
CBL	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0
PRKACB	0	0	0	3	1	0	0	1	0	3	2	1	0	0	1	0	0	0	0	0	0	3	1	0
UQCRC2	0	0	1	2	2	0	0	0	5	1	6	3	1	0	2	2	1	0	0	0	0	3	3	1
TGM1	3	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
TCEA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0
SFPQ	10	3	6	0	2	0	16	17	23	1	2	3	7	6	8	14	15	11	9	6	8	3	7	1
TUBG1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PPIB	1	0	0	4	2	1	0	0	2	4	5	3	0	0	1	0	0	1	1	0	0	1	0	5
WARS1	4	2	2	0	0	0	2	4	3	0	0	0	5	2	7	1	1	1	1	4	3	0	0	0
RPS3	20	22	17	22	18	15	18	21	20	16	17	16	17	25	22	20	20	18	18	23	18	13	13	13
RPS6KB1	3	1	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP100	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	5	4	2	0	0	0	0	0	1
MCC	4	4	5	0	0	0	6	3	2	0	0	0	3	2	7	0	0	0	0	0	1	0	0	0
AHCY	10	9	6	8	11	12	15	10	14	10	7	11	11	11	13	5	9	11	8	9	7	8	10	8
CFL1	23	21	18	23	27	24	20	23	25	35	37	28	19	22	23	20	25	23	15	23	22	28	21	25
EIF4B	77	62	86	15	17	16	77	69	54	3	3	3	79	77	70	9	17	7	42	37	32	1	1	2
RRM1	6	7	12	26	23	10	3	11	16	24	28	20	10	8	6	13	11	5	9	7	7	15	12	15
PRTN3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KDELR1	1	3	3	1	0	0	1	3	4	1	1	1	2	1	2	0	1	0	0	0	0	0	0	0
EEF1B2	4	4	6	7	6	5	7	5	7	3	1	6	3	4	4	3	2	3	5	3	4	3	1	3
ACP1	1	0	1	1	2	1	0	0	0	1	4	1	1	1	3	0	0	0	1	0	0	0	2	0
ACAT1	0	0	0	1	1	0	0	1	4	2	4	0	0	0	2	0	1	0	1	0	0	2	2	1
POLR2A	6	3	6	0	0	0	22	23	30	0	0	0	2	10	7	9	13	8	0	2	0	0	0	0
CDK2	2	0	1	0	0	0	0	0	2	0	0	0	2	2	4	0	3	0	0	0	0	0	0	0
APC	26	20	37	128	121	122	50	43	44	0	0	0	64	61	59	1	1	1	58	78	63	0	0	0
GRK2	3	5	3	0	0	0	3	1	2	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0
MCM3	15	12	19	8	8	5	18	23	23	8	15	6	16	17	14	28	24	21	8	9	7	5	9	7
AZGP1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RPS12	2	3	2	2	3	3	1	1	1	2	3	2	2	2	2	3	3	2	2	3	3	2	2	4
BRD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YY1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DNAJB1	0	1	2	0	0	0	3	1	5	0	0	0	2	7	3	0	1	1	0	0	0	0	0	0
ATP5F1A	21	20	27	20	21	21	22	25	21	21	20	20	22	27	26	23	23	22	15	15	18	19	17	13
PSMA2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PSMA4	6	3	6	1	2	2	4	3	3	0	0	0	6	3	2	1	2	1	2	2	1	1	1	1
MSN	28	20	25	0	2	2	8	4	5	0	0	0	13	10	10	6	4	6	3	1	3	1	0	1
DDX6	7	4	10	1	0	0	9	10	11	0	0	0	4	10	9	2	4	1	6	4	6	0	0	0
CTNNA2	6	3	6	35	30	38	6	3	5	0	0	0	4	5	3	4	3	0	0	2	2	0	0	0
DNMT1	2	2	5	0	0	0	6	8	6	0	0	0	0	1	2	3	11	3	0	1	0	0	0	0
U2AF2	4	4	3	1	3	0	17	23	14	1	0	0	2	2	3	16	21	17	2	6	5	0	2	2
RPL13	6	5	6	8	4	4	4	8	5	10	6	7	2	7	4	8	5	6	4	3	7	7	6	7
S100A4	2	2	2	2	3	2	3	2	3	3	4	4	2	2	2	2	3	3	2	3	4	4	3	2
PTBP1	23	22	29	55	45	33	21	36	44	40	60	45	23	20	26	34	35	27	25	26	25	37	43	43
TARS1	15	15	14	1	0	0	16	14	10	0	0	2	12	8	13	0	0	1	3	5	3	0	0	0
VARS1	18	16	24	4	6	4	23	26	34	0	1	0	21	12	20	3	3	3	16	12	14	0	1	2
EEF1G	10	12	10	11	15	10	12	10	17	13	12	12	14	8	9	7	9	9	7	12	9	9	16	14
STOM	2	1	4	1	0	0	3	3	4	0	0	0	3	3	4	5	6	8	3	3	4	0	0	0
YWHAQ	7	8	10	12	10	7	3	14	12	13	13	12	8	9	9	6	14	8	9	7	10	8	12	10
MAPK3	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNT	2	0	0	0	0	0	8	6	7	0	0	0	0	1	1	13	21	13	0	0	0	0	0	0
RPL10	4	6	4	4	6	6	4	4	10	2	15	6	5	5	5	5	8	5	7	6	5	5	6	6
RPA1	8	9	7	1	2	1	27	26	25	1	0	1	8	14	9	31	51	40	20	12	13	0	0	0
APEX1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAD	57	44	47	13	15	16	44	60	54	11	17	13	75	95	96	45	55	33	30	27	24	14	11	18
MAP4	171	176	196	123	121	127	206	223	207	45	50	40	166	179	190	51	67	61	341	333	329	77	70	80
CANX	2	2	3	1	3	0	3	4	2	2	4	2	1	2	3	4	6	4	2	2	1	1	2	4
PSMB4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	3	5	0	0	0	0	1	0
ABCD3	8	6	9	0	0	0	12	11	10	0	0	0	25	28	30	11	13	9	4	2	1	0	0	0
TMOD1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPRID2	47	41	47	15	17	7	44	49	43	0	0	0	63	59	66	7	12	7	21	20	21	3	9	2
NDUFS1	2	1	1	0	1	0	4	1	1	0	0	0	10	14	14	2	3	0	0	0	0	0	0	0
ADH6	1	0	3	1	2	0	1	1	1	1	1	1	2	0	0	1	3	0	1	0	0	2	1	0
POLD1	5	3	6	0	0	0	15	15	18	0	0	0	5	4	6	17	24	15	2	4	1	0	0	0
TEAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCA1	0	0	0	0	0	0	8	12	12	0	0	0	3	4	0	15	15	15	2	0	0	0	0	0
ERCC5	0	0	1	0	0	0	39	36	37	0	0	0	0	0	0	55	72	57	0	0	0	0	0	0
LAP3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
GTF2E1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	3	10	7	0	0	0	0	0	0
GTF2E2	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	5	6	8	0	0	0	0	0	0
TPP2	0	1	0	1	1	0	0	0	1	4	1	1	0	0	1	0	0	0	0	0	1	2	0	2
EPHA3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SHC1	7	7	4	8	4	0	9	7	12	0	0	2	8	10	10	2	2	0	2	3	0	1	1	0
ARID4A	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KDM5A	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
TKT	26	18	26	10	16	8	33	39	30	18	18	13	21	27	28	38	34	34	15	21	14	14	14	19
SERPINB3	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
RBMS1	1	0	1	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
PML	0	0	0	0	0	0	3	5	4	0	0	0	0	0	0	10	9	13	0	0	1	0	0	0
EEF1D	25	25	29	11	13	14	35	25	30	0	0	1	15	15	25	4	5	3	15	15	15	4	5	9
MARCKS	8	5	8	9	7	1	8	9	9	10	13	14	5	6	9	5	7	2	2	1	1	10	12	8
ERP29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRDX6	17	29	28	28	21	25	21	23	18	24	27	17	20	23	24	24	20	20	22	17	20	19	24	14
PRDX5	7	7	4	4	4	4	5	4	5	8	8	7	6	1	3	3	9	6	4	4	3	9	5	6
PRDX3	5	5	5	10	10	9	3	5	8	16	16	13	4	7	5	7	7	8	6	4	5	10	11	11
RPL12	2	0	0	1	1	1	0	1	1	0	4	2	2	0	1	1	2	1	0	0	0	1	0	2
ECHS1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
CMPK1	1	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0
PEBP1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDIA3	5	5	11	23	19	11	9	9	12	25	27	26	6	11	6	18	13	8	4	8	6	27	27	29
PPP2R1A	4	1	3	1	2	0	0	2	4	1	1	1	2	1	1	4	5	3	1	0	0	1	0	1
CDC27	2	1	3	0	0	0	7	5	5	0	0	0	1	5	3	3	2	2	8	7	7	0	0	0
WEE1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0
CDC25B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CDC25C	4	5	4	1	0	0	2	5	2	0	0	0	6	4	5	4	1	1	5	2	4	0	0	0
NKTR	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NMT1	7	11	7	0	0	0	6	5	7	0	0	0	3	8	6	0	0	0	0	0	0	0	0	0
HMOX2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	8	6	4	0	0	0	0	0	0
ADSS2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
AXL	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ADSL	6	7	5	0	0	0	2	6	6	0	1	0	1	4	6	3	1	0	0	0	0	0	0	0
CLIP1	9	8	7	1	0	1	13	14	14	0	0	0	8	9	9	0	0	0	56	56	59	1	0	0
SRI	2	0	0	1	4	1	0	0	0	7	4	5	0	0	0	0	0	0	0	0	1	2	1	1
SERPINB1	1	0	4	9	2	0	0	0	6	6	3	4	0	1	1	1	0	1	2	0	2	0	5	2
ALDH1B1	1	0	1	0	0	0	1	2	1	2	2	1	1	1	1	0	0	0	0	0	1	1	1	1
ALDH3A1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2B	21	10	14	0	0	1	25	34	31	0	0	0	21	26	30	9	16	5	6	7	5	0	0	0
LCN1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHA	3	1	3	1	1	0	5	2	5	4	5	3	7	10	8	0	2	1	0	0	1	2	0	0
CORO1A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAT2A	7	8	6	9	4	8	4	9	7	8	13	12	6	5	8	7	8	8	11	7	5	9	7	9
CPS1	32	18	13	12	12	11	37	22	18	29	25	23	24	29	26	26	25	30	11	6	5	18	14	13
RRM2	6	8	10	4	0	0	9	8	12	0	0	0	10	13	11	0	1	1	1	5	2	0	0	3
HIVEP2	0	0	0	0	0	0	3	1	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0
DNAJA1	4	3	5	3	3	0	3	6	5	3	6	1	6	9	11	6	7	7	2	0	2	4	5	3
AKT2	0	1	2	0	0	0	3	1	1	0	0	0	2	3	2	0	2	0	0	0	0	0	0	0
UQCRC1	10	14	12	19	16	11	5	13	17	27	27	21	7	7	10	15	14	9	5	7	9	21	21	20
ATIC	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HNRNPH3	5	1	5	0	0	0	5	6	5	0	0	0	3	3	1	8	8	4	2	1	1	0	0	0
HNRNPH1	5	8	8	6	10	11	8	9	7	10	11	7	9	9	6	12	7	10	5	11	6	7	13	6
CASP14	2	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	10	0
YWHAB	5	2	8	0	2	1	4	6	12	0	1	2	6	7	8	3	5	2	6	4	5	0	1	0
SFN	0	0	1	0	0	0	0	0	0	1	2	14	0	0	0	1	1	1	2	0	0	1	0	3
STIP1	11	12	12	9	11	4	13	22	15	11	13	15	9	8	11	16	16	11	7	6	8	7	9	11
S100A11	3	1	2	2	2	0	2	2	3	0	0	0	1	2	1	1	2	0	4	4	1	1	0	0
INPP5B	1	0	1	0	0	0	2	1	2	0	0	0	2	2	2	3	2	1	0	0	0	0	0	0
PRDX2	5	5	12	11	9	4	3	6	6	15	14	17	11	6	7	13	9	8	3	5	7	9	20	11
CDA	0	1	0	2	3	1	0	0	0	3	5	2	0	0	0	1	2	1	1	1	2	2	1	1
DCTD	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYCR1	2	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0
GBP1	1	0	2	0	0	0	1	2	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
GTF2H1	0	0	1	0	0	0	3	0	4	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0
CTH	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RPL9	6	7	7	3	4	2	5	6	6	5	6	7	9	12	14	9	13	10	2	2	5	5	3	2
KIF5B	22	22	32	7	12	3	24	26	31	0	0	1	34	23	35	4	2	5	25	13	16	3	1	0
CSTF2	4	10	8	1	1	1	23	25	23	1	0	0	7	10	5	16	17	19	4	6	4	0	0	0
DUT	6	5	4	12	11	8	4	9	10	18	16	14	7	6	7	13	13	11	9	7	6	13	13	17
ABCC1	1	3	1	0	0	0	0	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
ABCD1	2	4	1	0	0	0	5	4	5	0	0	0	4	4	3	1	2	1	1	1	2	0	0	0
KDELR2	5	4	5	1	2	2	5	5	5	3	2	2	7	8	7	4	5	4	3	5	4	1	1	2
TTK	24	24	21	3	3	5	26	21	25	0	0	0	22	29	35	17	25	27	25	23	29	0	0	0
MCM4	6	5	5	0	0	0	12	11	10	0	0	0	8	8	9	19	24	19	0	2	2	0	0	0
MCM5	0	1	0	0	0	0	1	2	2	0	1	0	1	2	1	3	3	1	1	0	0	0	0	0
MCM7	14	15	16	2	6	2	22	22	29	3	4	2	25	31	29	30	28	27	11	18	11	2	2	3
SHMT1	1	1	3	1	0	0	3	3	1	0	1	1	2	6	5	1	3	1	1	0	0	0	0	0
SHMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HSPA4	8	5	3	0	0	0	8	11	10	0	0	0	2	5	3	1	5	0	0	0	0	0	0	0
PRSS3	0	0	2	1	2	3	3	1	1	3	4	3	1	1	3	2	1	0	1	2	1	3	2	2
PFN2	9	6	6	13	13	13	3	9	8	9	12	12	9	6	6	6	10	11	7	7	10	9	8	13
CTNNA1	42	51	46	521	507	508	33	30	37	1	0	2	23	23	22	18	18	22	18	20	13	2	3	2
CTNNB1	2	3	1	35	48	31	3	4	3	1	0	0	0	2	2	0	0	1	4	3	3	0	0	0
PHB	14	11	18	9	10	9	11	19	15	7	14	8	15	10	14	9	13	9	4	8	8	12	8	9
SERPINB6	13	12	20	43	48	25	5	21	31	54	54	41	15	18	23	25	34	25	19	19	24	36	46	44
NF2	12	16	11	17	14	25	19	14	16	0	0	0	15	13	16	1	0	1	9	6	5	0	0	0
RDX	2	5	4	0	0	0	4	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RFC4	2	1	1	0	0	0	3	8	5	0	0	0	2	5	3	6	9	1	1	0	0	0	0	1
RFC2	0	0	0	0	0	0	0	5	7	3	2	0	1	1	0	6	5	4	1	0	0	1	0	0
RFC1	0	0	0	0	0	0	20	16	18	0	0	0	1	2	3	20	23	12	1	1	0	0	0	0
RPL22	6	7	7	4	6	7	4	5	7	4	4	8	6	7	5	5	7	5	6	5	7	5	8	5
GTF2F1	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	8	14	11	2	1	0	0	0	0
KRT9	115	43	66	103	96	89	43	80	54	209	126	34	28	98	36	75	140	183	29	41	97	67	168	77
MYH9	649	709	670	163	159	178	379	397	413	65	71	63	367	351	390	88	134	88	244	241	227	120	110	128
MYH10	19	14	18	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
COPB2	5	0	1	0	0	0	3	4	1	0	0	0	4	4	5	0	0	1	0	0	0	0	0	0
SOAT1	0	0	1	0	0	0	4	0	1	0	0	0	0	1	1	14	12	13	0	0	0	0	0	0
ADD1	23	30	25	4	3	1	5	8	5	0	0	0	4	7	3	2	3	2	1	1	2	0	0	0
FUS	6	4	6	5	5	5	11	9	7	8	8	5	3	4	4	11	15	8	5	9	9	7	6	6
NUP214	71	72	73	24	28	33	89	92	96	2	2	1	80	78	98	32	41	36	42	50	57	9	4	9
DEK	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	5	5	6	0	1	0	0	0	0
MYH11	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
GLRX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AHR	0	0	0	0	0	0	2	2	3	0	0	0	4	2	3	2	3	1	0	0	0	0	0	0
KRT2	234	22	52	58	126	102	57	87	18	55	84	35	37	53	31	51	156	46	77	28	81	117	394	44
HMGCL	0	0	0	2	2	0	0	1	1	3	3	2	0	1	1	2	1	0	0	0	0	2	2	2
PSMC2	5	5	10	1	0	0	7	8	15	0	0	0	12	12	16	0	0	1	1	0	0	0	0	0
ARL2	6	5	4	0	2	1	11	10	8	0	0	0	6	3	4	4	7	7	4	4	6	0	0	0
ARL3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
