Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
ACTB	O60879	DIAPH2	24|17|30	71	23.67	3	11|9|16|1|0|0|0|0|0	0.85	0.94	0.85	0.94	0.85	0.99	5.76	0.04	
ACTB	O60890	OPHN1	3|3|2	8	2.67	3	0|1|1|0|0|0|0|0|0	0.87	0.93	0.87	0.93	0.87	0.99	12.00	0.04	
ACTB	O75044	SRGAP2	16|8|15	39	13.00	3	8|3|4|0|0|0|0|0|0	0.88	0.96	0.88	0.96	0.88	0.96	7.80	0.04	
ACTB	O75083	WDR1	10|1|3	14	4.67	3	5|0|1|0|0|0|1|0|0	0.49	0.96	0.49	0.96	0.49	-2.13	6.00	0.21	
ACTB	O75113	N4BP1	10|4|9	23	7.67	3	10|11|6|0|0|0|0|0|0	0.28	0.48	0.28	0.48	0.28	-5.27	2.56	0.39	
ACTB	O75116	ROCK2	45|45|50	140	46.67	3	36|45|43|0|0|0|0|0|0	0.17	0.34	0.17	0.34	0.17	-2.38	3.39	0.47	
ACTB	O75122	CLASP2	22|23|21	66	22.00	3	27|28|26|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-5.93	2.44	0.64	
ACTB	O75128	COBL	31|33|28	92	30.67	3	3|9|2|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.25	19.71	0.00	
ACTB	O75131	CPNE3	4|2|2	8	2.67	3	3|3|2|2|4|2|4|2|2	0.00	0.01	0.00	0.01	0.00	-7.98	1.00	0.66	
ACTB	O75146	HIP1R	4|1|5	10	3.33	3	1|0|1|0|0|0|0|0|0	0.66	1.00	0.66	1.00	0.66	-0.72	15.00	0.12	
ACTB	O75152	ZC3H11A	3|1|3	7	2.33	3	21|11|20|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-21.40	0.40	0.75	
ACTB	O75165	DNAJC13	79|84|78	241	80.33	3	82|78|85|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-10.77	2.94	0.69	
ACTB	O75167	PHACTR2	11|8|10	29	9.67	3	2|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.91	43.50	0.00	
ACTB	O75179	ANKRD17	19|19|20	58	19.33	3	32|33|41|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.20	1.64	0.71	
ACTB	O75223	GGCT	2|3|6	11	3.67	3	1|5|4|19|22|17|15|31|15	0.00	0.00	0.00	0.00	0.00	-55.43	0.26	0.75	
ACTB	O75330	HMMR	29|25|25	79	26.33	3	34|28|23|0|0|0|0|0|0	0.04	0.10	0.04	0.10	0.04	-4.28	2.79	0.58	
ACTB	O75348	ATP6V1G1	1|2|2	5	1.67	3	1|2|2|3|2|7|3|2|4	0.00	0.00	0.00	0.00	0.00	-10.59	0.58	0.75	
ACTB	O75351	VPS4B	3|3|2	8	2.67	3	1|2|3|0|0|0|0|0|0	0.47	0.54	0.47	0.54	0.47	-0.75	4.00	0.23	
ACTB	O75367	MACROH2A1	1|1|0	2	0.67	3	1|1|2|1|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.53	1.20	0.75	
ACTB	O75369	FLNB	276|298|339	913	304.33	3	193|207|214|106|117|96|102|109|104	0.00	0.00	0.00	0.00	0.00	-136.02	2.19	0.75	
ACTB	O75376	NCOR1	2|1|8	11	3.67	3	57|40|42|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-62.84	0.24	0.75	
ACTB	O75381	PEX14	2|6|4	12	4.00	3	8|7|10|0|0|0|0|0|0	0.03	0.09	0.03	0.09	0.03	-7.78	1.44	0.59	
ACTB	O75390	CS	1|1|2	4	1.33	3	4|3|1|8|9|5|12|6|8	0.00	0.00	0.00	0.00	0.00	-24.17	0.21	0.75	
ACTB	O75396	SEC22B	10|12|11	33	11.00	3	13|17|16|6|6|8|9|9|9	0.00	0.00	0.00	0.00	0.00	-23.24	1.06	0.73	
ACTB	O75400	PRPF40A	4|6|3	13	4.33	3	29|23|27|1|0|1|1|5|1	0.00	0.00	0.00	0.00	0.00	-32.90	0.44	0.75	
ACTB	O75410	TACC1	13|13|20	46	15.33	3	20|20|22|0|0|0|1|0|0	0.03	0.10	0.03	0.10	0.03	-7.39	2.19	0.59	
ACTB	O75439	PMPCB	3|4|5	12	4.00	3	1|4|10|23|19|21|22|20|13	0.00	0.00	0.00	0.00	0.00	-54.55	0.27	0.75	
ACTB	O75475	PSIP1	3|4|3	10	3.33	3	5|7|9|1|0|1|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.37	1.30	0.63	
ACTB	O75494	SRSF10	2|1|4	7	2.33	3	0|4|4|5|6|6|5|6|3	0.00	0.00	0.00	0.00	0.00	-16.42	0.54	0.75	
ACTB	O75506	HSBP1	1|0|1	2	0.67	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	6.67	0.75	
ACTB	O75528	TADA3	2|4|4	10	3.33	3	3|5|6|0|0|0|0|0|0	0.19	0.26	0.19	0.26	0.19	-3.38	2.14	0.46	
ACTB	O75533	SF3B1	54|53|56	163	54.33	3	202|183|189|6|2|10|19|12|21	0.00	0.00	0.00	0.00	0.00	-176.85	0.76	0.75	
ACTB	O75534	CSDE1	17|24|24	65	21.67	3	29|24|34|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-11.38	2.22	0.65	
ACTB	O75575	CRCP	2|1|2	5	1.67	3	2|2|6|0|0|0|0|0|0	0.09	0.14	0.09	0.14	0.09	-3.42	1.50	0.53	
ACTB	O75592	MYCBP2	50|38|58	146	48.67	3	65|57|61|0|0|1|0|0|1	0.00	0.00	0.00	0.00	0.00	-22.00	2.37	0.69	
ACTB	O75607	NPM3	1|0|1	2	0.67	3	0|1|1|2|1|0|2|1|0	0.00	0.00	0.00	0.00	0.00	-4.73	0.75	0.75	
ACTB	O75643	SNRNP200	47|41|50	138	46.00	3	112|107|127|6|5|3|12|13|14	0.00	0.00	0.00	0.00	0.00	-96.33	1.04	0.75	
ACTB	O75663	TIPRL	2|2|3	7	2.33	3	1|2|7|0|0|0|0|0|0	0.23	0.36	0.23	0.36	0.23	-1.67	2.10	0.43	
ACTB	O75665	OFD1	2|1|1	4	1.33	3	4|4|3|0|0|0|0|0|0	0.03	0.09	0.03	0.09	0.03	-3.98	1.09	0.59	
ACTB	O75674	TOM1L1	1|0|0	1	0.33	3	1|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
ACTB	O75691	UTP20	1|0|1	2	0.67	3	4|6|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.90	0.32	0.75	
ACTB	O75694	NUP155	17|15|16	48	16.00	3	22|18|19|0|3|2|2|4|5	0.00	0.00	0.00	0.00	0.00	-9.53	1.92	0.68	
ACTB	O75717	WDHD1	1|2|1	4	1.33	3	37|33|40|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-48.81	0.11	0.75	
ACTB	O75794	CDC123	5|4|4	13	4.33	3	5|4|6|0|0|0|0|0|0	0.26	0.38	0.26	0.38	0.26	-1.34	2.60	0.40	
ACTB	O75808	CAPN15	8|7|9	24	8.00	3	10|10|11|0|0|0|0|0|0	0.10	0.17	0.10	0.17	0.10	-3.24	2.32	0.53	
ACTB	O75815	BCAR3	4|4|4	12	4.00	3	6|4|11|0|0|0|0|0|0	0.04	0.04	0.04	0.04	0.04	-3.09	1.71	0.58	
ACTB	O75821	EIF3G	5|5|7	17	5.67	3	9|8|7|0|0|1|0|0|2	0.04	0.10	0.04	0.10	0.04	-4.22	1.89	0.58	
ACTB	O75822	EIF3J	3|6|3	12	4.00	3	8|4|5|0|0|0|0|0|0	0.18	0.43	0.18	0.43	0.18	-3.03	2.12	0.47	
ACTB	O75874	IDH1	2|1|1	4	1.33	3	0|0|0|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	0.61	13.33	0.35	
ACTB	O75940	SMNDC1	1|2|4	7	2.33	3	3|4|5|4|4|4|3|2|5	0.00	0.00	0.00	0.00	0.00	-14.15	0.62	0.69	
ACTB	O75947	ATP5PD	1|3|4	8	2.67	3	1|3|3|3|2|2|1|2|2	0.02	0.04	0.02	0.04	0.02	-7.47	1.26	0.61	
ACTB	O75955	FLOT1	4|2|2	8	2.67	3	11|9|14|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.29	0.71	0.69	
ACTB	O75962	TRIO	64|66|77	207	69.00	3	83|90|103|1|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-27.26	2.24	0.72	
ACTB	O75970	MPDZ	8|15|19	42	14.00	3	16|11|16|0|0|1|0|0|0	0.32	0.67	0.32	0.67	0.32	-6.38	2.86	0.34	
ACTB	O76003	GLRX3	2|3|1	6	2.00	3	2|3|4|7|7|6|2|2|5	0.00	0.00	0.00	0.00	0.00	-16.03	0.47	0.75	
ACTB	O76021	RSL1D1	4|5|5	14	4.67	3	8|8|12|3|8|4|4|1|2	0.00	0.00	0.00	0.00	0.00	-15.04	0.84	0.75	
ACTB	O76070	SNCG	11|12|15	38	12.67	3	12|10|12|0|0|0|0|0|0	0.45	0.69	0.45	0.69	0.45	-1.00	3.35	0.25	
ACTB	O76094	SRP72	3|4|7	14	4.67	3	3|5|10|0|0|0|1|0|0	0.19	0.48	0.19	0.48	0.19	-3.71	2.21	0.46	
ACTB	O94854	KIAA0754	2|3|2	7	2.33	3	2|0|2|0|0|0|0|0|0	0.54	0.71	0.54	0.71	0.54	-0.14	5.25	0.19	
ACTB	O94868	FCHSD2	2|0|0	2	0.67	3	1|0|1|0|0|0|0|0|0	0.24	0.73	0.24	0.73	0.24	-2.33	3.00	0.41	
ACTB	O94875	SORBS2	7|9|8	24	8.00	3	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.15	80.00	0.00	
ACTB	O94880	PHF14	1|0|0	1	0.33	3	9|7|10|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-12.46	0.12	0.75	
ACTB	O94885	SASH1	7|4|5	16	5.33	3	3|5|5|0|0|0|0|0|0	0.51	0.71	0.51	0.71	0.51	-0.78	3.69	0.21	
ACTB	O94906	PRPF6	2|5|1	8	2.67	3	9|6|10|0|0|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-9.52	0.96	0.62	
ACTB	O94915	FRYL	26|22|40	88	29.33	3	49|49|51|0|0|0|1|0|1	0.00	0.00	0.00	0.00	0.00	-27.46	1.75	0.70	
ACTB	O94916	NFAT5	2|1|1	4	1.33	3	6|10|13|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-10.96	0.41	0.75	
ACTB	O94925	GLS	11|10|11	32	10.67	3	10|10|11|16|20|15|22|16|17	0.00	0.00	0.00	0.00	0.00	-41.37	0.70	0.75	
ACTB	O94927	HAUS5	1|0|0	1	0.33	3	0|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
ACTB	O94929	ABLIM3	17|22|18	57	19.00	3	7|4|8|0|0|0|0|0|0	0.96	0.98	0.96	0.98	0.96	2.74	9.00	0.01	
ACTB	O94964	SOGA1	4|4|3	11	3.67	3	6|4|11|0|0|0|0|0|0	0.03	0.04	0.03	0.04	0.03	-4.40	1.57	0.59	
ACTB	O94966	USP19	1|0|2	3	1.00	3	0|0|1|0|0|0|0|1|0	0.24	0.73	0.24	0.73	0.24	-2.33	4.50	0.41	
ACTB	O94972	TRIM37	1|0|0	1	0.33	3	0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
ACTB	O94979	SEC31A	3|5|7	15	5.00	3	6|7|6|0|0|0|0|0|0	0.22	0.47	0.22	0.47	0.22	-3.79	2.37	0.43	
ACTB	O94986	CEP152	32|30|30	92	30.67	3	43|31|34|0|0|0|2|3|2	0.00	0.00	0.00	0.00	0.00	-8.49	2.40	0.68	
ACTB	O94991	SLITRK5	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
ACTB	O94992	HEXIM1	2|2|2	6	2.00	3	5|4|4|10|8|7|4|9|7	0.00	0.00	0.00	0.00	0.00	-22.75	0.31	0.75	
ACTB	O95071	UBR5	1|4|0	5	1.67	3	43|31|41|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-55.22	0.13	0.75	
ACTB	O95163	ELP1	15|21|25	61	20.33	3	18|23|28|1|0|2|0|0|0	0.07	0.17	0.07	0.17	0.07	-8.31	2.54	0.55	
ACTB	O95197	RTN3	14|11|8	33	11.00	3	29|18|20|1|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.53	1.43	0.69	
ACTB	O95208	EPN2	3|4|2	9	3.00	3	7|3|4|0|0|0|0|0|0	0.14	0.27	0.14	0.27	0.14	-3.33	1.93	0.49	
ACTB	O95219	SNX4	5|3|5	13	4.33	3	4|5|4|0|0|0|0|0|0	0.37	0.49	0.37	0.49	0.37	-1.78	3.00	0.28	
ACTB	O95229	ZWINT	6|1|3	10	3.33	3	4|4|5|0|0|0|0|0|0	0.26	0.62	0.26	0.62	0.26	-4.79	2.31	0.41	
ACTB	O95232	LUC7L3	1|4|4	9	3.00	3	3|6|4|3|7|0|3|4|3	0.00	0.00	0.00	0.00	0.00	-13.74	0.82	0.69	
ACTB	O95235	KIF20A	6|5|7	18	6.00	3	15|15|17|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.51	1.15	0.69	
ACTB	O95239	KIF4A	12|10|14	36	12.00	3	66|65|69|0|0|0|1|2|2	0.00	0.00	0.00	0.00	0.00	-69.38	0.53	0.75	
ACTB	O95292	VAPB	3|5|4	12	4.00	3	8|9|9|2|3|3|4|3|1	0.00	0.00	0.00	0.00	0.00	-13.48	0.86	0.70	
ACTB	O95347	SMC2	5|4|5	14	4.67	3	8|18|22|1|3|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-15.83	0.78	0.75	
ACTB	O95359	TACC2	7|12|9	28	9.33	3	12|10|10|0|0|0|0|0|1	0.19	0.43	0.19	0.43	0.19	-3.89	2.55	0.46	
ACTB	O95361	TRIM16	5|2|5	12	4.00	3	3|2|7|0|0|0|0|0|0	0.40	0.56	0.40	0.56	0.40	-2.51	3.00	0.27	
ACTB	O95372	LYPLA2	5|8|7	20	6.67	3	7|8|7|1|1|1|1|2|3	0.03	0.07	0.03	0.07	0.03	-6.00	1.94	0.59	
ACTB	O95373	IPO7	46|39|38	123	41.00	3	35|36|45|0|2|3|1|4|3	0.02	0.05	0.02	0.05	0.02	-6.85	2.86	0.60	
ACTB	O95425	SVIL	98|102|96	296	98.67	3	30|34|29|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.14	9.55	0.00	
ACTB	O95433	AHSA1	12|9|13	34	11.33	3	15|12|13|10|6|10|7|3|7	0.00	0.00	0.00	0.00	0.00	-20.78	1.23	0.72	
ACTB	O95456	PSMG1	2|2|3	7	2.33	3	4|3|4|6|3|4|4|2|3	0.00	0.00	0.00	0.00	0.00	-11.67	0.64	0.75	
ACTB	O95466	FMNL1	22|18|22	62	20.67	3	1|3|4|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.97	23.25	0.00	
ACTB	O95486	SEC24A	1|0|0	1	0.33	3	4|3|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-7.46	0.20	0.75	
ACTB	O95487	SEC24B	4|3|7	14	4.67	3	11|8|12|0|0|0|0|0|0	0.01	0.04	0.01	0.04	0.01	-8.41	1.35	0.62	
ACTB	O95551	TDP2	8|9|9	26	8.67	3	15|10|9|0|0|0|1|0|1	0.04	0.05	0.04	0.05	0.04	-3.85	2.17	0.58	
ACTB	O95613	PCNT	26|17|27	70	23.33	3	52|48|52|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-35.00	1.37	0.73	
ACTB	O95620	DUS4L	1|0|0	1	0.33	3	0|0|0|1|0|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-2.73	1.00	0.75	
ACTB	O95677	EYA4	1|2|2	5	1.67	3	7|3|3|0|1|0|0|0|0	0.02	0.03	0.02	0.03	0.02	-5.18	1.07	0.60	
ACTB	O95684	CEP43	6|5|4	15	5.00	3	6|6|8|0|0|0|0|0|0	0.15	0.27	0.15	0.27	0.15	-2.87	2.25	0.48	
ACTB	O95721	SNAP29	8|7|11	26	8.67	3	11|5|11|0|0|0|0|0|0	0.31	0.59	0.31	0.59	0.31	-2.02	2.89	0.36	
ACTB	O95747	OXSR1	6|3|2	11	3.67	3	1|3|2|0|0|0|1|0|1	0.51	0.96	0.51	0.96	0.51	-1.68	4.12	0.20	
ACTB	O95757	HSPA4L	2|4|7	13	4.33	3	4|4|7|4|2|1|3|2|3	0.01	0.04	0.01	0.04	0.01	-10.39	1.30	0.62	
ACTB	O95758	PTBP3	1|0|0	1	0.33	3	4|2|5|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.52	0.27	0.75	
ACTB	O95759	TBC1D8	1|0|1	2	0.67	3	2|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.13	1.50	0.75	
ACTB	O95782	AP2A1	12|6|11	29	9.67	3	6|11|12|0|2|2|0|0|0	0.25	0.43	0.25	0.43	0.25	-5.05	2.64	0.41	
ACTB	O95785	WIZ	1|0|0	1	0.33	3	8|8|12|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-13.61	0.10	0.75	
ACTB	O95793	STAU1	2|1|0	3	1.00	3	2|1|4|0|0|0|0|0|0	0.09	0.28	0.09	0.28	0.09	-4.54	1.29	0.53	
ACTB	O95801	TTC4	1|4|1	6	2.00	3	2|3|1|0|0|1|0|0|1	0.23	0.68	0.23	0.68	0.23	-3.12	2.25	0.43	
ACTB	O95816	BAG2	7|6|10	23	7.67	3	4|8|8|1|0|1|1|0|0	0.34	0.65	0.34	0.65	0.34	-1.93	3.00	0.30	
ACTB	O95817	BAG3	7|7|4	18	6.00	3	4|7|4|0|0|0|1|0|0	0.46	0.61	0.46	0.61	0.46	-1.67	3.38	0.24	
ACTB	O95819	MAP4K4	1|0|3	4	1.33	3	0|1|4|0|0|0|0|0|0	0.21	0.64	0.21	0.64	0.21	-3.72	2.40	0.44	
ACTB	O95835	LATS1	3|1|2	6	2.00	3	1|1|2|1|0|0|0|2|0	0.23	0.49	0.23	0.49	0.23	-2.72	2.57	0.43	
ACTB	O95861	BPNT1	1|0|3	4	1.33	3	0|1|3|9|13|7|3|8|7	0.00	0.00	0.00	0.00	0.00	-24.76	0.24	0.75	
ACTB	O95881	TXNDC12	5|5|5	15	5.00	3	7|6|9|15|14|11|12|10|11	0.00	0.00	0.00	0.00	0.00	-32.78	0.47	0.75	
ACTB	O95905	ECD	1|3|1	5	1.67	3	2|3|3|0|0|0|0|0|0	0.14	0.41	0.14	0.41	0.14	-2.84	1.88	0.50	
ACTB	O95985	TOP3B	4|1|5	10	3.33	3	2|3|2|0|0|0|0|0|0	0.49	0.81	0.49	0.81	0.49	-2.48	4.29	0.21	
ACTB	O96007	MOCS2	2|1|1	4	1.33	3	2|2|3|11|9|9|3|5|10	0.00	0.00	0.00	0.00	0.00	-23.09	0.22	0.75	
ACTB	O96008	TOMM40	3|1|4	8	2.67	3	1|4|4|3|5|6|4|3|4	0.00	0.00	0.00	0.00	0.00	-14.15	0.71	0.69	
ACTB	P00338	LDHA	12|13|15	40	13.33	3	13|17|15|12|18|12|12|10|11	0.00	0.00	0.00	0.00	0.00	-31.06	1.00	0.73	
ACTB	P00374	DHFR	1|0|2	3	1.00	3	1|2|2|0|0|0|1|2|1	0.04	0.11	0.04	0.11	0.04	-4.93	1.00	0.58	
ACTB	P00390	GSR	17|19|25	61	20.33	3	9|22|30|61|61|51|45|50|46	0.00	0.00	0.00	0.00	0.00	-131.34	0.49	0.75	
ACTB	P00492	HPRT1	7|7|7	21	7.00	3	3|6|5|13|15|6|11|8|8	0.00	0.00	0.00	0.00	0.00	-20.50	0.84	0.75	
ACTB	P00519	ABL1	6|6|9	21	7.00	3	0|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.33	63.00	0.00	
ACTB	P00533	EGFR	12|16|14	42	14.00	3	13|15|21|1|0|1|0|0|0	0.06	0.13	0.06	0.13	0.06	-4.70	2.47	0.56	
ACTB	P00558	PGK1	3|3|5	11	3.67	3	2|3|3|8|10|6|5|10|7	0.00	0.00	0.00	0.00	0.00	-18.68	0.61	0.75	
ACTB	P00761		177|178|178	533	177.67	3	195|185|172|275|275|244|271|252|269	0.00	0.00	0.00	0.00	0.00	-588.89	0.75	0.75	
ACTB	P01889	HLA-B	2|3|5	10	3.33	3	3|3|5|3|3|4|7|5|4	0.00	0.00	0.00	0.00	0.00	-13.34	0.81	0.69	
ACTB	P02452	COL1A1	1|0|0	1	0.33	3	2|0|0|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-2.76	1.00	0.75	
ACTB	P02461	COL3A1	1|4|1	6	2.00	3	4|3|4|0|0|0|0|0|0	0.14	0.43	0.14	0.43	0.14	-3.98	1.64	0.49	
ACTB	P02533	KRT14	47|5|22	74	24.67	3	12|15|8|47|33|5|34|93|9	0.00	0.00	0.00	0.00	0.00	-106.30	0.87	0.74	
ACTB	P02538	KRT6A	9|3|19	31	10.33	3	1|5|9|7|10|0|15|17|6	0.00	0.01	0.00	0.01	0.00	-25.36	1.33	0.65	
ACTB	P02545	LMNA	34|35|26	95	31.67	3	35|45|44|24|32|34|34|21|27	0.00	0.00	0.00	0.00	0.00	-80.03	0.96	0.75	
ACTB	P02751	FN1	2|0|5	7	2.33	3	2|2|0|0|2|1|0|0|0	0.38	0.92	0.38	0.92	0.38	-4.33	3.00	0.28	
ACTB	P02769	ALB	3|4|5	12	4.00	3	1|3|5|0|0|0|0|0|0	0.53	0.67	0.53	0.67	0.53	-0.49	4.00	0.19	
ACTB	P04040	CAT	3|0|2	5	1.67	3	0|0|0|1|0|0|1|16|0	0.02	0.06	0.02	0.06	0.02	-7.91	0.83	0.61	
ACTB	P04049	RAF1	1|1|3	5	1.67	3	2|1|2|0|0|0|0|0|0	0.22	0.65	0.22	0.65	0.22	-1.84	3.00	0.44	
ACTB	P04080	CSTB	9|8|9	26	8.67	3	7|5|10|19|22|28|19|15|16	0.00	0.00	0.00	0.00	0.00	-46.43	0.55	0.75	
ACTB	P04083	ANXA1	40|40|42	122	40.67	3	39|42|48|12|14|18|17|18|15	0.00	0.00	0.00	0.00	0.00	-32.88	1.64	0.74	
ACTB	P04150	NR3C1	23|20|15	58	19.33	3	35|29|36|0|0|0|1|0|2	0.00	0.00	0.00	0.00	0.00	-18.80	1.69	0.70	
ACTB	P04183	TK1	6|8|8	22	7.33	3	8|10|7|0|2|0|1|0|0	0.12	0.16	0.12	0.16	0.12	-3.43	2.36	0.51	
ACTB	P04259	KRT6B	2|0|0	2	0.67	3	0|0|0|0|3|0|0|3|0	0.12	0.36	0.12	0.36	0.12	-4.12	1.00	0.51	
ACTB	P04264	KRT1	281|74|229	584	194.67	3	106|118|66|267|176|86|199|412|117	0.00	0.00	0.00	0.00	0.00	-531.53	1.13	0.75	
ACTB	P04406	GAPDH	14|13|25	52	17.33	3	10|14|13|24|19|16|17|23|14	0.00	0.00	0.00	0.00	0.00	-41.61	1.04	0.73	
ACTB	P04439	HLA-A	5|4|5	14	4.67	3	2|4|5|7|9|9|5|5|7	0.00	0.00	0.00	0.00	0.00	-16.57	0.79	0.75	
ACTB	P04626	ERBB2	3|2|2	7	2.33	3	4|4|5|0|0|0|0|0|1	0.05	0.10	0.05	0.10	0.05	-3.53	1.50	0.57	
ACTB	P04792	HSPB1	9|8|9	26	8.67	3	10|10|11|11|13|13|12|12|12	0.00	0.00	0.00	0.00	0.00	-30.98	0.75	0.75	
ACTB	P04818	TYMS	4|1|3	8	2.67	3	1|1|3|0|0|1|1|0|0	0.42	0.77	0.42	0.77	0.42	-2.73	3.43	0.26	
ACTB	P04843	RPN1	9|5|7	21	7.00	3	0|5|11|4|1|0|1|0|0	0.33	0.58	0.33	0.58	0.33	-2.44	2.86	0.33	
ACTB	P04899	GNAI2	5|4|6	15	5.00	3	4|6|4|3|3|4|2|4|3	0.00	0.00	0.00	0.00	0.00	-8.57	1.36	0.66	
ACTB	P05023	ATP1A1	9|6|16	31	10.33	3	7|16|12|7|10|7|2|7|6	0.00	0.00	0.00	0.00	0.00	-21.67	1.26	0.69	
ACTB	P05089	ARG1	5|0|5	10	3.33	3	0|0|0|0|0|0|0|21|0	0.13	0.19	0.13	0.19	0.13	-9.32	1.43	0.50	
ACTB	P05141	SLC25A5	18|21|20	59	19.67	3	20|26|17|15|15|12|19|12|16	0.00	0.00	0.00	0.00	0.00	-34.91	1.16	0.74	
ACTB	P05164	MPO	1|0|4	5	1.67	3	0|0|0|0|0|0|0|1|0	0.33	1.00	0.33	1.00	0.33	-1.93	15.00	0.32	
ACTB	P05165	PCCA	57|62|53	172	57.33	3	62|56|57|155|147|156|136|115|139	0.00	0.00	0.00	0.00	0.00	-342.87	0.50	0.75	
ACTB	P05166	PCCB	1|0|1	2	0.67	3	1|0|0|1|5|2|2|2|2	0.00	0.00	0.00	0.00	0.00	-7.82	0.40	0.75	
ACTB	P05198	EIF2S1	8|7|5	20	6.67	3	9|9|10|5|5|4|4|4|6	0.00	0.00	0.00	0.00	0.00	-16.16	1.07	0.71	
ACTB	P05386	RPLP1	3|2|4	9	3.00	3	2|4|3|5|3|4|2|2|5	0.00	0.00	0.00	0.00	0.00	-10.39	0.90	0.68	
ACTB	P05388	RPLP0	12|11|10	33	11.00	3	5|8|8|19|12|15|13|10|20	0.00	0.00	0.00	0.00	0.00	-29.86	0.90	0.75	
ACTB	P05556	ITGB1	6|7|6	19	6.33	3	11|7|6|0|0|0|0|0|0	0.15	0.22	0.15	0.22	0.15	-2.05	2.38	0.48	
ACTB	P05783	KRT18	85|74|75	234	78.00	3	63|63|75|27|34|36|12|28|34	0.00	0.00	0.00	0.00	0.00	-47.51	1.89	0.74	
ACTB	P05787	KRT8	57|72|66	195	65.00	3	62|53|55|30|27|24|23|20|30	0.00	0.00	0.00	0.00	0.00	-48.87	1.81	0.74	
ACTB	P06396	GSN	1|0|10	11	3.67	3	0|0|0|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	-1.89	36.67	0.31	
ACTB	P06493	CDK1	8|6|8	22	7.33	3	6|13|11|0|1|0|0|0|0	0.06	0.09	0.06	0.09	0.06	-4.24	2.13	0.56	
ACTB	P06703	S100A6	4|7|9	20	6.67	3	5|9|10|4|2|7|3|4|2	0.00	0.00	0.00	0.00	0.00	-13.52	1.30	0.67	
ACTB	P06733	ENO1	15|14|20	49	16.33	3	14|17|12|16|22|17|16|26|25	0.00	0.00	0.00	0.00	0.00	-46.13	0.89	0.74	
ACTB	P06737	PYGL	4|2|3	9	3.00	3	6|2|2|0|0|0|0|0|0	0.32	0.51	0.32	0.51	0.32	-1.82	2.70	0.33	
ACTB	P06748	NPM1	16|20|18	54	18.00	3	34|27|40|15|17|9|10|13|16	0.00	0.00	0.00	0.00	0.00	-48.64	0.90	0.75	
ACTB	P06753	TPM3	5|3|2	10	3.33	3	0|3|4|3|6|4|4|6|3	0.00	0.00	0.00	0.00	0.00	-11.67	0.91	0.68	
ACTB	P07195	LDHB	4|5|8	17	5.67	3	7|7|9|8|9|8|8|6|8	0.00	0.00	0.00	0.00	0.00	-23.82	0.73	0.72	
