Bait	PreyGene	predicted_probability	FDR	background_flag_protein
LMNA	TBCD	0.47	0.503808091	
LMNA	TBCE	0.5064	0.391717776	
LMNA	TBK1	0.0658	1	
LMNA	TBL2	0.5604	0.290360463	
LMNA	TBL3	0.7374	0.154025259	
LMNA	TBPL1	0.6802	0.160118577	
LMNA	TBRG4	0.5207	0.371439663	
LMNA	TCAF1	0.0135	1	
LMNA	TCEA1	0.8005	0.116092701	
LMNA	TCEAL4	0.7292	0.157285844	
LMNA	TCEANC2	0.7425	0.150140387	
LMNA	TCERG1	0.5673	0.271186441	
LMNA	TCF12	0.8455	0.039223011	
LMNA	TCF20	0.7631	0.136908893	
LMNA	TCF3	0.7715	0.136908893	
LMNA	TCF7L2	0.7505	0.145427168	
LMNA	TCHP	0	1	
LMNA	TCN1	0	1	
LMNA	TCOF1	0.5013	0.402735047	
LMNA	TCP1	0.7613	0.137799137	likely background
LMNA	TCP11L1	0	1	
LMNA	TDP2	0.8405	0.0449964	
LMNA	TDRD3	0	1	
LMNA	TDRD7	0.0112	1	
LMNA	TDRD9	0.0001	1	
LMNA	TECPR2	0.4639	0.525604394	
LMNA	TECR	0.6428	0.186804613	likely background
LMNA	TELO2	0.7724	0.136908893	likely background
LMNA	TENM2	0.6878	0.160118577	
LMNA	TENT5A	0.6395	0.189469112	
LMNA	TEP1	0	1	
LMNA	TES	0.046	1	likely background
LMNA	TET2	0.6694	0.164876156	
LMNA	TET3	0.5352	0.350064452	
LMNA	TEX10	0.5355	0.350064452	
LMNA	TEX2	0.0001	1	
LMNA	TEX264	0.9811	0	
LMNA	TEX9	0	1	
LMNA	TFAM	0.5117	0.380093476	
LMNA	TFAP2A;TFAP2B	0.8272	0.069476744	
LMNA	TFAP4	0.5851	0.238358014	
LMNA	TFB1M	0.0033	1	
LMNA	TFB2M	0.5236	0.367832904	
LMNA	TFCP2	0.0085	1	likely background
LMNA	TFDP1	0.6152	0.210550914	
LMNA	TFEB	0.3838	0.601195825	
LMNA	TFG	0	1	
LMNA	TFIP11	0.8271	0.069545059	
LMNA	TFRC	0.7451	0.148277168	
LMNA	TGFB1I1	0.0071	1	
LMNA	TGFBI	0.5235	0.367924804	
LMNA	TGM1	0.6807	0.160118577	
LMNA	TGM2	0.0004	1	
LMNA	TGM3	0.5255	0.365557441	
LMNA	TGS1	0.9164	0.007012623	
LMNA	THADA	0.0047	1	
LMNA	THAP11	0.5626	0.283483046	
LMNA	THBS1	0.7182	0.158189916	
LMNA	THEM6	0.7632	0.136908893	likely background
LMNA	THG1L	0.3672	0.619434436	likely background
LMNA	THOC1	0.2563	1	
LMNA	THOC2	0.6064	0.217464339	
LMNA	THOC3	0.5032	0.399712465	likely background
LMNA	THOC6	0.5713	0.260300656	
LMNA	THOC7	0.685	0.160118577	
LMNA	THOP1	0.4879	0.464288307	
LMNA	THRAP3	0.6753	0.162475221	
LMNA	THUMPD3	0.0569	1	likely background
LMNA	THYN1	0.7484	0.145427168	
LMNA	TIAL1	0.7484	0.145427168	
LMNA	TIAM2	0.7649	0.136908893	
LMNA	TICRR	0.8273	0.069476744	
LMNA	TIGAR	0.3084	0.797742229	
LMNA	TIMELESS	0.8256	0.071246819	
LMNA	TIMM44	0.8295	0.06480073	
LMNA	TIMM50	0.5114	0.380093476	likely background
LMNA	TIPRL	0.5135	0.380093476	likely background
LMNA	TJAP1	0	1	
LMNA	TJP1	0.0098	1	likely background
LMNA	TJP2	0.0001	1	
LMNA	TK1	0.4088	0.579784528	likely background
LMNA	TKT	0.714	0.158316961	likely background
LMNA	TLE3	0.5974	0.223895891	
LMNA	TLK1	0.6415	0.188024962	
LMNA	TLK2	0.6985	0.160118577	
LMNA	TLN1	0.044	1	likely background
LMNA	TLN2	0.0429	1	
LMNA	TM9SF3	0.6113	0.213705324	
LMNA	TMA16	0.6727	0.163317916	
LMNA	TMED8	0.5366	0.350064452	
LMNA	TMEM11	0.5122	0.380093476	
LMNA	TMEM131	0.4894	0.460165185	
LMNA	TMEM131L	0.805	0.109576212	
LMNA	TMEM132A	0.0002	1	
LMNA	TMEM165	0.6801	0.160118577	
LMNA	TMEM201	0.9302	0.003937008	
LMNA	TMEM209	0.9203	0.005192878	
LMNA	TMEM214	0.9268	0.004535147	
LMNA	TMEM223	0.6773	0.160513141	
LMNA	TMEM263	0.5594	0.295490905	likely background
LMNA	TMEM33	0.7476	0.146326373	likely background
LMNA	TMF1	0.0001	1	
LMNA	TMLHE	0.0455	1	
LMNA	TMOD1	0	1	
LMNA	TMOD3	0.0074	1	
LMNA	TMPO	0.9993	0	
LMNA	TMTC3	0.3693	0.615853659	
LMNA	TMX1	0.7939	0.128478497	
LMNA	TMX2	0.6844	0.160118577	
LMNA	TMX3	0.7434	0.14900564	
LMNA	TNFAIP2	0.4978	0.423598038	likely background
LMNA	TNFAIP3	0.7451	0.148277168	
LMNA	TNIP1	0	1	
LMNA	TNK1	0.5796	0.247313999	likely background
LMNA	TNK2	0	1	
LMNA	TNKS	0.6725	0.163317916	
LMNA	TNKS1BP1	0.0002	1	
LMNA	TNPO1	0.0097	1	
LMNA	TNPO2	0.0001	1	
LMNA	TNPO3	0.5592	0.296097859	
LMNA	TNRC18	0.5763	0.250803226	
LMNA	TNRC6A	0.0429	1	
LMNA	TNRC6B	0.0001	1	
LMNA	TNS1	0	1	
LMNA	TNS2	0.417	0.570165108	
LMNA	TNS3	0.0098	1	
LMNA	TNS4	0.4025	0.585092482	
LMNA	TOB2	0	1	
LMNA	TOE1	0.6058	0.218021821	
LMNA	TOM1	0.043	1	
LMNA	TOM1L1	0.648	0.181726908	
LMNA	TOMM20	0	1	
LMNA	TOMM34	0.7644	0.136908893	
LMNA	TOMM40	0.716	0.158189916	
LMNA	TOMM70	0.3208	0.759695915	
LMNA	TONSL	0.8795	0.017757484	
LMNA	TOP1	0.6527	0.17769228	
LMNA	TOP2A	0.7661	0.136908893	likely background
LMNA	TOP2B	0.721	0.158189916	
LMNA	TOP3A	0.7279	0.157894737	
LMNA	TOP3B	0.0062	1	likely background
LMNA	TOPBP1	0.7844	0.136908893	
LMNA	TOPORS	0.9455	0.001915709	
LMNA	TOR1AIP1	0.9955	0	
LMNA	TOR1AIP2	0.6991	0.160118577	
LMNA	TOR4A	0.7177	0.158189916	
LMNA	TOX4	0.5234	0.368012354	
LMNA	TP53BP1	0.6844	0.160118577	
LMNA	TP53BP2	0.043	1	likely background
LMNA	TPD52	0.4673	0.514502851	
LMNA	TPD52L1	0.3957	0.589859893	likely background
LMNA	TPD52L2	0.0107	1	likely background
LMNA	TPGS1	0	1	
LMNA	TPM2	0.7943	0.128478497	
LMNA	TPM3	0.0519	1	likely background
LMNA	TPM4	0.058	1	likely background
LMNA	TPP2	0.5353	0.350064452	
LMNA	TPR	0.8005	0.116092701	
LMNA	TPRN	0	1	
LMNA	TPT1	0.5043	0.392931713	likely background
LMNA	TPX2	0.8374	0.053121766	
LMNA	TRA2A	0.7986	0.12037037	likely background
LMNA	TRA2B	0.4802	0.480087914	likely background
LMNA	TRABD	0	1	
LMNA	TRAF2	0	1	
LMNA	TRAF5	0	1	
LMNA	TRAF7	0	1	
LMNA	TRAIP	0.7167	0.158189916	
LMNA	TRAK1	0	1	
LMNA	TRAK2	0	1	
LMNA	TRANK1	0	1	
LMNA	TRAP1	0.7561	0.142511428	likely background
LMNA	TRAPPC10	0.0001	1	
LMNA	TRAPPC12	0	1	
LMNA	TRAPPC2;TRAPPC2B	0	1	
LMNA	TRAPPC8	0.0059	1	
LMNA	TRAPPC9	0.0033	1	
LMNA	TRERF1	0.516	0.380093476	
LMNA	TRIM11	0.0448	1	
LMNA	TRIM16	0.6786	0.160130719	
LMNA	TRIM21	0.6807	0.160118577	
LMNA	TRIM24	0.6238	0.203923259	
LMNA	TRIM25	0.5061	0.391717776	likely background
LMNA	TRIM26	0.0076	1	
LMNA	TRIM27	0.7669	0.136908893	
LMNA	TRIM28	0.7626	0.136908893	
LMNA	TRIM3	0	1	
LMNA	TRIM32	0	1	
LMNA	TRIM33	0.6049	0.218837392	
LMNA	TRIM36	0	1	
LMNA	TRIM37	0.5061	0.391717776	
LMNA	TRIM47	0	1	
LMNA	TRIM5	0	1	
LMNA	TRIM56	0	1	
LMNA	TRIM62	0	1	
LMNA	TRIM65	0.6207	0.206757086	
LMNA	TRIO	0.3638	0.623949648	likely background
LMNA	TRIOBP	0	1	
LMNA	TRIP10	0.018	1	
LMNA	TRIP11	0.016	1	
LMNA	TRIP12	0.7856	0.136908893	likely background
LMNA	TRIP13	0.6766	0.160928962	likely background
LMNA	TRIP4	0.0001	1	
LMNA	TRIP6	0.0243	1	likely background
LMNA	TRIR	0.7647	0.136908893	
LMNA	TRIT1	0.666	0.166104334	
LMNA	TRMT1	0.6911	0.160118577	
LMNA	TRMT10C	0.7092	0.160118577	
LMNA	TRMT11	0.0097	1	
LMNA	TRMT112	0.383	0.601195825	
LMNA	TRMT1L	0.5828	0.242270874	
LMNA	TRMT2A	0.064	1	
LMNA	TRMT2B	0.6807	0.160118577	
LMNA	TRMT6	0.5212	0.371078961	
LMNA	TROAP	0	1	
LMNA	TRPM7	0.0034	1	
LMNA	TRPS1	0.9681	0	
LMNA	TRRAP	0.6181	0.208194279	
LMNA	TSC1	0.0001	1	
LMNA	TSC2	0.0047	1	
LMNA	TSC22D1	0.0083	1	
LMNA	TSC22D4	0	1	
LMNA	TSEN15	0.5127	0.380093476	
LMNA	TSFM	0.0002	1	likely background
LMNA	TSG101	0.4032	0.584490376	
LMNA	TSHZ1	0.7707	0.136908893	
LMNA	TSHZ2	0.5975	0.223714278	
LMNA	TSN	0.0454	1	
LMNA	TSPYL1	0.4783	0.483144192	
LMNA	TSR1	0.7176	0.158189916	
LMNA	TSTD2	0.3392	0.696163727	likely background
LMNA	TTBK2	0	1	
LMNA	TTC1	0.3687	0.61635117	
LMNA	TTC14	0.83	0.064634146	
LMNA	TTC17	0	1	
LMNA	TTC27	0.6081	0.216049727	
LMNA	TTC28	0.0047	1	
LMNA	TTC3	0.0001	1	
LMNA	TTC31	0	1	
LMNA	TTC33	0.5568	0.309050002	
LMNA	TTC38	0	1	
LMNA	TTC39C	0.0161	1	
LMNA	TTC4	0.6653	0.166413852	
LMNA	TTC7A	0	1	
LMNA	TTC8	0	1	
LMNA	TTC9C	0.7426	0.150029577	
LMNA	TTF2	0.0104	1	
LMNA	TTI1	0.043	1	
LMNA	TTK	0.4936	0.446416115	likely background
LMNA	TTLL12	0.5769	0.250378863	likely background
LMNA	TTLL4	0	1	
LMNA	TTLL5	0	1	
LMNA	TUBA1A	0.0169	1	likely background
LMNA	TUBA1C	0.7457	0.147402152	likely background
LMNA	TUBA4A	0.7192	0.158189916	likely background
LMNA	TUBB	0.8039	0.111341632	likely background
LMNA	TUBB2A	0.7709	0.136908893	
LMNA	TUBB3	0.6199	0.20732075	
LMNA	TUBB4B	0.9646	0	likely background
LMNA	TUBB6	0.7777	0.136908893	likely background
LMNA	TUBG1	0.6535	0.176905493	
LMNA	TUBGCP2	0.0002	1	
LMNA	TUBGCP3	0.0512	1	
LMNA	TUBGCP4	0.0639	1	
LMNA	TUBGCP5	0	1	
LMNA	TUBGCP6	0	1	
LMNA	TUFM	0.6136	0.211498559	likely background
LMNA	TUFT1	0.0672	1	
LMNA	TULP4	0	1	
LMNA	TUSC2	0	1	
LMNA	TUT1	0	1	
LMNA	TUT4	0	1	
LMNA	TUT7	0.0568	1	
LMNA	TWF1	0.0499	1	
LMNA	TWF2	0.5942	0.22577915	likely background
LMNA	TWNK	0	1	
LMNA	TXLNA	0.0542	1	
LMNA	TXLNG	0.0563	1	
LMNA	TXN	0.6907	0.160118577	likely background
LMNA	TXNDC12	0.5693	0.265927571	likely background
LMNA	TXNDC5	0.0003	1	likely background
LMNA	TXNDC9	0.6066	0.217210175	likely background
LMNA	TXNIP	0.6807	0.160118577	
LMNA	TXNL1	0.5048	0.392113544	likely background
LMNA	TXNRD1	0.5913	0.228638817	likely background
LMNA	TYMS	0.724	0.158189916	likely background
LMNA	TYW1	0.704	0.160118577	
LMNA	U2AF1	0.6804	0.160118577	
LMNA	U2AF2	0.7679	0.136908893	
LMNA	U2SURP	0.7088	0.160118577	
LMNA	UACA	0	1	
LMNA	UAP1	0.5685	0.267733645	
LMNA	UBA1	0.5877	0.234537791	likely background
LMNA	UBA6	0.5409	0.350064452	likely background
LMNA	UBAC2	0.702	0.160118577	
LMNA	UBAP1	0.6884	0.160118577	
LMNA	UBAP2	0.0001	1	likely background
LMNA	UBAP2L	0.0001	1	
LMNA	UBE2E1;UBE2E2;UBE2E3	0.7743	0.136908893	likely background
LMNA	UBE2H	0.5113	0.380093476	likely background
LMNA	UBE2I	0.0002	1	
LMNA	UBE2L3	0.5354	0.350064452	
LMNA	UBE2M	0.5971	0.224002457	
LMNA	UBE2O	0.0097	1	
LMNA	UBE2Q1	0	1	
LMNA	UBE2R2	0	1	
LMNA	UBE2T	0.728	0.157894737	
LMNA	UBE2V1	0.4222	0.564163331	likely background
LMNA	UBE3C	0.6334	0.194716053	
LMNA	UBE4A	0.6178	0.208574912	
LMNA	UBE4B	0.5123	0.380093476	
LMNA	UBFD1	0.4313	0.556758911	likely background
LMNA	UBL4A	0	1	
LMNA	UBLCP1	0.7937	0.128478497	
LMNA	UBN1	0.6654	0.16638301	
LMNA	UBN2	0.5106	0.380998299	
LMNA	UBP1	0	1	
LMNA	UBR1	0.8041	0.111239326	
LMNA	UBR3	0.382	0.601606737	
LMNA	UBR4	0.7151	0.158189916	
LMNA	UBR5	0.9699	0	
LMNA	UBTF	0.5793	0.248075546	
LMNA	UBXN1	0.3018	0.819029911	likely background
LMNA	UBXN4	0.7153	0.158189916	
LMNA	UBXN6	0	1	
LMNA	UBXN7	0.7221	0.158189916	
LMNA	UBXN8	0.6848	0.160118577	
LMNA	UCHL5	0.3913	0.594115411	likely background
LMNA	UCK2	0.0258	1	
LMNA	UEVLD	0.4957	0.440200807	
LMNA	UFC1	0.5497	0.331535791	likely background
LMNA	UFD1	0.4762	0.488215648	likely background
LMNA	UFL1	0	1	
LMNA	UFM1	0.0001	1	likely background
LMNA	UGDH	0.721	0.158189916	
LMNA	UGGT1	0.6848	0.160118577	
LMNA	UHRF1	0.5486	0.333430769	
LMNA	UHRF2	0.5604	0.290057175	
LMNA	UIMC1	0.6356	0.193299392	
LMNA	ULK1	0	1	
LMNA	UMPS	0.5829	0.242215246	
LMNA	UNC13B	0.0657	1	
LMNA	UNC13D	0	1	
LMNA	UNC45A	0.3673	0.61918957	likely background
LMNA	UNC93B1	0.657	0.172708581	likely background
LMNA	UNG	0.8241	0.073353709	
LMNA	UNK	0	1	
LMNA	UPF1	0.0102	1	likely background
LMNA	UPF2	0.0002	1	
LMNA	UPF3B	0.5314	0.353298584	
LMNA	UPRT	0	1	
LMNA	UQCRC1	0.5558	0.312359248	likely background
LMNA	UQCRC2	0.5234	0.367924804	
LMNA	UQCRFS1;UQCRFS1P1	0.5235	0.367924804	likely background
LMNA	URB1	0.6848	0.160118577	
LMNA	URB2	0.5217	0.370554632	
LMNA	URGCP	0	1	
LMNA	URI1	0	1	
LMNA	USE1	0.7752	0.136908893	
LMNA	USO1	0.4006	0.586056498	
LMNA	USP1	0.8198	0.078865174	
LMNA	USP10	0.4853	0.470475594	likely background
LMNA	USP11	0.6218	0.205713237	
LMNA	USP13	0.5019	0.401488065	
LMNA	USP14	0.5612	0.286954087	
LMNA	USP15	0.7781	0.136908893	likely background
LMNA	USP16	0	1	
LMNA	USP19	0.8179	0.081532922	
LMNA	USP20	0.537	0.350064452	
LMNA	USP22	0.685	0.160118577	
LMNA	USP24	0.7525	0.143553769	
LMNA	USP25	0	1	
LMNA	USP28	0.7929	0.128478497	
LMNA	USP32	0.6807	0.160118577	
LMNA	USP33	0.6848	0.160118577	
LMNA	USP34	0.9809	0	
LMNA	USP35	0.6844	0.160118577	
LMNA	USP36	0.0439	1	
LMNA	USP37	0.6844	0.160118577	
LMNA	USP4	0.5764	0.250727142	
LMNA	USP42	0.5921	0.227404892	
LMNA	USP47	0.01	1	
LMNA	USP48	0.6862	0.160118577	
LMNA	USP5	0.6822	0.160118577	likely background
LMNA	USP53	0	1	
LMNA	USP54	0	1	
LMNA	USP6NL	0	1	
LMNA	USP7	0.842	0.043018593	
LMNA	USP8	0.0001	1	
LMNA	USP9X	0.7156	0.158189916	
LMNA	USPL1	0.5367	0.350064452	
LMNA	UTP11	0	1	
LMNA	UTP14A	0.7837	0.136908893	
LMNA	UTP15	0	1	
LMNA	UTP18	0.6432	0.186580601	
LMNA	UTP20	0.7221	0.158189916	
LMNA	UTP25	0.7963	0.128478497	
LMNA	UTP3	0.4899	0.459306844	
LMNA	UTP4	0.0486	1	likely background
LMNA	UTP6	0.8962	0.012694749	
LMNA	UTRN	0.0429	1	
LMNA	UVRAG	0	1	
LMNA	UVSSA	0.706	0.160118577	
LMNA	VAC14	0	1	
LMNA	VAPA	0.7834	0.136908893	likely background
LMNA	VAPB	0.7588	0.140485792	likely background
LMNA	VARS1	0.0104	1	
LMNA	VASP	0.0463	1	
LMNA	VAT1	0.0088	1	likely background
LMNA	VAV2	0	1	
LMNA	VBP1	0.5622	0.284581711	likely background
LMNA	VCL	0.0097	1	
LMNA	VCP	0.4765	0.486943493	
LMNA	VCPIP1	0.3911	0.594157876	
LMNA	VDAC1	0.7023	0.160118577	
LMNA	VDAC2	0.7614	0.137799137	likely background
LMNA	VDAC3	0.7595	0.139782898	likely background
LMNA	VEZT	0.0097	1	
LMNA	VGLL4	0.7645	0.136908893	
LMNA	VIM	0.5597	0.294005784	
LMNA	VIPAS39	0.3019	0.818816262	
LMNA	VIRMA	0.7467	0.146326373	
LMNA	VKORC1L1	0.879	0.018090452	
LMNA	VMO1	0	1	
LMNA	VPS11	0	1	
LMNA	VPS13A	0.685	0.160118577	
LMNA	VPS13B	0	1	
LMNA	VPS13C	0.561	0.287896639	
LMNA	VPS13D	0.5171	0.379312298	
LMNA	VPS16	0	1	
LMNA	VPS18	0.5935	0.225895725	
LMNA	VPS26A	0.8864	0.014729951	
LMNA	VPS26C	0.0182	1	
LMNA	VPS29	0.5267	0.362892734	
LMNA	VPS33A	0	1	
LMNA	VPS33B	0.0076	1	
LMNA	VPS35	0.5216	0.3705873	
LMNA	VPS35L	0.6988	0.160118577	
LMNA	VPS37A	0.6248	0.202721173	
LMNA	VPS39	0.0001	1	
LMNA	VPS41	0	1	
LMNA	VPS45	0.3365	0.705815107	
LMNA	VPS4B	0.0455	1	
LMNA	VPS50	0	1	
LMNA	VPS51	0.4695	0.505735655	
LMNA	VPS52	0.5158	0.380093476	
LMNA	VPS53	0.0002	1	
LMNA	VPS72	0.5366	0.350064452	
LMNA	VPS8	0.0004	1	
LMNA	VRK2	0.9753	0	
LMNA	VTA1	0.7219	0.158189916	
LMNA	VTI1B	0.7628	0.136908893	
LMNA	VWA8	0.6997	0.160118577	
LMNA	WAC	0.084	1	
LMNA	WAPL	0.8108	0.094829699	
LMNA	WARS1	0.3481	0.663634003	
LMNA	WASF1	0	1	
LMNA	WASF2	0.0001	1	
LMNA	WASH2P;WASH3P	0	1	
LMNA	WASHC2A	0.0001	1	
LMNA	WASHC2C	0.0001	1	
LMNA	WASHC3	0.6846	0.160118577	
LMNA	WASHC4	0.5466	0.338730547	
LMNA	WASHC5	0.5104	0.381348787	
LMNA	WASL	0.0001	1	
LMNA	WBP11	0.8123	0.09039269	
LMNA	WBP4	0.7671	0.136908893	
LMNA	WDCP	0.5826	0.242603821	
LMNA	WDFY1	0.5581	0.302772188	likely background
LMNA	WDFY3	0	1	
LMNA	WDHD1	0.7841	0.136908893	
LMNA	WDR1	0.006	1	
LMNA	WDR11	0	1	
LMNA	WDR12	0.6848	0.160118577	
LMNA	WDR18	0.4185	0.568710335	likely background
LMNA	WDR19	0	1	
LMNA	WDR24	0	1	
LMNA	WDR25	0.6432	0.186580601	
LMNA	WDR26	0.0468	1	
LMNA	WDR3	0.795	0.128478497	
LMNA	WDR33	0.5751	0.25208392	
LMNA	WDR35	0	1	
LMNA	WDR36	0.8151	0.088168229	
LMNA	WDR4	0.7153	0.158189916	
LMNA	WDR41	0.4757	0.489751568	
LMNA	WDR43	0.3301	0.725642764	
LMNA	WDR44	0.0002	1	
LMNA	WDR45	0.0035	1	
LMNA	WDR45B	0.5294	0.35683874	
LMNA	WDR46	0.5323	0.352478351	
LMNA	WDR47	0.0056	1	likely background
LMNA	WDR48	0.7307	0.156659856	
LMNA	WDR5	0.7652	0.136908893	
LMNA	WDR55	0.6404	0.188993848	
LMNA	WDR59	0	1	
LMNA	WDR6	0.5933	0.226061204	
LMNA	WDR62	0	1	
LMNA	WDR7	0	1	
LMNA	WDR70	0.8633	0.023788927	
LMNA	WDR73	0.5053	0.391717776	
LMNA	WDR74	0.0626	1	likely background
LMNA	WDR75	0.5772	0.250208966	
LMNA	WDR76	0.7204	0.158189916	
LMNA	WDR77	0	1	
LMNA	WDR81	0.0108	1	
LMNA	WDR90	0	1	
LMNA	WDR91	0.0001	1	
LMNA	WEE1	0.8054	0.10878267	
LMNA	WIPF1	0	1	
LMNA	WIPF2	0	1	
LMNA	WIPI1	0	1	
LMNA	WIPI2	0.0429	1	
LMNA	WIZ	0.7895	0.132444598	
LMNA	WLS	0.7658	0.136908893	likely background
LMNA	WNK1	0.0052	1	
LMNA	WNK2	0	1	
LMNA	WRAP73	0.6807	0.160118577	
LMNA	WRN	0.8931	0.012694749	
LMNA	WRNIP1	0.8879	0.014404432	
LMNA	WTAP	0.6807	0.160118577	
LMNA	WWC1	0	1	
LMNA	WWC2	0.0001	1	
LMNA	WWC3	0	1	
LMNA	WWTR1	0.4747	0.49168137	
LMNA	XAB2	0.9484	0.001915709	likely background
LMNA	XIAP	0.7691	0.136908893	likely background
LMNA	XPC	0.8142	0.089146311	
LMNA	XPO1	0.6601	0.170453718	likely background
LMNA	XPO5	0.2876	0.870547711	
LMNA	XPO6	0.8048	0.110282117	likely background
LMNA	XPO7	0.5335	0.35131301	
LMNA	XPOT	0.7237	0.158189916	
LMNA	XPR1	0	1	
LMNA	XRCC1	0.7888	0.13390411	
LMNA	XRCC5	0.7608	0.138449597	likely background
LMNA	XRCC6	0.7266	0.158189916	
LMNA	XRN1	0.6178	0.208574912	likely background
LMNA	XRN2	0.5045	0.392341736	
LMNA	YAP1	0.5693	0.265927571	likely background
LMNA	YARS1	0.6349	0.194085088	
LMNA	YARS2	0.6807	0.160118577	
LMNA	YBX1	0.6844	0.160118577	
LMNA	YEATS2	0.6901	0.160118577	
LMNA	YEATS4	0.4626	0.527143422	
LMNA	YIF1A	0.6342	0.194673803	likely background
LMNA	YIPF5	0.7627	0.136908893	likely background
LMNA	YJU2	0.7218	0.158189916	
LMNA	YKT6	0.8747	0.019083969	
LMNA	YLPM1	0.3657	0.621338912	
LMNA	YME1L1	0.7628	0.136908893	
LMNA	YTHDC1	0.7059	0.160118577	
LMNA	YTHDC2	0.0004	1	likely background
LMNA	YTHDF1	0.0033	1	
LMNA	YTHDF2	0.0002	1	likely background
LMNA	YTHDF3	0.0001	1	likely background
LMNA	YWHAB	0.4407	0.551367035	likely background
LMNA	YWHAE	0.5257	0.365557441	likely background
LMNA	YWHAG	0.0561	1	
LMNA	YWHAH	0.0441	1	likely background
LMNA	YWHAQ	0.5029	0.400078733	likely background
LMNA	YWHAZ	0.6485	0.181726908	likely background
LMNA	YY1	0.7088	0.160118577	
LMNA	YY1AP1	0.5256	0.365557441	
LMNA	ZBED1	0.5363	0.350064452	
LMNA	ZBED4	0.7547	0.142644222	
LMNA	ZBED5	0.8222	0.077449371	
LMNA	ZBTB1	0.7844	0.136908893	
LMNA	ZBTB10	0.7844	0.136908893	
LMNA	ZBTB12	0.6481	0.181726908	
LMNA	ZBTB21	0.7217	0.158189916	
LMNA	ZBTB33	0.7695	0.136908893	
LMNA	ZBTB38	0.7963	0.128478497	
LMNA	ZBTB40	0.0644	1	
LMNA	ZBTB43	0.6846	0.160118577	
LMNA	ZC2HC1A	0	1	
LMNA	ZC3H11A	0.7622	0.136908893	
LMNA	ZC3H12C	0	1	
LMNA	ZC3H14	0.9399	0.002702703	
LMNA	ZC3H15	0.0001	1	likely background
LMNA	ZC3H18	0.0495	1	
LMNA	ZC3H3	0.5155	0.380093476	
LMNA	ZC3H4	0.5811	0.245381272	
LMNA	ZC3H7A	0.0001	1	
LMNA	ZC3H7B	0	1	
LMNA	ZC3H8	0	1	
LMNA	ZC3HAV1	0.0062	1	likely background
LMNA	ZC3HC1	0.617	0.209071287	
LMNA	ZCCHC14	0	1	
LMNA	ZCCHC17	0.0003	1	likely background
LMNA	ZCCHC2	0	1	
LMNA	ZCCHC3	0	1	
LMNA	ZCCHC8	0.5158	0.380093476	
LMNA	ZDBF2	0.536	0.350064452	
LMNA	ZDHHC5	0	1	
LMNA	ZEB1	0.5222	0.369854274	
LMNA	ZEB2	0.6036	0.219123399	
LMNA	ZER1	0	1	
LMNA	ZFC3H1	0.5485	0.333430769	
LMNA	ZFHX3	0.7778	0.136908893	
LMNA	ZFP91	0.7465	0.146845596	
LMNA	ZFR	0.5506	0.329574634	
LMNA	ZFYVE1	0.0001	1	
LMNA	ZFYVE16	0.0001	1	
LMNA	ZFYVE26	0	1	
LMNA	ZG16B	0	1	
LMNA	ZGPAT	0.7144	0.158189916	
LMNA	ZGRF1	0.8202	0.078030898	
LMNA	ZHX1	0.6854	0.160118577	
LMNA	ZHX2	0.5808	0.245783024	
LMNA	ZHX3	0.652	0.178355717	
LMNA	ZKSCAN1	0.6807	0.160118577	
LMNA	ZKSCAN4	0.8283	0.067862481	
LMNA	ZMAT2	0.617	0.209076127	
LMNA	ZMYM1	0.5982	0.222998762	
LMNA	ZMYM2	0.5806	0.245969745	
LMNA	ZMYM3	0.7154	0.158189916	
LMNA	ZMYM4	0.9513	0.001915709	
LMNA	ZMYM5	0.7671	0.136908893	
LMNA	ZMYND8	0.4747	0.491747182	
LMNA	ZNF106	0.6984	0.160118577	
LMNA	ZNF121	0.7407	0.151399031	
LMNA	ZNF136	0.6955	0.160118577	
LMNA	ZNF143	0.6715	0.163317916	
LMNA	ZNF148	0.7939	0.128478497	
LMNA	ZNF174	0.5154	0.380093476	
LMNA	ZNF180	0.7152	0.158189916	
LMNA	ZNF185	0	1	
LMNA	ZNF195	0.7782	0.136908893	
LMNA	ZNF207	0.6832	0.160118577	
LMNA	ZNF217	0.8794	0.018090452	
LMNA	ZNF24	0.9236	0.004535147	
LMNA	ZNF267	0.7088	0.160118577	
LMNA	ZNF268	0.5354	0.350064452	
LMNA	ZNF280C	0.5571	0.307453235	
LMNA	ZNF280D	0.7074	0.160118577	
LMNA	ZNF281	0.8247	0.072251898	
LMNA	ZNF292	0.3043	0.812718581	
LMNA	ZNF3	0.699	0.160118577	
LMNA	ZNF317	0.5273	0.362075435	
LMNA	ZNF318	0.7929	0.128478497	
LMNA	ZNF326	0.5765	0.250651198	
LMNA	ZNF35	0.7949	0.128478497	
LMNA	ZNF384	0.731	0.156659856	
LMNA	ZNF407	0.6726	0.163317916	
LMNA	ZNF430	0.7307	0.156659856	
LMNA	ZNF444	0.7307	0.156659856	
LMNA	ZNF451	0.7138	0.158316961	
LMNA	ZNF460	0.7154	0.158189916	
LMNA	ZNF462	0.72	0.158189916	
LMNA	ZNF503	0.723	0.158189916	
LMNA	ZNF507	0.7644	0.136908893	
LMNA	ZNF512	0.7964	0.128478497	
LMNA	ZNF512B	0.6308	0.19658884	
LMNA	ZNF516	0.5339	0.350532117	
LMNA	ZNF532	0.6678	0.164995714	
LMNA	ZNF592	0.5768	0.250466387	
LMNA	ZNF598	0.0001	1	
